,url,title,date,text,Covid
26,https://www.straitstimes.com/opinion/forum/voices-of-youth-let-students-take-days-off-to-improve-mental-well-being,Voices of youth: Let students take days off to improve mental well-being,"May 30, 2021","According to a 2016 survey by the Institute of Mental Health, one in seven people in Singapore has experienced a mental health disorder.With more students facing stress and anxiety, the Ministry of Education should take action and prioritise students' mental health over academic performance.Students should be offered mental health days to better their mental well-being. These are days when they can be excused from school, similar to when they are sick.When feeling extremely stressed, anxious and overwhelmed at a level that hinders them from concentrating, they should be entitled to take a day off from school.Students can take a break from their hectic school lives and engage in activities to boost their physical and mental wellness.Missing curriculum time is likely to raise concerns about students falling behind in school work.However, students can catch up by arranging consultations with their teachers when they return to school.I believe that, in the long run, mental health days would be beneficial to students in helping them cope both mentally and academically.Furthermore, it teaches students the importance of taking care of their mental health, which reduces stress and burnout.Mental health is just as important as physical health.Through mental health days, schools will raise more awareness and show more support for those struggling with their mental health.Kimberly Kwok, 16Secondary 4 student",True
27,https://www.straitstimes.com/singapore/politics/covid-19-mental-wellness-task-force-will-look-into-post-pandemic-needs-develop,"Budget debate: Covid-19 mental health task force to look into post-pandemic needs, develop national strategy","Mar 05, 2021","SINGAPORE - The Covid-19 mental health task force will be transformed into an inter-agency platform to oversee mental health and well-being efforts beyond the pandemic.Announcing this during the debate for his ministry's budget on Friday (March 5), Senior Minister of State for Health Janil Puthucheary said the task force will focus on ""cross-cutting issues that require multi- and inter-agency collaborations"".The pandemic has brought mental health issues to the forefront, with more seeking help for such conditions during the outbreak.Dr Janil said that the task force, which was set up in October last year to look into the psycho-social impact of the pandemic on the population, has highlighted three areas to be worked on.First, it will develop a national mental health and well-being strategy to align and guide the work of various agencies in the area. Second, it will develop a national mental health resources webpage to help individuals access useful and accurate information.Third, it will establish a national mental health competency training framework to align and standardise training curricula on mental health in the community.Task force chairman Chua Hong Choon told The Straits Times on Friday that the Institute of Mental Health (IMH) will lead the development of this framework.Its work will include coming up with a national mental health curriculum for the management of mental health issues among front-line workers, and more training to bridge the knowledge gap on mental health among general practitioners.He added that while the pandemic negatively impacted the well-being of those here in many ways, it also produced three positive outcomes.First, multiple agencies are now coming together with renewed impetus to support people who experience mental health distress.Second, there is greater awareness that mental health issues are not uncommon as more people come forward to share their experiences publicly.""This helps to de-stigmatise mental health conditions, and encourage more people to self-care and seek help from the community,"" said Professor Chua.Third, there is also a strong commitment at the government level to invest resources to further strengthen mental health resilience in the population.""There is a saying within the task force that as we vaccinate ourselves against the Covid-19 virus, building resilience is our 'vaccine' against mental health issues,"" said Prof Chua.The task force is to be transformed by the middle of this year, and more details will be shared when ready.Dr Janil said in Parliament that Singapore is on track to meet its end-of-year targets for the Community Mental Health Masterplan, which was launched in 2012 and enhanced in 2017.In 2017, then Senior Minister of State for Health Amy Khor had said that Singapore would set up 50 community outreach teams and 18 community intervention teams by the end of 2021.Dr Janil updated the House that 50 community outreach teams have already been set up and reached out to over 350,000 persons with mental health or dementia needs, while 21 community intervention teams have been established to provide mental health interventions such as psycho-social therapeutic interventions and counselling; ahead of the previous timeline.Singapore also now has over 220 general practitioners and 14 polyclinics that can provide patients with either mental health or dementia services, or both.Speaking in the same debate, Parliamentary Secretary for Health Rahayu Mahzam added that in August last year, the ""Brave the New"" campaign was launched to build the psychological resilience of individuals.The campaign provided tips for self-care, and information to support their peers and loved ones, and reached 2.1 million Singaporeans.Ms Rahayu said that three-quarters of those surveyed reported being more motivated to help themselves or others in their mental wellbeing.In order to complement this, the ""Hi!JustCheckingIn"" movement kicked off in January this year to equip targeted segments of the population with the appropriate skills to help them identify and reach out to those who may need support.""Building a supportive community is important, to encourage Singaporeans to seek help if they are unable to cope,"" said Ms Rahayu.Dr Janil noted that refurbishment works at IMH, which began in 2018, are expected to be completed by the end of 2022.Upon completion, IMH will have a new short-stay unit to manage patients who need a few days of observation and treatment, six upgraded acute psychiatric wards with modular flexibility for more efficient care of patients, and two new rehabilitative wards mimicking a home environment to facilitate recovery.It will also have an upgraded child and adolescent psychiatry ward to provide inpatient psychiatric care for younger patients and an upgraded Addiction Medicine ward to facilitate recovery and rehabilitation of patients.Turning to the subject of youth mental health, Dr Janil noted that the Integrated Youth Service - a programme giving at-risk youth access to coordinated mental health and social support services - has been piloted in partnership with the Agency for Integrated Care (AIC), IMH and community partner Care Corner.Since April last year, the latter has begun community outreach using online platforms, and has reached out to over 2,600 users online.Dr Janil added that MOH and AIC have also worked with other community partners to set up youth community outreach teams to reach out to young people in mental distress to provide basic emotional support and resources.Such teams also engage families to understand stressors the youth may be facing, as well as their situation at home, and help provide links to social and health services.There are teams that reach out to residents and their caregivers to provide information on mental health or dementia, basic emotional support, and link them to the appropriate health or social services where necessary.Seniors at risk of social isolation are connected to befrienders by the active ageing centres, the Silver Generation Office and local grassroots organisations.These befrienders will reach out to the seniors on a regular basis, provide companionship and encourage them to participate in social activities. Seniors can also sign up with CareLine, a 24/7 social support hotline that provides tele-befriending services as well as emergency response to seniors in distress.Ms Rahayu added that many seniors were mentally and physically affected during the pandemic, especially during the circuit breaker last year.She said that last year, the virtual ""Balik Kampung"" programme was trialled and linked 100 seniors with 22 senior activity centres for mentally stimulating activities.""With good feedback on how it has helped seniors stay socially connected, we will ramp up these efforts,"" she said.Dr Janil said: ""Our ability to get this far was the result of many years of investing in our people, facilities, systems, research and capabilities. We must learn the lessons from this experience. The preparations for the next crisis are under way and require that we keep ourselves and our healthcare system in good health. Prevention is best; preparation is also necessary.""",True
28,https://www.straitstimes.com/singapore/community/vets-calling-for-their-welfare-and-mental-health-needs-to-be-considered-in,S'pore vets call for welfare and mental health needs to be considered in review of sector,"May 26, 2021","SINGAPORE - Veterinarians in Singapore are calling for their welfare needs to be considered, in an ongoing review that aims to raise standards and address gaps in the vet sector.The review by the Animal and Veterinary Service (AVS) and the Singapore Veterinary Association (SVA) will also explore the need for a professional body to advance the vet sector's practices and professionalism.""This review will take into account the aspirations and challenges of the vet profession as well as the needs of pet owners and the general public, to enhance animal health and welfare, and safeguard public health,"" said the AVS and SVA in a joint statement earlier this month.The vet sector review, which started last year and is conducted every few years, comes amid a rise in pet ownership in Singapore that has led to an increase in demand for veterinary care. There are now more than 400 vets in Singapore and around 100 vet clinics.The sector has also seen an increase in specialist services such as internal medicine, traditional Chinese medicine for animals and post-operative rehabilitation.""With this growth and diversification of the sector, there is a need to clarify the scope of veterinary services and how they can be effectively delivered,"" said SVA and AVS, a cluster of the National Parks Board (NParks).Dr Cathy Chan, a vet who co-founded The Animal Doctors clinic, said the strain of sustaining a business, the fatigue caused by seeing animals in distress and the added stress of being harshly criticised online by pet owners have taken a toll on some vets.The 42-year-old added that mental health issues have caused some vets to leave the industry.""Vets don't want to speak up online because it's not a very professional thing to do. We always want to try and resolve things directly with the owner... You also have Facebook pages set up to basically slaughter a specific clinic,"" Dr Chan said, noting that some animal lovers have set up social media pages to target vets or clinics they have disagreements with.In a case last year, animal lovers sent a torrent of hateful comments to a vet clinic that euthanised a mongrel that had grown increasingly aggressive. This was after some netizens alleged that the couple who adopted the dog in 2017, and the vet, had put down the dog unnecessarily.After a four-month investigation, AVS concluded that the owners and vet had not breached the law and code of ethics.SVA currently offers a counselling service for vets and late last year launched a platform where vets can seek advice on work-related problems and stresses, said Dr Timothy Chua, 33, the association's president.Another gap the vets hope to address in the review is the role the Animals and Birds Act, and SVA's code of ethics, can play in clearly defining decisions and medical procedures that should be made and done by only vets.Vets note that pet owners are increasingly turning to unconventional services such as animal communicators and pet psychics.Dr Chan said that currently, a ""layperson can perform acts of veterinary science without any consequence, which can be quite detrimental to the animal"".Dr Kenneth Tong, 41, who runs AAVC-Animal & Avian Veterinary Clinic, said such services have a place in the pet sector, in terms of helping owners understand their pets and exploring options to help their sick animals feel better.
(From left) Dr Kenneth Tong withdrawing blood from a dog with assistance from Dr Teo Boon Han and Dr Eleanor Ho at Pulau Ubin, as part of rabies surveillance. PHOTO: COURTESY OF KENNETH TONG
Civil servant Fiona Loh, 35, who is also a cat rescuer, said: ""I do engage my regular animal communicator in some rescue cases. I believe conventional and unconventional methods can work hand in hand.""But vets draw the line at treatment and diagnosis.Dr Chan, who is also SVA's vice-president, said if an owner, for instance, consults an animal communicator regarding a sick pet, and the animal says it does not want to see a vet, that might delay treatment.Vets also hope to see a register set up to recognise vets with specialist qualifications, so pet owners can identify the vets they need to see.After sending out a survey to vets and para-professionals, including vet nurses, last month, AVS and SVA will conduct discussions with the sector and wider community in the middle of the year to explore the issues raised.
NParks vet Shawn Chia monitoring as pigs are being ferried from Indonesia. ST PHOTO: TIMOTHY DAVID
For more than a decade now, vets in Singapore have been calling for the formation of a neutral professional board - much like the Singapore Medical Council and the Singapore Dental Council - in regulating the conduct and ethics of vets here.Currently, AVS regulates vets and assesses complaints regarding professional conduct. Some vets are not in favour of this system.Dr Chua added: ""A board would have a panel of people involved, neutral parties as well as science-based people arriving at a decision. That raises the whole animal welfare standards as well.""",True
29,https://www.straitstimes.com/singapore/health/national-council-of-social-service-launches-guide-for-media-reporting-on-mental,National Council of Social Service launches guide for media reporting on mental health issues,"Mar 16, 2021","SINGAPORE - As part of efforts to address the stigma associated with mental health conditions, the National Council of Social Service (NCSS) on Tuesday (March 16) launched a guide with words and phrases that should be avoided when reporting on the issue.For example, the phrase ""someone with a mental health condition"" is preferred over terms such as ""mentally ill"", ""psycho"", ""mad"" or ""crazy"".Aside from stigmatising terms and their suggested alternatives, the Beyond the Label Media Guide contains suggestions on how people with mental health conditions should be interviewed, as well as angling and headlining stories, and reporting on violence and suicides.The guide was developed in consultation with social service agencies, mental health professionals, persons with mental health conditions and members of local media.Ms Anita Fam, president of NCSS, said the guide provides recommendations for media professionals reporting on mental health issues or writing about incidents involving persons with mental health conditions.""We believe that the media is and can be instrumental in influencing and changing attitudes and behaviour, educating and encouraging people to think differently about mental health, and to be aware of the problem of stigma associated with mental health conditions,"" added Ms Fam.The guide follows work NCSS did in 2018, when it launched the first nationwide mental health anti-stigma campaign ""Beyond the Label"".It was aimed at correcting misperceptions, raising awareness and promoting greater social inclusion of people in recovery from mental health conditions.The issue was also addressed earlier this month when Dr Janil Puthucheary, Senior Minister of State for Health and Communications and Information, said during the debate on the Health Ministry's budget last week that the Covid-19 mental health task force would be transformed into an inter-agency platform to oversee mental health and well-being efforts beyond the pandemic.The guide was introduced after a study by NCSS and the Singapore Management University showed that about 40 per cent of articles about mental health were crime-related.NCSS said this may give the public cause to link mental illness with crime. In contrast, the study found that only about 15 per cent of articles highlighted care, prevention and recovery.The study had examined 2,000 local media articles from 2016 to 2019.In addition, the study found that stigmatising phrases such as ""mentally ill"" were used, especially in the headlines of articles.Ms Porsche Poh, executive director of Silver Ribbon (Singapore),  said: ""You don't say a person with skin problem or cancer was caught for attacking someone. If you don't mention a physical illness why mention a mental illness?""Silver Ribbon is a non-profit organisation dedicated to combating mental health stigma and helping those with mental health conditions integrate into society.She said positive reports on mental health may encourage people with such conditions to see that they can lead a productive life.In the book's foreword, editor-at-large of The Straits Times Han Fook Kwang said stories that stigmatise people result in readers no longer looking for the whys and hows behind an incident, as they have already formed their own stereotyped views.""I learnt much from this guide and wished it was available when I was in the newsroom. It pains me to think of the number of times we might have fallen short.""Looking back, I think we were largely ignorant and did not know our work could have such a stigmatising effect. This guide should help journalists do better,"" added Mr Han.",True
30,https://www.straitstimes.com/singapore/politics/parliament-raise-mental-health-literacy-and-accessibility-to-help-to-fight-stigma,"Parliament: Raise mental health literacy and accessibility to help to fight stigma, says Wan Rizal","Oct 15, 2020","SINGAPORE - Despite the fact that one in seven adults in Singapore experiences mental health issues at some point in his life, most Singaporeans do not think they know someone who has, said Dr Wan Rizal Wan Zakariah (Jalan Besar GRC) on Thursday (Oct 15).This suggests that many are simply unaware that people they know face mental health issues, do not want to know, or deny knowing such people because of the stigmatisation of mental health issues, he told Parliament.""This is the inconvenient truth. It is common for us to label people with mental health issues as highly emotional, mentally weak, crazy or even naturally violent and we stay away from them,"" he said.While campaigns to raise awareness of mental health issues and platforms for those facing such issues to share their experiences are both important and should continue, it is also important to go further, Dr Wan Rizal said.Speaking during an adjournment motion - which allows an MP to speak on a subject for 20 minutes at the end of the sitting - Dr Wan Rizal suggested that mental health literacy programmes be made mandatory in schools and institutes of higher learning (IHLs).Students would then be able to identify symptoms of mental health problems in themselves and their friends, and also be equipped to take additional steps to address such symptoms, Dr Wan Rizal said. Such a programme can also include elements of self-care and stress management.""Rather than artificially creating a peer support programme in schools and IHLs led by student leaders, or handing the responsibility to teachers, lecturers or counsellors, we have an organic one where friends look out for one another because they know and they can,"" said Dr Wan Rizal.In the same way schools teach students how to administer basic medical assistance using first aid kits, Dr Wan Rizal said there is a need to develop a mental health first aid kit.Digital literacy for children is also important given the impact of social media on youth mental health, Dr Wan Rizal said.While social media is an important socialising tool, one clear negative effect of its advent is cyber bullying. Dr Wan Rizal said it is not feasible to legislate against cyber bullying, but digital literacy programmes for children might lead future generations of social media users to be more discerning and more open to upholding an ""unwritten code of conduct"".He also suggested improving ease of access to places in the community where people can seek mental health help.""The Community Mental Health Program by the Ministry of Health must continue to expand. With 20 polyclinics and over 1,700 GP clinics in Singapore but only 14 polyclinics and about 200 GPs in the programme right now, the touch points currently may not be enough.""Dr Wan Rizal also suggested that clinics, schools, IHLs and workplaces provide regular mental health screenings, similar to physical health screenings. Those found to be at risk or to have symptoms of mental illness can then be referred to an appropriate clinic.""The objective is to get people engaged early, before the illness has effects on their brain, disrupts their lives, and risks them doing something that would harm themselves or others,"" Dr Wan Rizal said.Mental health ""time-outs"" can also be introduced in schools and workplaces to let individuals take a break and recharge.Students should also be allowed to take ""mental health day"" absences, Dr Wan Rizal said, and the Manpower Ministry can legislate a ""right to disconnect"" for workplaces, as proposed by Mr Melvin Yong (Radin Mas) in August.In response, Parliamentary Secretary for Social and Family Development and Culture, Community and Youth Eric Chua said much has already been done to fight stigma against mental health conditions, including the annual Beyond the Label campaign organised by the National Council for Social Services (NCSS) since 2018 and various other programmes.The Education Ministry (MOE) is also working to incorporate social and emotional skills as well as resilience in the school curriculum, Mr Chua said.""Next year, the MOE will introduce the enhanced character and citizenship education (syllabus) featuring mental health education. It will include topics such as understanding common mental health issues and symptoms, and developing empathy towards people struggling with mental health conditions,"" he added.Mr Chua said the recently convened inter-agency Covid-19 Mental Wellness Task Force will provide a coordinated national response to the mental health needs of Singaporeans arising from the Covid-19 pandemic.""The Government is firmly committed to work with partners in the private and public sectors, not only in eradicating stigma associated with mental health conditions but also ensuring that mental health issues remain front and centre in our collective social consciousness,"" he said.",True
31,https://www.straitstimes.com/singapore/politics/do-more-to-destigmatise-mental-health-issues-says-wan-rizal,"Parliament: Do more to destigmatise mental health issues, says Wan Rizal","Oct 15, 2020","Although one in seven adults in Singapore experiences mental health issues at some point in their lives, most Singaporeans say they do not think they know such a person, said Dr Wan Rizal Wan Zakariah (Jalan Besar GRC).The contradiction suggests many are unaware that people they know face mental health issues, do not want to know, or deny knowing such people because of the stigma associated with mental health issues, he said in Parliament yesterday.""This is the inconvenient truth. It is common for us to label people with mental health issues as highly emotional, mentally weak, crazy or even naturally violent, and we stay away from them,"" he said.While campaigns to raise awareness of mental health issues and platforms for those facing such issues to share their experiences are both important and should continue, it is also important to go further, Dr Wan Rizal said.Speaking during an adjournment motion, the MP suggested that mental health literacy programmes be made mandatory in schools and institutes of higher learning (IHLs). Students would then be able to identify symptoms of mental health problems and be equipped to take steps to address such symptoms.He said digital literacy for children is also important, given the impact of social media on youth mental health.While social media is an important socialising tool, one clear negative effect of its advent is cyber bullying. Dr Wan Rizal said it is not feasible to legislate against cyber bullying, but digital literacy programmes for children might lead future generations of social media users to be more discerning and more open to upholding an ""unwritten code of conduct"".Access to places in the community where people can seek help can also be improved, he added.""The Community Mental Health Programme by the Ministry of Health must continue to expand. With 20 polyclinics and over 1,700 GP clinics in Singapore but only 14 polyclinics and about 200 GPs in the programme, the touch points currently may not be enough.""He also suggested that clinics, schools, IHLs and workplaces provide regular mental health screenings, similar to physical health screenings. Mental health ""time-outs"" could be introduced in schools and workplaces to let individuals take a break and recharge.Students should also be allowed to take ""mental health day"" absences, Dr Wan Rizal said, and the Manpower Ministry can legislate a ""right to disconnect"" for workplaces, as proposed by Mr Melvin Yong (Radin Mas) in August.In response, Parliamentary Secretary for Social and Family Development and Culture, Community and Youth Eric Chua said the Education Ministry (MOE) is working to incorporate social and emotional skills and resilience in the school curriculum, including an enhanced character and citizenship education syllabus featuring mental health education to be rolled out next year.Mr Chua said the inter-agency Covid-19 Mental Wellness Task Force will provide a coordinated response to the mental health needs of Singaporeans arising from the Covid-19 pandemic.""The Government is firmly committed to work with partners in the private and public sectors, not only in eradicating stigma associated with mental health conditions but also ensuring that mental health issues remain front and centre in our collective social consciousness,"" he said.",True
32,https://www.straitstimes.com/singapore/burden-and-blessing-to-be-city-in-nature-desmond-lee,Burden and blessing for Singapore to be city in nature: Desmond Lee,"Mar 27, 2021","SINGAPORE - Like no other country, Singapore carries both the burden and the blessing of having greenery and nature reserves in the midst of one of the densest cities in the world.This is why the Republic must continue protecting its green spaces, said National Development Minister Desmond Lee on Saturday (March 27).And it's why the Government is pushing for a vision of a city-in-nature - not in spite of, but because of the greater developmental pressures of today.Mr Lee was speaking at the launch of a book of essays by 20 prominent individuals aged 60 to 79, who were also participants in a Nature and Mindful Awareness Study (Namas) by the National University Health System's (NUHS) Mind Science Centre.Namas is based on the idea that a mindful walk in greenery and nature can benefit mental, physical and social health.And Mr Lee stressed on the need to protect nature so that Singapore's future generations can experience that thrill and spectacle of nature, even in a bustling city like ours.He said: ""Beyond the ecological explanations of connectivity and diversity, (it) is to enable Singaporeans to benefit from the therapeutic balm that nature offers to our minds, to our spirit, and to our being.""The 320-page book, titled Profiles in Resilience: Reflections in the Time of Covid-19, was edited by former Speaker of Parliament Abdullah Tarmugi and mental health doyen Kua Ee Heok.Writers include former Auditor-General Lim Soo Ping and ex-MP Hong Hai, with a foreword by Ambassador-At-Large Tommy Koh.
Ambassador-At-Large Tommy Koh speaking at the event at Goodwood Park Hotel on March 27, 2021. ST PHOTO: CHONG JUN LIANG
Addressing a hybrid event of 50 in-person attendees at Goodwood Park Hotel and some 300 online viewers, Professor Koh noted that one challenge facing Singapore was how to reconcile the imperative of development with that of sustainability and protecting the environment.Mr Lee acknowledged this and outlined the challenges in charting Singapore's land use as spanning the needs in housing, recreation, public health, active ageing, education and more.Hence the need for continued conversations with Singaporeans on balancing these needs and ultimately, ensuring that the most precious biodiversity and habitats continue to thrive, he said.Mr Lee, who is also minister-in-charge of social services integration, also said the Government must continue to support the mental well-being of Singaporeans, especially with the Covid-19 pandemic taking an emotional and psychological toll on many.He said the National Care Hotline has managed over 40,000 calls since it was set up by the health and social and family development ministries in April.The hotline provides a listening ear to help Singaporeans cope with the stress and anxiety brought on by the pandemic. Many of these calls resulted in follow-up action and interventions, said Mr Lee.He also stressed the need to go beyond state-led efforts to have a much bigger impact.He said: ""The Government can bring people together and provide support and resources, but it is often the community itself that best understands what the real needs are on the ground, and how these can be addressed.""The Youth Mental Well-Being Network formed in February last year, for one thing, has attracted over 1,000 sign-ups from the community and members have come up with some 30 potential projects so far.""All of us continue to grapple with an uncertain future,"" said Mr Lee. ""We need to support each other to get through this difficult time.""• Profiles in Resilience: Reflections in the Time of Covid-19 is available at major bookstores at $40.",True
33,https://www.straitstimes.com/singapore/health/what-defines-the-soul-of-singapore-ips-forum-panelists-say-culture-community-and-a,"What defines the soul of Singapore? IPS forum panelists say culture, community and a spirit of solidarity","Jan 14, 2021","SINGAPORE - The coronavirus pandemic presents a chance to build a new narrative for Singapore, as the search continues for exactly what defines the soul of the nation, said panellists at a Singapore Perspectives forum on Thursday (Jan 14).Culture, community and solidarity were the varying responses from experts across the fields of arts, media, sport and mental health, when asked to describe the essence of Singapore at the annual flagship event organised by the Institute of Policy Studies.For veteran actor and former Nominated MP Janice Koh, the answer is shared memories.She also noted that one silver lining of the coronavirus situation was a chance to hit the reset button on the Singapore story.""We've been living with narratives about our nation-building that are post-colonial, post-1965,"" she said.""We can now forge a new narrative that resonates with the younger generation of Singaporeans. They have a chance to to write that as their struggle, as how they have built resilience and fortitude in this time.""Ms Koh added that the soul of Singapore could be captured in the way Singaporeans make sense of their collective experience and past perceptions of both the landscape and of living together.""It is where we feel most at home, that we are closest to in our hearts,"" she said.Professor Audrey Yue, who heads the department of communications and new media at the National University of Singapore's Faculty of Arts and Social Sciences, offered a definition centred on both traditional and everyday culture.""Singapore is a land of old and new migrants. Through our ancestors... we continue to maintain traditional cultures, but also mix them with new practices and meanings,"" she said. ""This is important to the essence of who we are as a rich multicultural nation with diverse ethnic groups.""Everyday culture, on the other hand, is manifested through the likes of shared family values and language. ""For example, Singlish is quintessentially Singaporean - it is the soul of the nation, in a way,"" said Prof Yue.For Dr Munidasa Winslow, a psychiatrist and chief executive of Promises Healthcare, a clinic focused on mental health and addictions, the answer lies in a sense of community.""We saw that during Covid-19. Within the first few weeks of the lockdown, psychologists, various ministries started putting together teams manning hotlines for anybody who needed to just call and talk about their feelings,"" he said. ""You can feel that whatever crisis comes at us, we're going to get through it.""An outside view was shared by Mr Asahi Takano, partner and Asia-Pacific head at Portas Consulting, a global management consultancy that promotes sport and physical activity.""One of the things that always struck me in Singapore is going into shops and trying to buy something, and an auntie or uncle in that shop would actually dissuade you because it's cheaper (at a shop) down the road,"" he said.""It's something I've not come across in many places and to me, that hints at a certain Singaporean notion of solidarity - this idea of looking after each other and not wanting any of us to get ripped off.""Added Mr Takano, who was born in Japan and raised in Britain: ""That cuts to a lot of the things that Singapore is renowned for, in terms of multiculturalism and the focus on well-being and equality across society.""",True
34,https://www.straitstimes.com/singapore/health/more-seek-help-for-mental-health-issues-amid-pandemic,More in Singapore seek help for mental health issues amid Covid-19 pandemic,"Oct 09, 2020","More people in Singapore have been seeking help for mental health issues amid the Covid-19 outbreak.Ahead of World Mental Health Day today, The Straits Times spoke to more than a dozen mental health clinicians and service providers from the public, private and community sectors.Most of them said there has been a significant rise in the number of help-seekers across different age groups.Mr Asher Low, executive director of Limitless, a non-profit organisation that deals with youth mental health, said the organisation has seen over 250 new clients seeking help so far this year - 13 more than the number of new clients for the whole of last year.""Quite a number of our existing clients deteriorated because they lost access to coping activities and social support, or were stuck at home in an unconducive environment, such as (one with) poor family relationships or abusive parents,"" he said.But it is not just the young whose mental well-being has suffered due to the pandemic.O'Joy, a voluntary welfare organisation looking after the mental health of seniors, saw a 26 per cent increase in the number of clients in August and last month compared with the same period last year.O'Joy clinical director Teo Puay Leng said seniors who are still working may be anxious about losing their jobs and being unable to find another one in the current economic climate, while others are affected by their loved ones getting retrenched.Those who are used to taking part in outdoor activities have also become anxious as they have had to stay home on their own, she said.Meanwhile, Samaritans of Singapore - which focuses on suicide prevention - received 26,460 calls for help from January to August this year, up from 21,429 in the same period the year before.Chief executive Gasper Tan said callers sought help for issues arising from the economic impact of Covid-19, stress from having to adapt to telecommuting and home-based learning, and social relationships affected by the virus situation.National Care Hotline: 1800-202-6868Samaritans of Singapore: 1800-221-4444Singapore Association for Mental Health: 1800-283-7019Institute of Mental Health's Mobile Crisis Service: 6389-2222Care Corner Counselling Centre (Mandarin): 1800-353-5800Silver Ribbon: 6386-1928Tinkle Friend: 1800-274-4788While the number of help-seekers for mental health issues was up at public hospitals such as Alexandra Hospital and Ng Teng Fong General Hospital, polyclinics under SingHealth Polyclinics (SHP) and National University Polyclinics (NUP) saw no significant increase in help-seekers.The clinical lead for SHP's Mental Health Workgroup, Dr David Koot, noted that there was an overall drop in patient attendance at SHP during the circuit breaker period, possibly due to the fear of contracting Covid-19 at a polyclinic.Likewise, Dr Benjamin Cheah, a family physician at NUP's Jurong Polyclinic, said that safe distancing measures could have led to people seeking help from helplines such as the National Care Hotline instead.He added that NUP's psychologists conducted teleconsultations, whenever possible.Teleconsultation was also introduced by the National Healthcare Group Polyclinics, which saw a 10 per cent increase in patients seeking treatment for mental health conditions in the first half of this year.Dr Wong Mei Yin, principal psychologist at Ang Mo Kio Polyclinic, said that this allowed patients to better manage their conditions ""from the safety and convenience of their homes"".While this may be true for some, Ms Lee Yi Ping, senior case manager and team leader at the Institute of Mental Health's (IMH) Community Health Assessment Team, pointed out that for others, home is not a safe space.She advised those caught in such a situation to step out of their house for a short while to contact their service provider and work out a suitable arrangement.Dr Geraldine Tan, director and principal psychologist at The Therapy Room, saw a 15 per cent increase in clients this year. She noted that the pandemic had not only caused mental health issues in people who previously had none, but also exacerbated pre-existing conditions.A similar mix of old and new help-seekers was observed by Dr Marcus Tan, consultant psychiatrist at Healthway Medical's Nobel Psychological Wellness Centre. He saw a 25 per cent to 30 per cent increase in patients.But it is not all doom and gloom.Ms Joy Hou, principal psychologist at EmpathyWorks Psychological Wellness, who saw an almost 20 per cent increase in clients, said that while the increase may be in part due to Covid-19 taking its toll, it could also point to greater awareness of mental health issues and reduced stigma in seeking professional help.IMH senior consultant Jimmy Lee echoed the sentiment by saying that the increase in help-seeking behaviour during this period is ""a good thing"".Dr Lee said that the crisis has resulted in various mental health organisations coming up with new initiatives such as virtual seminars, new helplines being set up, and people learning to identify and help those in distress.""I think this is a good opportunity... People are concerned about the mental health needs of various aspects of the population,"" he said.",True
35,https://www.straitstimes.com/singapore/courts-crime/court-strips-womans-power-granted-under-fathers-lpa-after-she-took-money-from,Court strips woman's power granted under father's LPA after she took money from his business account,"Jan 24, 2021","SINGAPORE - A woman succeeded in a court appeal to oust her elder sister, who meddled with their mentally incapacitated father's business, from jointly and severally managing his property and affairs.This is believed to be the first such reported case under the Mental Capacity Act (MCA) - which was introduced in 2008 - of a co-donee being stripped of powers under a Lasting Power of Attorney (LPA), after acting against the best interest of the person making the LPA.Two sisters had been appointed in June 2017 as donees in an LPA executed by their elderly father that granted them powers to act jointly and severally in his personal welfare, and his property and affairs.This meant that in the event that the man (the donor) lost his mental capacity, his two daughters, X and Y, could make decisions independently concerning his assets and finances, and his health and medical care - without the consent or knowledge of the other.Shortly after executing the LPA, the man - a funeral parlour owner - suffered a stroke in July 2017, which left him mentally impaired.A few months later, X discovered that her elder sister, Y, was not properly accounting for the funeral parlour's business income, and substantial sums of monies were unaccounted for.An employee also informed X that Y had taken their father to a law firm to execute legal documents, which transferred his interests in the company to Y, converting it to a private limited company and appointing her as its director and sole shareholder.X took Y to court over these matters, seeking a revocation of her elder sister's powers under their father's LPA, and to stop Y from doing business under the converted company and using any monies from his account.A family justice court ordered in 2019 that the original company, of which the father was the sole proprietor, be reinstated.While finding Y's conduct ""egregious"", the judge did not revoke her powers under the LPA as donee.Instead, the court ordered the two sisters to work together in managing the business.The judge adjusted their powers as donees with regard to the funeral parlour, requiring that any business decisions be made only with written consent.Y was allowed to retain powers in terms of her father's other financial affairs, as the complaint was only in the realm of the father's business.On appeal to the Family Division of the High Court, X's lawyers from Jacque Law argued that under the MCA, the court does not have the power to modify donee powers and re-write the terms of the LPA on the donor's behalf. There are also no precedent cases where a court has done so, they added.""We argued that, under the MCA, it is for the court to either revoke or decline to revoke an errant donee's powers. The court does not have the power to modify an errant donee's powers,"" said the firm, in a post about the case on its website.High Court Justice Debbie Ong last month found there was sufficient ground to revoke Y's powers to manage her father's property and affairs, in order to protect the donor's best interests. The judge, however, allowed her to remain as the donee in matters relating to her father's personal welfare.Justice Ong did not find it necessary to decide on whether the court indeed has the judicial power to modify a donee's powers or not, as she found that a modification would not be appropriate based on the facts of the case, according to the firm's post.Jacque Law managing director Jacqueline Chua said: ""Although it has been 10 years since the MCA has come into force, the law on mental capacity remains a developing area of practice. Our client believes the decision is in the best interests of their father.""",True
