,text,lab_final,tags
18,I’m scared that if I get married my husband will try to put a hit out on me,DV_STORY,[]
19,Why is @johnrobertsFox still saying a man took fish cleaner &amp; died bc the @POTUS said hydrochloroquin will help with covid. HIS WIFE WAS ARRESTED FOR POISONING HIM! He didn't drink it bc of the president. His wife used it to kill him &amp; blame the president.,DV_OPINION_INFO_NEWS,"[<PER-span (3): ""@johnrobertsFox"">]"
20,God help us... pray for this baby at the Burn Center... don't we still have #safehaven laws? Mother accused of intentionally setting car on fire with toddler inside https://wvah.com/news/nation-world/mother-accused-of-intentionally-setting-car-on-fire-with-toddle-inside,DV_OPINION_INFO_NEWS,"[<PER-span (1): ""God"">, <LOC-span (10,11): ""Burn Center..."">]"
21,HORRIBLE: Police in South Carolina say a mother tried to kill her 14-month-old son by setting her car on fire. Bystanders managed to rescue the toddler from the burning vehicle. The little boy suffered extensive burns and is in critical condition. https://bit.ly/2LI2Tne pic.twitter.com/0j8PgYjqd8,DV_OPINION_INFO_NEWS,"[<LOC-span (4,5): ""South Carolina"">]"
22,Police: Woman tried to kill 14-month-old son by setting car on fire https://bit.ly/3bGlRpa,DV_OPINION_INFO_NEWS,[]
23,Police have charged a woman with trying to kill her 14-month-old son by setting her car on fire. https://bit.ly/2zcaFDt,DV_OPINION_INFO_NEWS,[]
24,"An 18-year-old man was arrested for allegedly stabbing a relative with a kitchen knife at a home in Redwood City Saturday afternoon, causing life-threatening injuries, according to police. https://www.smdailyjournal.com/news/local/man-18-arrested-for-stabbing-relative-in-redwood-city/article_8e1a4e16-9972-11ea-92fd-6f71f9f18649.html#utm_campaign=blox&amp;utm_source=twitter&amp;utm_medium=social",DV_OPINION_INFO_NEWS,"[<LOC-span (19,20): ""Redwood City"">]"
25,"Woman tried to kill son by setting car on fire, South Carolina police say https://www.wxii12.com/article/south-carolina-mother-accused-of-intentionally-setting-fire-to-car-with-child-inside-police-say/32586177?utm_campaign=snd-autopilot",DV_OPINION_INFO_NEWS,"[<LOC-span (11,12): ""South Carolina"">]"
26,Police: Woman tried to kill son by setting car on fire https://www.fox29.com/news/police-woman-tried-to-kill-son-by-setting-car-on-fire,DV_OPINION_INFO_NEWS,[]
27,"Do not give bail to this horrible Father trying to kill his son! Pennsylvania man tried to set 4-year-old on fire, burn 'demon' out of him, police say https://www.foxnews.com/us/pennsylvania-demon-light-fire-burn-man-arrested-child-gasoline-police-johnstown",DV_OPINION_INFO_NEWS,"[<LOC-span (14): ""Pennsylvania"">]"
28,Police: Woman tried to kill 14-month-old son by setting car on fire. https://bit.ly/36cYKkE,DV_OPINION_INFO_NEWS,[]
29,Police in South Carolina’s capital city say a woman tried to kill her 14-month-old son by setting her car on fire. https://www.wspa.com/news/top-stories/s-c-police-woman-tried-to-kill-son-by-setting-car-on-fire/?utm_medium=social&amp;utm_source=twitter_WSPA7,DV_OPINION_INFO_NEWS,"[<LOC-span (3,4): ""South Carolina’s"">]"
30,"Last summer I got a job without telling my husband. He used to talk me out of working or scream at me that I needed to get a full time job or keep the house clean. I found out that position is being eliminated. I am sad, but he’s not here to cut me down so I applied for a new one",DV_STORY,[]
31,One guys parents lived in that house and they died in the house. The son some years later hung himself from the ceiling fan now this man has killed his family and himself. Smh burn that house to the ground because it’s clearly possessed and 7 spirits float through there now.,DV_STORY,[]
32,Thailand’s Criminal Code provides marital immunity for sex w/ girls under 15 &amp; allows a rapist of a girl age 13-15 to escape punishment by marrying the victim. Join me &amp; @EqualityNow &amp; call on Thailand to #EndSexualViolence http://act.newmode.social/636940263t #WordsAndDeeds #Beijing25,DV_OPINION_INFO_NEWS,"[<MISC-span (1,2,3): ""Thailand’s Criminal Code"">, <LOC-span (36): ""Thailand"">]"
33,Thailand’s Criminal Code provides marital immunity for sex w/ girls under 15 &amp; allows a rapist of a girl age 13-15 to escape punishment by marrying the victim. Join me &amp; @EqualityNow &amp; call on Thailand to #EndSexualViolence http://act.newmode.social/636898265t #WordsAndDeeds #Beijing25,DV_OPINION_INFO_NEWS,"[<MISC-span (1,2,3): ""Thailand’s Criminal Code"">, <LOC-span (36): ""Thailand"">]"
34,"Meanwhile in USA A mother left her toddler in their car, covered him in fuel, set him alight and then stood watching him burn, police say. Caylin Allise Watson is accused of trying to kill her 14 month-old son Kairon after stopping her car along a busy road in South Carolina.. pic.twitter.com/IpYkzsiG5N",DV_OPINION_INFO_NEWS,"[<LOC-span (3): ""USA"">, <PER-span (27,28,29): ""Caylin Allise Watson"">, <PER-span (40): ""Kairon"">, <LOC-span (50,51): ""South Carolina.."">]"
35,Police: Woman tried to kill son by setting car on fire https://www.fox5atlanta.com/news/police-woman-tried-to-kill-son-by-setting-car-on-fire,DV_OPINION_INFO_NEWS,[]
36,"A Jacksonville Sheriff’s Office records coordinator is behind bars after her arrest on child neglect, following her husband’s booking on multiple child sex charges, police said. https://www.jacksonville.com/news/20200519/sheriffs-office-employee-accused-of-neglect-after-husband-jailed-on-child-sex-charges?utm_source=twitter&amp;utm_medium=Social&amp;utm_campaign=ghf-jax-main",DV_OPINION_INFO_NEWS,"[<ORG-span (2,3,4): ""Jacksonville Sheriff’s Office"">]"
37,"Mother tried to kill 14-month-old son by setting car on fire, South Carolina police say https://bit.ly/3bNfn7T",DV_OPINION_INFO_NEWS,"[<LOC-span (12,13): ""South Carolina"">]"
38,The man shot by Belton police on Sunday allegedly called 911 threatening to kill his mother and said he wanted to die. The mom was outside when police arrived. Officers forced their way into suspect's bedroom where they found him with machete. https://www.kansascity.com/news/local/crime/article242836716.html,DV_OPINION_INFO_NEWS,"[<LOC-span (5): ""Belton"">]"
39,"Mother tried to kill 14-month-old son by setting car on fire, South Carolina police say https://www.fox5dc.com/news/mother-tried-to-kill-14-month-old-son-by-setting-car-on-fire-south-carolina-police-say",DV_OPINION_INFO_NEWS,"[<LOC-span (12,13): ""South Carolina"">]"
40,Police said a South Carolina woman tried to kill her 14-month-old son by setting her car on fire. https://www.wnem.com/news/us_world_news/mom-accused-of-setting-car-on-fire-with-14-month-old-son-inside/article_bb207cb1-c77d-5e66-bf96-d9b208484615.html,DV_OPINION_INFO_NEWS,"[<LOC-span (4,5): ""South Carolina"">]"
41,Police: Mother used accelerant to burn car with toddler inside. https://bit.ly/36ezSJn pic.twitter.com/l47rl5x42w,DV_OPINION_INFO_NEWS,[]
42,"""I can't think of any sane person doing this, especially to a child."" A 14-month-old boy was critically injured after police in South Carolina say his mother intentionally set her car on fire, knowing he would be trapped inside. https://newschannel9.com/news/nation-world/family-describes-14-month-old-left-in-burning-car-as-an-amazing-child",DV_OPINION_INFO_NEWS,"[<LOC-span (23,24): ""South Carolina"">]"
43,I keep waking up exhausted and in pain from sleeping poorly from the pain and then I always end up on the brink of toddler who needs a nap tears all morning ...so yeah I almost just cried bc I dont have a husband to help me bathe to keep my bandage clean even tho I dont want that,DV_STORY,[]
44,"If my BM wants to date or marry, and that man wants to respectfully help raise my son cool...Just never, ever, never, ever, (did I say never) try to physical manage or discipline my child (spanking, ect) cause I’m his Dad and I’ll pull up and beat the shit out cha’",DV_STORY,"[<ORG-span (3): ""BM"">, <PER-span (39): ""I’m"">, <PER-span (41): ""Dad"">, <PER-span (43): ""I’ll"">]"
45,omf did they just kill the son? i’m so scared. he was so hopeful #parasitemovie,DV_STORY,[]
46,"I mean, if Vicki Gunvalson and Tamra Barney can get Gretchen Rossi so drunk to not fight back when Tamra sends her son Ryan to have sex with her...",DV_STORY,"[<PER-span (4,5): ""Vicki Gunvalson"">, <PER-span (7,8): ""Tamra Barney"">, <PER-span (11,12): ""Gretchen Rossi"">, <PER-span (20): ""Tamra"">, <PER-span (24): ""Ryan"">]"
47,"The “man” that hit my brother and his friends in December the night before his wedding, killing his wife’s bestfriend was FINALLY charged with vehicular homicide with charges of dui manslaughter... The man was speeding,drunk, and on drugs why the FUCK did it take them so long?",DV_OPINION_ADVOCATE,[]
48,My nigga stupid thinking he can have me on gunpoint and making his daughter cry and run off. Shit you didn’t even have the balls to pull a trigger but can run off like a bitch. I wasn’t scared of your dumb ass cuz I knew you weren’t gonna shoot,DV_STORY,[]
49,"Had a dream last night that continued after waking up twice! In it, I was planning w/ a friend to escape an evil mother figure who was going to kill us. The plan had to be elaborate over a period of days. A waitress was helping by hiding our clothes in her car.",DV_STORY,[]
50,HORRIBLE: Police in South Carolina say a mother tried to kill her 14-month-old son by setting her car on fire. Bystanders managed to rescue the toddler from the burning vehicle. The little boy suffered extensive burns and is in critical condition. https://bit.ly/2ZiFHEo,DV_OPINION_INFO_NEWS,"[<LOC-span (4,5): ""South Carolina"">]"
51,Police in South Carolina's capital city have charged a woman with trying to kill her 14-month-old son by setting her car on fire.​ https://www.fox26houston.com/news/police-woman-tried-to-kill-son-by-setting-car-on-fire?taid=5ec40279fd929f0001f0cd61&amp;utm_campaign=trueanthem&amp;utm_medium=trueanthem&amp;utm_source=twitter,DV_OPINION_INFO_NEWS,"[<LOC-span (3,4): ""South Carolina's"">]"
52,i wanna do that video where you hit your boyfriend in the face w your purse but im scared,DV_STORY,[]
53,Oh shit her husband was never killed they tricked her ass . She hired someone to kill her husband and she hired a undercover police. They made a fake crime scene and set her ass up,DV_OPINION_DENIER,[]
54,i will never forgive whoever invented the hit-ur-boyfriend-in-the-face-and-gaslight-him tiktok trend. are u Dumb? are u Fucking Dumb? are u That Bored? i hope ur boyfriends all leave u,DV_OPINION_INFO_NEWS,[]
55,I had a dream last night that my ex boyfriend was chasing me around my grandmas house with a knife because I called him out for lying to me I hate this for me,DV_STORY,[]
56,"me, at my dog, after breaking a line of code and being unable to find it: loki i need you to kill your mother roommate: yes loki, activate, this is what you trained for",DV_STORY,[]
57,"“The first time Jessica Martel tried to leave her partner, he hit her. The last time she tried to leave, he killed her.” — @mollyhayes reports on one family’s response after their daughter was killed by her partner. https://www.theglobeandmail.com/canada/article-alberta-mom-fulfills-dream-of-opening-shelter-to-honour-daughter/",DV_STORY,"[<PER-span (4,5): ""Jessica Martel"">]"
58,"Her brother hit her. She died of a closed head wound. The rest was staged by father. I heard BR on the first recording of Patsy's call to police.....then never again. If she was sexually assaulted, it was BR.",DV_STORY,"[<PER-span (26): ""Patsy's"">]"
59,I don't know why all of a sudden I need help because I got choked out and I got injured. Tell your fucking son he needs help,DV_STORY,[]
60,HELP MY HUSBAND IS TRYING TO KILL ME,DV_STORY,[]
61,"A video of a young lady who killed her one-year old daughter has gone viral. All I see is a new mum with little support begging for help. I see pain, rejection and possibly mental illness. Has she been convicted? Has she been sentenced? Has she had a mental health assessment?",DV_OPINION_INFO_NEWS,[]
62,for you to chase the daughter back in the house and kill her you had to be one sick mf,DV_STORY,[]
63,S.C. police: Woman tried to kill son by setting car on fire https://www.wspa.com/news/top-stories/s-c-police-woman-tried-to-kill-son-by-setting-car-on-fire/?utm_campaign=snd-autopilot&amp;utm_medium=social&amp;utm_source=twitter_CabbageTV,DV_OPINION_INFO_NEWS,"[<LOC-span (1): ""S.C."">]"
64,Drunk driving mum jailed for crash that injured son https://ift.tt/2ZgZu75,DV_OPINION_INFO_NEWS,[]
65,You can be rest assured the issue will not be investigated. My mother was murdered by her white boyfriend. He then bribed hospital &amp; local police in Marondera. Police burn’t all documents relating to her death! They recorded the death as suspicious still no investigation done,DV_STORY,"[<LOC-span (28): ""Marondera."">]"
66,"Some lady was at my house earlier which I would complain about to my mom bc quarantine but she was getting away from her boyfriend after he fucking hit her,, and her family came here and argued with her about going to rehab???? Shits crazy",DV_STORY,[]
67,"28 dead PEOPLE in my county from covid. i happen to know two of them, (as far as i know, could be more) susan was a good person, who understood family and heart. taking in her sisters children after the dad was found assaulting my friend and the mother tried to burn the house ..",DV_STORY,[]
68,Police in South Carolina’s capital city say a woman tried to kill her 14-month-old son by setting her car on fire. https://www.wspa.com/news/top-stories/s-c-police-woman-tried-to-kill-son-by-setting-car-on-fire/?utm_medium=social&amp;utm_source=twitter_WSPA7 via WSPA7,DV_OPINION_INFO_NEWS,"[<LOC-span (3,4): ""South Carolina’s"">]"
69,Police in South Carolina's capital city have charged a woman with trying to kill her 14-month-old son by setting her car on fire.​ https://www.fox32chicago.com/news/police-woman-tried-to-kill-son-by-setting-car-on-fire?taid=5ec38777aa4703000103bbf6&amp;utm_campaign=trueanthem&amp;utm_medium=trueanthem&amp;utm_source=twitter,DV_OPINION_INFO_NEWS,"[<LOC-span (3,4): ""South Carolina's"">]"
70,"#savethechildren Mom arrested for trying to kill 4-year-old daughter and 2-year-old son, Fife police say https://www.thenewstribune.com/news/local/crime/article242805991.html",DV_OPINION_INFO_NEWS,"[<LOC-span (13): ""Fife"">]"
71,"This is in S.Carolina, today a mother in Fife, WA tried to kill one of hers but phoned police before she attempted the other one. ALL INSURANCE need to cover MENTAL HEALTH care! Med. 4 All does! - https://komonews.com/news/nation-world/gallery/mother-accused-of-intentionally-setting-car-on-fire-with-toddle-inside",DV_OPINION_INFO_NEWS,"[<LOC-span (4): ""S.Carolina,"">, <LOC-span (9,10): ""Fife, WA"">]"
72,We have the dumbest white-trash neighbors that scream at each other and at their dogs nonstop. And somehow they've named their dogs [@Surfin_Son's given name] and [name we want to name a future daughter ] How is that even possible??? The only solution is sell our house &amp; move. pic.twitter.com/aOiPvH8gST,DV_STORY,[]
73,An 18-year-old was arrested after allegedly stabbing a relative in the abdomen with a kitchen knife at a Redwood City home Saturday. Police recovered a knife. https://sfbayca.com/2020/05/18/police-arrest-18-year-old-accused-of-stabbing-relative-with-kitchen-knife/ via @SFBay pic.twitter.com/9zVBjpBO4R,DV_OPINION_INFO_NEWS,"[<LOC-span (19,20): ""Redwood City"">]"
74,Police: Woman tried to kill son by setting car on fire https://fox5ny.com/news/police-woman-tried-to-kill-son-by-setting-car-on-fire,DV_OPINION_INFO_NEWS,[]
75,"LOVE my new mugs from theclayspotalbany Did Carole kill her husband? Yes she did. But he had it comin' (cue Chicago number). Does Joe deserve to be in jail? Maybe, but free my boy. Also RIP Travis and your golden… https://www.instagram.com/p/CAVo6n2BpQF/?igshid=1g5wbhkdjptjg",DV_OPINION_INFO_NEWS,"[<PER-span (8): ""Carole"">, <LOC-span (21): ""Chicago"">, <PER-span (24): ""Joe"">]"
76,"Update: I will never understand how someone can kill their child. If the older child wasn’t able to escape, this could’ve ended with two innocent children lost. Praying for this father &amp; son.",DV_OPINION_ADVOCATE,[]
77,"""My mother was a professional sick person she took a lot of pain pills. There are many people like that. It's just how they are used to getting attention. I always remember she's the daughter of alcoholics who'd leave her"" -Jim Carrey #quotes",DV_OPINION_ADVOCATE,"[<PER-span (41,42): ""-Jim Carrey"">]"
78,"Mom arrested for trying to kill 4-year-old daughter and 2-year-old son, Fife police say https://www.thenewstribune.com/news/local/crime/article242805991.html",DV_OPINION_INFO_NEWS,"[<LOC-span (12): ""Fife"">]"
79,What was a time you were scared — When I was a teenager we were under police protection because our cousin’s ex boyfriend was threatening to kill us. He was an unstable ex con who blamed us for their breakup and had shot up her pl… https://curiouscat.qa/torriangray/post/1099360318,DV_STORY,[]
80,"Vlad was starting to choke on his own blood, narrowing his eyes at Drew angrily. “You’re too late! What’s wrong? Scared I’m going to kill your mother again?”",DV_STORY,"[<PER-span (1): ""Vlad"">, <PER-span (14): ""Drew"">]"
81,"A woman woke up to find her teen son allegedly stabbing her with a kitchen knife in one incident, Las Vegas police say. https://bit.ly/3fYRptJ",DV_OPINION_INFO_NEWS,"[<LOC-span (20,21): ""Las Vegas"">]"
82,"Las Vegas police are investigating two separate stabbing incidents overnight that left two injured, including a mother who was attacked by her son https://www.reviewjournal.com/crime/stabbings/2-injured-in-separate-overnight-las-vegas-stabbings-2030500/",DV_OPINION_INFO_NEWS,"[<LOC-span (1,2): ""Las Vegas"">]"
83,"Beating your wife is halal, having sex with little girls is halal, cutting people's hands off for stealing is halal, killing people who leave your religion is halal but Music is haram. Islam is the motherlode of bad ideas.",DV_OPINION_DENIER,"[<MISC-span (33): ""Islam"">]"
84,"my mother really give me up to the police then try to choke kill me before them come for me... sick ya, I hate my dreams sometimes",DV_STORY,[]
85,Wow powerful. Saying this from one who lost my son a few ago. He killed him self. I could not get to him to help save him. Pain never goes away. Night are long but with Gods help I can talk about him with out crying . God bless you. Last words he said is I love you mommy.,DV_STORY,"[<PER-span (28): ""Pain"">, <PER-span (37): ""Gods"">, <PER-span (48): ""God"">]"
86,"alana wake up and let me tell you about my dream where big ed was a cold blooded murderer who broke into my house at night once, killed megan fox’s ex boyfriend, and tried to kill me n my family both while we were sleeping and in a cardi’s mattress store.",DV_OPINION_INFO_NEWS,"[<PER-span (1): ""alana"">]"
87,Police arrests mother for turning underage daughter into a sex worker https://nilepost.co.ug/2020/05/18/police-arrests-mother-for-turning-underage-daughter-into-a-sex-worker/ via @nilepostnews @nbstv,DV_OPINION_INFO_NEWS,[]
88,"#Madness Tharaka South Police Commander Kiprop Rutto said the suspect from Kamatungu first inserted pepper, salt and onions in his wife’s private parts using a sharp knife before applying superglue mixed with sand to ‘seal’ it off. https://www.nation.co.ke/counties/tharaka-nithi/man-seals-wife-genitals-with-superglue/3370192-5555698-view-asAMP-dwehn5/index.html?__twitter_impression=true",DV_OPINION_INFO_NEWS,"[<ORG-span (1,2,3,4): ""#Madness Tharaka South Police"">, <PER-span (6,7): ""Kiprop Rutto"">, <PER-span (12): ""Kamatungu"">]"
89,"Imagine being quarantined with your abuser... if you suspect child abuse, please report! If you are a victim of family violence, please make the call for help in a safe manner.",DV_OPINION_ADVOCATE,[]
90,Thailand’s Criminal Code provides marital immunity for sex w/ girls under 15 &amp; allows a rapist of a girl age 13-15 to escape punishment by marrying the victim. Join me &amp; @EqualityNow &amp; call on Thailand to #EndSexualViolence http://act.newmode.social/636916915t #WordsAndDeeds #Beijing25,DV_OPINION_INFO_NEWS,"[<MISC-span (1,2,3): ""Thailand’s Criminal Code"">, <LOC-span (36): ""Thailand"">]"
91,"""Global law firm @HoganLovells partnered with the Network for Victim Recovery of DC to help protect the rights of those in the District who have suffered from crimes such as domestic violence, sexual assault, and stalking."" Read more: https://www.hoganlovells.com/en/news/hogan-lovells-assists-network-for-victim-recovery-of-dc-to-advocate-for-crime-victims-rights-during-covid-19",DV_OPINION_INFO_NEWS,"[<ORG-span (4): ""@HoganLovells"">, <ORG-span (8,9,10,11,12,13): ""Network for Victim Recovery of DC"">, <LOC-span (23): ""District"">]"
92,"""...spike in the number of Indigenous women who say they are facing more violent incidents since the pandemic began, often by an intimate partner... 1 in 5 reporting they've been a victim of physical or psychological violence over the past 3 months."" https://www.insauga.com/violence-against-indigenous-women-during-covid-19-sparks-calls-for-mmiwg-plan",DV_OPINION_INFO_NEWS,"[<MISC-span (6): ""Indigenous"">]"
93,Thailand’s Criminal Code provides marital immunity for sex w/ girls under 15 &amp; allows a rapist of a girl age 13-15 to escape punishment by marrying the victim. Join me &amp; @EqualityNow &amp; call on Thailand to #EndSexualViolence http://act.newmode.social/636907408t #WordsAndDeeds #Beijing25,DV_OPINION_INFO_NEWS,"[<MISC-span (1,2,3): ""Thailand’s Criminal Code"">, <LOC-span (36): ""Thailand"">]"
94,Thailand’s Criminal Code provides marital immunity for sex w/ girls under 15 &amp; allows a rapist of a girl age 13-15 to escape punishment by marrying the victim. Join me &amp; @EqualityNow &amp; call on Thailand to #EndSexualViolence http://act.newmode.social/636901302t #WordsAndDeeds #Beijing25,DV_OPINION_INFO_NEWS,"[<MISC-span (1,2,3): ""Thailand’s Criminal Code"">, <LOC-span (36): ""Thailand"">]"
95,Thailand’s Criminal Code provides marital immunity for sex w/ girls under 15 &amp; allows a rapist of a girl age 13-15 to escape punishment by marrying the victim. Join me &amp; @EqualityNow &amp; call on Thailand to #EndSexualViolence http://act.newmode.social/636904768t #WordsAndDeeds #Beijing25,DV_OPINION_INFO_NEWS,"[<MISC-span (1,2,3): ""Thailand’s Criminal Code"">, <LOC-span (36): ""Thailand"">]"
96,Thailand’s Criminal Code provides marital immunity for sex w/ girls under 15 &amp; allows a rapist of a girl age 13-15 to escape punishment by marrying the victim. Join me &amp; @EqualityNow &amp; call on Thailand to #EndSexualViolence http://act.newmode.social/636904377t #WordsAndDeeds #Beijing25,DV_OPINION_INFO_NEWS,"[<MISC-span (1,2,3): ""Thailand’s Criminal Code"">, <LOC-span (36): ""Thailand"">]"
97,"JBWS​ has reported domestic violence reports are down compared to last year. Lack of support, resources and ability to call for help puts victims at risk. Please share, print and hang this at local businesses. This may be the only opportunity a victim receives this information. pic.twitter.com/FpchxfEXaz",DV_OPINION_INFO_NEWS,"[<ORG-span (1): ""JBWS"">]"
98,Thailand’s Criminal Code provides marital immunity for sex w/ girls under 15 &amp; allows a rapist of a girl age 13-15 to escape punishment by marrying the victim. Join me &amp; @EqualityNow &amp; call on Thailand to #EndSexualViolence http://act.newmode.social/636897654t #WordsAndDeeds #Beijing25,DV_OPINION_INFO_NEWS,"[<MISC-span (1,2,3): ""Thailand’s Criminal Code"">, <LOC-span (36): ""Thailand"">]"
99,#MentalHealthWeek2020 Samaritans - @samaritans Mind - @MindCharity Cruse Bereavement - @CruseCare Action on Elder Abuse National Centre for Domestic Violence Respect- Men’s Advice Line - @RespectUK Childline Victim Support NSPCC - @NSPCC National Domestic Abuse Helpline pic.twitter.com/CnRQF29oQZ,DV_OPINION_INFO_NEWS,"[<ORG-span (4,5): ""@samaritans Mind"">, <ORG-span (14,15,16,17,18,19,20): ""Elder Abuse National Centre for Domestic Violence"">, <ORG-span (26,27,28,29,30): ""@RespectUK Childline Victim Support NSPCC"">, <ORG-span (32,33,34,35,36): ""@NSPCC National Domestic Abuse Helpline"">]"
100,Thailand’s Criminal Code provides marital immunity for sex w/ girls under 15 &amp; allows a rapist of a girl age 13-15 to escape punishment by marrying the victim. Join me &amp; @EqualityNow &amp; call on Thailand to #EndSexualViolence http://act.newmode.social/636890690t #WordsAndDeeds #Beijing25,DV_OPINION_INFO_NEWS,"[<MISC-span (1,2,3): ""Thailand’s Criminal Code"">, <LOC-span (36): ""Thailand"">]"
101,"If you are a victim of domestic abuse, please do not suffer in silence. You are not alone - help is out there and available 24/7",DV_OPINION_ADVOCATE,[]
102,New Twist: Why did he kill his Aunt? Police Investigation reveals New angle and Fresh details! #Chennai #Crime #Murder #TamilNadu https://www.behindwoods.com/news-shots/tamilnadu-news/new-twist-why-did-he-kill-his-aunt-police-reveal-new-details.html,DV_OPINION_INFO_NEWS,"[<ORG-span (8,9,10): ""Aunt? Police Investigation"">]"
103,Thailand’s Criminal Code provides marital immunity for sex w/ girls under 15 &amp; allows a rapist of a girl age 13-15 to escape punishment by marrying the victim. Join me &amp; @EqualityNow &amp; call on Thailand to #EndSexualViolence http://act.newmode.social/636876387t #WordsAndDeeds #Beijing25,DV_OPINION_INFO_NEWS,"[<MISC-span (1,2,3): ""Thailand’s Criminal Code"">, <LOC-span (36): ""Thailand"">]"
104,Thailand’s Criminal Code provides marital immunity for sex w/ girls under 15 &amp; allows a rapist of a girl age 13-15 to escape punishment by marrying the victim. Join me &amp; @EqualityNow &amp; call on Thailand to #EndSexualViolence http://act.newmode.social/636874130t #WordsAndDeeds #Beijing25,DV_OPINION_INFO_NEWS,"[<MISC-span (1,2,3): ""Thailand’s Criminal Code"">, <LOC-span (36): ""Thailand"">]"
105,"#Turkey #ViolenceAgainstWomen: Physical violence against #women has risen 80%, physiological abuse cases rose 93%, and calls to legal centers have declined because when the partner is in the same house, women cannot contact authorities to report abuses. https://www.hurriyetdailynews.com/neighbors-keep-vigilant-watch-over-domestic-violence-154893",DV_OPINION_INFO_NEWS,[]
