,content,category,label
26,Security Council for Women & Children: A 24 X 7 Centre to render justice to the Women &amp; Children who are victims of sexual harassment/other crime. Call: 9480 436700/936700,NON_D_VIOLENCE_DIRECTED,1
27,"Globally let's mitigate the impact of the Covid-19 crisis on women and girls, including on their access to sexual and reproductive health/rights, and protection from domestic and other forms of gender-based violence. Kalky",DV_OPINION_ADVOCATE,0
28,As per doctor Shailja medical report of so called accused was normal. It completely denies sexual assaults and harassment. #हिन्दू_संतों_पर_अत्याचार_कबतक pic.twitter.com/jxfArNYYFI,NON_D_VIOLENCE_DIRECTED,1
29,"@pinkurajak936 NO Rape, NO Sexual assault, NO evidence till date but still innocent Hindu Sant Shri Asharamji Bapu is in jail? Why this sheer Injustice? #हिन्दू_संतों_पर_अत्याचार_कबतक",NON_D_VIOLENCE_DIRECTED,1
30,"Please sir I promise that ...medical check up for rape or sex or sexual assault or COVID 19,coronavirus ..hidden or secret or hidden all words mean rape... If prove guilty of rape in medical check up I promise that I don't want trial and I will go direct jail and hung....",NON_D_VIOLENCE_DIRECTED,1
31,"Mr. Keshavanand Swamiji of Saurashtra (Gujarat) was sentenced to twelve years in jail for imposing a false charge of sexual abuse. He was proved innocent after serving seven years in jail, but did not appear in any newspaper. #हिन्दू_संतों_पर_अत्याचार_कबतक pic.twitter.com/9l44ef456Z",NON_D_VIOLENCE_DIRECTED,1
32,"And another fact that in Sant Shri Asharamji Bapu case NO rape, NO Sexual assault, NO evidence till date but still innocent Hindu Saint is in jail? Why this sheer Injustice? #हिन्दू_संतों_पर_अत्याचार_कबतक pic.twitter.com/IywjqhHRD2",NON_D_VIOLENCE_DIRECTED,1
33,"¿What i can do ? , Those sexual tensión come to me and make me feel #wet #wethairdontcare #wethairypussy #eskelathehuntress #eskela911 #skyprivate #mistery en Bangalore, India https://www.instagram.com/p/B_dymR1l_Bf/?igshid=ke3hmvx31x0t",NO_VIOLENCE,2
34,"I've always taken the position that even if this woman is telling the truth, and I don't question if she is, this will not change anything. No lawyer would say this is sexual assault unless he was being paid to say so.",NON_D_VIOLENCE_DIRECTED,1
35,There should be some sort of trigger warning on videos showing child sexual abuse. It is really difficult as a mother (and human) to stumble across something like this. I hope all these pedophiles f*cking rot in hell.,NON_D_VIOLENCE_DIRECTED,1
36,ate girl i know its all important that we must fight to cease the actions of a sexual predator but doing so in the expense of the victim's mental health is also not worth it. How dare you disrespect fellow women for choosing peace first. It's not a battle for everyone.,NON_D_VIOLENCE_DIRECTED,1
37,"In a street in Lahore, an other Incident of sexual violence and Child Abuse, another AssHole and Bastard has been caught by CCTV photage. Lets share it till the responsible Officials and stakeHolder wake up and put this beast behind the bars...!! #drNAS pic.twitter.com/qTOqzYmCpS",NON_D_VIOLENCE_DIRECTED,1
38,"Thank you, Philippine Department of Health @DOHgovph for highlighting the importance of maintaining essential sexual &amp; #reproductive health, #FamilyPlanning, #HIV/AIDS, #Gender-based violence services amid #COVID19, and supporting female frontliners https://www.facebook.com/UNFPAph/videos/708945956515388/?d=t&amp;vh=e",NON_D_VIOLENCE_DIRECTED,1
39,"Please sir I promise that I always show proof/logics exam and results list and he saw pass/winner/success and yours shows proof/logics COVID 19,coronavirus or sexual assault... Without proof any person can never suppress/dominate only pay marks sheets minimum Rs20,000crores",NO_VIOLENCE,2
40,"CW Sexual Violence This should really go without saying, but if you see people tweeting about their assault, do not - tell them what you think they need to do to “better protect themselves” - wish sexual violence on their attacker Neither comment is helpful #IWasBlamed",NON_D_VIOLENCE_DIRECTED,1
41,"Sexual and Reproductive health rights should be a priority every single day, more so during the covid 19 pandemic. In picture ""first batch of SRHR fellows of @AspenNewVoices from 3 continents, 8 countries. @BarefootCollege #srhrandcovid19 #srhrisessential #menstruationmatters pic.twitter.com/5xelFOJsVT",NO_VIOLENCE,2
42,Your sexual orientation drink. pic.twitter.com/mXG3d0WbPh – at Family Mart,NO_VIOLENCE,2
43,"Please sir I promise that I always show proof/logics exam and results list had published and he saw pass/winner/success proof that yours shows proof/logics COVID19,coronavirus or rape or sexual assault medical check up for these topics.Anytime or anywhere only need a venue letter",NON_D_VIOLENCE_DIRECTED,1
44,"He was actually asking to men of our society, who are the reason of violence and sexual abuse (not all men)",NON_D_VIOLENCE_DIRECTED,1
45,Ada part on sexual harassment where people tend to blame victim rather than the perpetrators. Society nowadyas pun macam ni. Victim blaming.,NON_D_VIOLENCE_DIRECTED,1
46,Prime proof of any rape case is the medical report. Here in case of Sant Shri Asharamji Bapu no physical or sexual assault proofs were found. Hymen was intact. Then Sentencing life imprisonment is absolutely unjustified. #TruthAwaitingJustice pic.twitter.com/zND81Ibubt,NON_D_VIOLENCE_DIRECTED,1
47,@anti_padunism isko report kro as a spam and spread karo aage but sabko bolna report m select kare as a spam do that jb sab same options select kartee ge iska account band ho... Yeh pakistani account humare gods ko abuse aur sexual pics upload kar raha hai @ZeeNews @PMOIndia,NO_VIOLENCE,2
48,sexual orientation is not a choice,NO_VIOLENCE,2
49,@instagram this page is uploading sexual content and this is against hindu religion i requested you to remove this account from Instagram pic.twitter.com/yR4WjeHdoV – at Bikaner,NO_VIOLENCE,2
50,"Grabe no girl should experience sexual assault. Physical intimacy should always have consent, it should never be forced. Rape is not a joke. Dili niya deserve ang peace not until the victims heal.",NON_D_VIOLENCE_DIRECTED,1
51,"tangina bat ba pinipilit niyo ko gawing straight, bi ako, meaning i get attracted to both male and female, hindi dahil bi ako kaya ayaw ko sayo, ayaw ko talaga sayo regardless of my sexual orientation.",NO_VIOLENCE,2
52,"This account violated the twitter rule but why u not suspend this types of accounts who spread only sexual content on @TwitterIndia @Twitter , is dis sex chat website or apps? What's your admin and mods doing ? pic.twitter.com/nQgGwlurvP",NO_VIOLENCE,2
53,"4 things that cause pandemic-AZAAB. - Lie:Jhoot - Dishonesty:Dhoka - Immodesty:Behaye of both MEN and WOMEN. It includes rapes by men, domestic violence by men, human rights violation by men, online harassment and sexual abuse by men. - Earn Halal:Halal kamaye #tariqjamil",DV_OPINION_INFO_NEWS,3
54,"https://youtu.be/jFnj_ycKOjo Watch my own written poem on child sexual abuse .. go to my YouTube channel EXPRESSIVE PRIYA , watch it , subscribe my channel , drop a like and comment and pls share it #StopChildAbuse #Expressive_Priya @YouTubeIndia @YouTube #YouTube #YouTuber",NON_D_VIOLENCE_DIRECTED,1
55,"Dear @instagram please accept this post as an official report on grooming, &amp; child sexual abuse &amp; sexual solicitation and exploitation by the account user (tataloo) and action immediately. cc @unicefturkiye @UNFPATurkey https://www.instagram.com/p/B_XV6MUgdi8/?igshid=a6qaslj6dv01 pic.twitter.com/RR0wzLVaxY pic.twitter.com/jYSbrHjZul",NON_D_VIOLENCE_DIRECTED,1
56,"He was hanging out with those twitter gay people. I told him I don't like people from twitter because Idk how to explain this. He said it's normal to have some dirty jokes on twitter. But for me dirty jokes and sexual jokes are different. And also not only because of that,",NO_VIOLENCE,2
57,"Please sir before proof COVID 19,coronavirus or illegal or sexual assault or rape or sex through the medical field check up then after will become valuable otherwise without proof shout COVID 19,coronavirus or rape or sex or sexual assault totally valueless/invalid can't suppress",NON_D_VIOLENCE_DIRECTED,1
58,#CoronaVirusUpdates - Vaccine 1: https://bit.ly/3cDsIAk - Vaccine 2: https://bit.ly/3bAleyb - Sexual Transmissionhttps://bit.ly/3cGw1Xv - Bats: https://bit.ly/3eNxeOE - Nose Cells: https://bit.ly/2Y02dBd - Remdesivir: https://bit.ly/2S52ijn #Covid_19 #HashemAlghaili pic.twitter.com/UIecUUn2PM,NO_VIOLENCE,2
59,Respect for CPO Faisalabad! What a decorated officer. I wish all victims of sexual violence against our children and women be killed this way! Well done Captain! Capt. (R) Sohail CPO Faisalabad #CPOFaisalabad pic.twitter.com/YitEOr45TZ,NON_D_VIOLENCE_DIRECTED,1
60,"Abstain from drinking, smoking, and having sexual relations during the holy month. - Don't listen to music loudly in public during Ramadan, earphones are always there for that matter. - Wear graciously - Don't get into fights, abuse or swearing during the holy month.3 hours",NO_VIOLENCE,2
61,Will she then claim there is a difference between collective sexual assault and gang rape depending on the identity of the brutalized victim?,NON_D_VIOLENCE_DIRECTED,1
62,"#MHAwareness Not all seemingly traumatic event for some is indeed traumatic. Traumatic event involves an actual or threatened death, serious injury or sexual violence. The event must be within those thresholds before it is considered as trauma.",NON_D_VIOLENCE_DIRECTED,1
63,"Coronavirus Updates (23 April, 2020) - Vaccine 1: https://bit.ly/3cDsIAk - Europe: https://bit.ly/2RXcNoP - Sexual Transmission: https://bit.ly/3cGw1Xv - Remdesivir: https://bit.ly/2S52ijn - Worldwide: https://bit.ly/2XZPlel #Coronavirus #COVID_19 #COVID19 #Coronavirus pic.twitter.com/FuVJODKPxX",NO_VIOLENCE,2
64,"Wkwkwk brengsek jg ya becandaannya, sexual abuse gitu pdhl profesinya kudu ngayomi. Gue msh nunggu jg nih lanjutan kisahnya, semoga aja panjang..",NON_D_VIOLENCE_DIRECTED,1
65,"koi tak sokong pun aokme punya sexual orientation tapi koi terima aokme sebagai seorang manusia. bila koi rasa koi okay berkawan dgn aok, koi layan aok mcm koi layan kawan2 lain. tapi aok kena ingat koi tak berminat dgn gurauan2 yg tak sehaluan dgn koi.",NO_VIOLENCE,2
66,To all my Lesbian sisters: HAPPY LESBIAN VISIBILITY WEEK!!! Let’s break the shackles of misogyny and heterosexism that continue to oppress female sexual minorities on the basis of gender and sexual orientation (UP BABAYLAN),NO_VIOLENCE,2
67,"""The moment I realized my sexual orientation, my world has turned into a battlefield. The fast few weeks in the hospital has made my mind clear. If surrendering and pretending does not stop your enemy from hurting you, why don't I just be who I am?...",NON_D_VIOLENCE_DIRECTED,1
68,Lama2 kalo sakit hati bilang aja pernah jadi korban sexual assault ini. Tinggal tunggu waktu aja soal false rape,NON_D_VIOLENCE_DIRECTED,1
69,#lockdown #blues This is #kounch or #alkushi or #cowhage . It is a variety of bean family. Its #seeds are used as #ayurvedic #remedies for male #sexual weakness. But the most #fearsome quality of these konch beans… https://www.instagram.com/p/B_SQiL4BIxu/?igshid=1wk7qctocw2bk,NO_VIOLENCE,2
70,majority of this happens when they watch too much pornography and cant disengage themselves from their sexual fantasies.,NO_VIOLENCE,2
71,What the hell are you talking about? Did I say being aroused justify behaving unseemingly? Did I say arousal leads to rape or sexual harassment? Was I victim blaming? Which part of my original statement did I say all those things above?,NON_D_VIOLENCE_DIRECTED,1
72,"Ini kak https://twitter.com/livvviaxx/status/1252595221063327746?s=19 , Sexual abuse yang dilakukan salah satu mahasiswa FISIP UI.",NON_D_VIOLENCE_DIRECTED,1
73,"Today i will share more on Sexual Bahaviour. Epidemiology There is a clear relationship between sexual ill health, poverty &amp; social exclusion. Its also an unequal impact of STI infection on gay men &amp; certain minority ethnic groups.",NO_VIOLENCE,2
74,"Noy pls patulong muna RT netong survey sa sexual health sa gitna ng COVID pandemic. TY ------ Hello, Lovers!!! Get a chance to win an iPhone by answering this survey. Click this link http://bit.ly/HIVCombiPrevSurvey",NO_VIOLENCE,2
75,"Noy kailangan ko tulong mo dito. Sexual health in times of COVID. Need 15 respondents pa from Mindanao. Pa RT naman pls... ---------- Hello, Lovers!!! Get a chance to win an iPhone by answering this survey. Click this link http://bit.ly/HIVCombiPrevSurvey",NO_VIOLENCE,2
76,"King patulong RT po neto, need to reach your Mindanao followers too! Sexual health in times of COVID -------------------------- Get a chance to win an iPhone by answering this survey. Click this link http://bit.ly/HIVCombiPrevSurvey",NO_VIOLENCE,2
77,"Yes. I was there. In NYC, in Mass., with pregnant teens, in Vermont, family counselling, rape victims until I settled on kids who were abused and neglected. Worked with the Vt.PD on sexual abuse cases. You have my whole CV. then Seattle. 10 years.",NON_D_VIOLENCE_DIRECTED,1
78,"Hello friends, on 22.04.2019 at 9:00 pm, you'll get a video relating to FIR wherein we have discussed about FIR and procedure that has to be followed by Police while registering FIR of Rape victim or in Sexual… https://www.instagram.com/p/B_QIp4JBgQ6/?igshid=1eawkxs76pold",NON_D_VIOLENCE_DIRECTED,1
79,"In The Mood For Love (2000) a romantic movie without any sexual content but still makes this movie sexy in every single scene They are in the mood for love,but not in the time and place for it,its about an affair that never happens ""feelings can creep us just like that"" pic.twitter.com/eadfwQBVLv",NO_VIOLENCE,2
80,"After lockdown, factory owners will look to cover their losses through cheap labour. Thousands of children will be likely trafficked to work with meagre or no wages &amp; will most likely face extreme physical, mental &amp; sexual violence. #IndiaStarving https://gulfnews.com/world/asia/india/the-human-cost-of-indias-coronavirus-lockdown-deaths-by-hunger-starvation-suicide-and-more-1.1586956637547",NO_VIOLENCE,2
81,"What is Sexual Health? Is defined by the WHO as Enjoyment of sexual relation without exploitation, oppression or abuse. Safe pregnancy &amp; childbirth, &amp; avoidance of unintended pregnancies. Absence &amp; avoidance of sexually transmitted infections, including HIV",NO_VIOLENCE,2
82,"Domestic Abuse is an epidemic in India, India is the most unsafe country for women (Thomson Reuters Foundation, 2018). Every third woman in India faces Domestic Abuse or Sexual Assault, Immediate structural changes are required. #DomesticAbuse #COVID19 pic.twitter.com/nYW0Nuy9oB",DV_OPINION_ADVOCATE,0
83,"Once again, Lisa’s latest dance video makes me question my sexual orientation What a queen",NO_VIOLENCE,2
84,"It looks like a move to sack someone under some pertext and the most unquestionable case is sexual harrasment,where no questions are asked and no answers given,direct verdict...a very common thing in today's India...",NON_D_VIOLENCE_DIRECTED,1
85,"Nasty Blaq should try and listen to his followers, he should just stop doing skit that promote rape and sexual harassment. I don't find it funny and if you do, you're a RAPIST.",NON_D_VIOLENCE_DIRECTED,1
86,"#tejasvisurya deleted his tweet But as far as i know he never apologised for his disgusting tweet.I hope every woman,man &amp; trans-person shows his place.May he live forever in the hell of complete &amp; total sexual rejection. #Dismiss_Tejasvi_Surya #Dismiss_Tejasvi_Surya pic.twitter.com/BfWmaiXxF2",NON_D_VIOLENCE_DIRECTED,1
87,Working woman in garments factories are discriminated on gender base and sexual harrased,NON_D_VIOLENCE_DIRECTED,1
88,Coronavirus lockdown: How various states will offer relaxations from April 20 @moneycontrolcom https://www.moneycontrol.com/news/india/coronavirus-lockdown-how-various-states-will-offer-relaxations-from-april-20-5165261.html poverty beggary exploitation loot cheating bribe scam corruption fraud Brokers companies rape murder sexual harassment more harmful than CORONAVIRUS pandemic,NON_D_VIOLENCE_DIRECTED,1
89,That's sounds like a sexual assaulter running towards his victim(s),NON_D_VIOLENCE_DIRECTED,1
90,Senate and House of Representatives: Philippine Congress: Act now to shut down the Online Sexual Exploitation of Children - Sign the Petition! http://chng.it/fCJ59yYR via @ChangePilipinas,NON_D_VIOLENCE_DIRECTED,1
91,#TooHotTooHandle is a reality show where contestants are forced to abstain from sexual activity for the duration of their stay on the island. So basically Cebu on lockdown.,NO_VIOLENCE,2
92,@alnassar_kw the language by Indian MP brings Shame to Indian Parliament #tejasviSurya N I wud suggest such women sexual abusers of BJP must b Ban for Life @DrJwalaG,NON_D_VIOLENCE_DIRECTED,1
93,"Very concerned about impact @HPA_MV efforts at Covid19 contact tracing that would be posed by current Maldivian society’s conservative (and often hypocritical) attitudes on sexuality, promiscuity, and sexual orientation. – at Hulhumalé",NO_VIOLENCE,2
94,"Abuse can also be physical,mental,emotional,verbal,sexual or a combination of any.Ask ur farooq and omar sahab and chant bharat maata q jai..bad news for u that there is no vaccine for stupidity",NON_D_VIOLENCE_DIRECTED,1
95,"Margarita with a straw is a coming of age tale of an Indian teenager with cerebral palsy, as she navigates life,falls in love and discovers her sexual orientation. This film also features a blind activist of Pakistani-Bangladeshi descent. #margaritawithastraw @DisabilityRead",NO_VIOLENCE,2
96,@AlGhurair98 @LadyVelvet_HFQ please take action against this abusive man BABA MAX who shows his location as Dubai. He is abusing my friend Abdul Wahed by making sexual slurs at his community and religion.,NON_D_VIOLENCE_DIRECTED,1
97,The survey found that 13% of respondents had witnessed rape and 11.6% of the interviewees had themselves been victims of sexual abuse since 1989 in kshmir. #Modi_19 pic.twitter.com/ZcpCrCykLg,NON_D_VIOLENCE_DIRECTED,1
98,"Totoo! They always say ""high school is the best time of your life"". Pero I never enjoyed my HS life. I was never bullied because of my sexual orientation, it's just that I was still struggling to accept myself. College was very liberating for me dahil dun ko nakilala friends ko.",NO_VIOLENCE,2
99,"Jadi ini si cwe hamil apa gimana sih? kalau gk hamil dan minta tanggung jawab ya gua rasa itu jadi masalah ""Relationship"" biasa, kecuali salah satu ada yang hamil dan ada sexual abuse disitu. Hubungan sama yang bikin thread apa ? atau sama aja sama si cwo itu? atau caper aja?",NON_D_VIOLENCE_DIRECTED,1
100,"No, I am talking only violence not conflict- actual domestic violence- physical, emotional, economic and sexual. Have you heard about marital rape or you will say that's a husband's right?",DV_OPINION_ADVOCATE,0
101,"""Domestic workers who left homes in which they said they worked without pay for months on end, experienced PHYSICAL or SEXUAL abuse, or worked without sufficient food or medical care."" https://www.hrw.org/report/2010/10/06/walls-every-turn/abuse-migrant-domestic-workers-through-kuwaits-sponsorship-system",NON_D_VIOLENCE_DIRECTED,1
102,"What are the Chinese upto I wonder, trying to scare people down under? They could not get silence, instead the Aussies proposed sexual violence, Rendering Mandarin gravitas asunder!",NON_D_VIOLENCE_DIRECTED,1
103,"A women who claims she is a victim of stereotyping, favoritism, nepotism, sexual abuses, etc supports separatism, far right extrimism, xenophobia, sectarianism, breaking rule of law. Wao. #KanganaRanaut",NON_D_VIOLENCE_DIRECTED,1
104,The church of this generation has embraced modernity and worldliness. Sexual sin is rampant even in the leadership of the church. What an abuse to the Grace that JESUS paid such a heavy price for. Its time to Repent and embrace the #GarmentOfHeaven if she wants to see GOD.,NO_VIOLENCE,2
105,ทำไมช่อง 7 ชอบทำฉากพระนางเอากันในกระท่อมจังวะ มันยิ่งเป็นการ normalize เรื่องพวกนี้ให้เป็นปกติในสังคม ทั้งๆที่บางฉากมันเป็นการข่มขืนกลายๆเลยนะ sexual abuse เบอร์สุด ปล.ปกติไม่ได้ดูช่อง 7 แค่เปิดผ่านละนั่งดูขำๆ,NON_D_VIOLENCE_DIRECTED,1
106,"Plz @BJP4India @BJP4MP @BJP4UP To Help her Avoid Sexual Assault, Abuse, Rape or other issues! Due to stay alone at Indore during lockdown But She is young! Please bring her back home at Mau @Bjp4IndoreMP @narendramodi @PMOIndia @CMMadhyaPradesh #lockdownindia",NON_D_VIOLENCE_DIRECTED,1
107,Actually I can't let someone else make decisions for me. Especially a woman overly excited by men making covert innuendos about her sexual influences. Sick psychos. And she's mentally ill for behaving the way she does and encourages others to be cruel. given dose of same.,NO_VIOLENCE,2
108,Sexual harrasment / sexual abuse - dihujat - video klarifikasi dan minta maaf. Gitu aja terus siklusnya sampe kiamat,NON_D_VIOLENCE_DIRECTED,1
109,"Someone thought I'm gay. Nothing bad with that, but nope. So to avoid further misunderstanding I partially updated my nickname. Despite not being y'all business my sexual preferences, I'm still the usual unconventional heterosexual as usual. #FYI #LGBT",NO_VIOLENCE,2
110,"More time online can leave them vulnerable to being bullied, exposed to violent content or even sexual exploitation. Governments and the tech industry must step up to keep children safe.",NON_D_VIOLENCE_DIRECTED,1
111,Di ka kasi naga share ng mga sexual and explicit content ew mahina HAHAHAHAHAHAH,NO_VIOLENCE,2
112,"I think that ""Boy Erased"" shows the reality and the true horrors of conversion therapy. Apart from what's wrong with conversion therapy, it also shows and deals with a hard subject to talk about and it is rape, in which it also shows how men are also victims of sexual abuse.... pic.twitter.com/0jipXS03lk",NON_D_VIOLENCE_DIRECTED,1
113,I’ve been blocked by facebook for 3 days my recent post wasn’t even involved in sexual or nudity content please do something about this situation @facebookapp team thanks.,NO_VIOLENCE,2
114,#KnuckledDownTroopers_IOK The survey found that 13% of respondents had witnessed rape and 11.6% of the interviewees had themselves been victims of sexual abuse since 1989 in kshmir. pic.twitter.com/bxFBgdsOK8,NON_D_VIOLENCE_DIRECTED,1
115,"Yw block ko for 72hrs from posting in Facebook because of ""SeXUaL ViOLeNce aNd NuDItY"" (???) WTF WAY GANI AKO NUDES PUTANGINA HA? HAHAHAHAHAHAHAHAHAHAHAHAHAHAHA",NO_VIOLENCE,2
116,"#stress #medical #problem #health #mind #body #sexual #issues #solve #today #consult #online #healyourself #healing #onlineconsultation @Navi Mumbai (New Mumbai), India https://www.instagram.com/p/B89uyXcJwJqUz1P1dj9e_2Dbivlgn4DIhKPZGY0/?igshid=tok8wnntrwne",NO_VIOLENCE,2
117,unsa na woay? is this sexual abuse?????,NON_D_VIOLENCE_DIRECTED,1
118,"Getting sexual with new vtcosmetics_official VT PROGLOSS COLLAGEN PACT SET Cushion. What I love: 1. Good coverage 2. Not sticky 3. Easy to use 4. Lasting to wear 5. Look natural During lockdown, I won’t lock my… https://www.instagram.com/p/B_EZHSCJPup/?igshid=ho3dqvoggpq9",NO_VIOLENCE,2
119,@_sabanaqvi Saw your video agree for religious discrimination. But very cheap of you to say medicines are made by but Muslims but not a word about attack including sexual abuse on medical staff irrespective of religion they belong to. No word on #tabligizamat endangering nation,NON_D_VIOLENCE_DIRECTED,1
120,"Yea - “Trump did it”.... Thanks, you prove my point: you’re ignorant about economics. AND “My husband”?? Besides being wrong about my sexual-orientation, you sure sound #homophobic trying to “insult me” for being gay (??) ...Isnt it time to take the dogs for a walk?",NON_D_VIOLENCE_DIRECTED,1
121,"Totally agree with you, there is more than one type of harassment , but most people think the harassment means only the physical or sexual assault !",NON_D_VIOLENCE_DIRECTED,1
122,How 'Leke Rahenge Azadi' gang & 'Seculars' who abuse Hindu goddesses with sexual comments without any action from @Twitter . My question was limited to this point. I haven't supported her choice of words. She wanted criminals should be severely punished. I also demand that.,NO_VIOLENCE,2
123,Everybody is not as sophisticated as @ShefVaidya or @AdvaitaKala to express their feelings &amp; expressions. When 'Azadi' &amp; sexual words with Hindu goddesses' are freely running in twitter without any action then what morality @TwitterIndia have to suspend her account?,NO_VIOLENCE,2
124,"Dear Internpreneurs, An ongoing research invites application for internship opportunities 1- The Sexual Harassment of Woman at Workplace (Prevention, Prohibition and Redressal) Act 2013 2- A project of screening of Strategy post COVID -19 for Business Opportunities. pic.twitter.com/uQ1qULLhrc",NON_D_VIOLENCE_DIRECTED,1
125,"‘SEXUAL BREAKDOWNS DURING LOCKDOWN’, IS THAT THE SYMPTOMS OF SEXUAL PROBLEMS? Unexpected #lockdown changed lives. No hurry, no outing, no meetings, no fooding nothing.… Sitting home and spending time with family.… https://www.instagram.com/p/B_CetNnp7nm/?igshid=feb496uuyhgk",NO_VIOLENCE,2
