sex	age	unemployment insurance fund	type of benefits	region	2018M01	2018M02	2018M03	2018M04	2018M05	2018M06	2018M07	2018M08	2018M09	2018M10	2018M11	2018M12	2019M01	2019M02	2019M03	2019M04	2019M05	2019M06	2019M07	2019M08	2019M09	2019M10	2019M11	2019M12	2020M01	2020M02	
Total	Age, total	Total	Gross unemployment	Næstved	1984	1975	1909	1714	1645	1572	1473	1456	1493	1522	1501	1553	1691	1669	1580	1396	1378	1379	1295	1342	1331	1379	1408	1515	1618	1655
Total	Age, total	Total	Gross unemployment	Odsherred	722	728	738	658	620	589	504	524	548	572	599	614	652	653	613	558	532	549	492	501	479	483	527	536	560	574
Total	Age, total	Total	Gross unemployment	Ringsted	675	679	670	592	603	582	555	558	566	577	590	598	630	640	618	532	553	535	483	543	518	512	533	552	578	594
Total	Age, total	Total	Gross unemployment	Slagelse	1764	1820	1754	1602	1539	1470	1328	1359	1387	1444	1508	1569	1656	1657	1604	1481	1408	1420	1363	1361	1365	1456	1464	1557	1621	1651
Total	Age, total	Total	Gross unemployment	Sorø	610	603	587	523	528	505	428	455	453	453	475	501	549	554	557	498	503	480	424	426	451	455	467	496	531	538
Total	Age, total	Total	Gross unemployment	Stevns	430	450	455	393	377	363	343	353	365	369	381	366	395	411	410	371	361	351	332	332	332	328	328	348	371	377
Total	Age, total	Total	Gross unemployment	Vordingborg	1026	1053	1055	902	896	875	794	804	803	829	879	932	1028	1048	986	882	840	847	763	784	771	811	833	870	899	899
Total	Age, total	Total	Gross unemployment	Region Syddanmark	24502	24178	23060	20596	20307	19529	18766	19663	19408	19866	20196	20879	22407	22367	21374	18917	18885	19037	18590	19577	19329	19897	20612	21448	23113	23089
Total	Age, total	Total	Gross unemployment	Province Fyn	11222	11074	10606	9502	9314	9096	8944	9256	8931	9107	9145	9429	10116	10178	9693	8627	8585	8793	8787	9220	8935	9078	9369	9687	10387	10432
Total	Age, total	Total	Gross unemployment	Assens	841	825	807	690	621	607	552	591	603	634	661	695	728	725	719	597	608	589	571	617	629	645	667	731	764	758
Total	Age, total	Total	Gross unemployment	Faaborg-Midtfyn	1078	1059	1024	873	829	783	755	797	789	827	837	895	978	972	911	790	784	740	684	739	740	761	830	905	981	988
Total	Age, total	Total	Gross unemployment	Kerteminde	532	507	481	434	423	408	370	409	384	390	408	435	443	461	442	393	380	364	311	361	355	365	403	434	463	452
Total	Age, total	Total	Gross unemployment	Langeland	321	296	279	230	214	192	181	199	220	224	235	252	269	258	236	192	170	173	167	181	187	210	234	265	281	269
Total	Age, total	Total	Gross unemployment	Middelfart	585	573	592	506	519	487	420	474	481	510	510	523	570	587	548	478	479	477	451	476	470	478	511	506	553	543
Total	Age, total	Total	Gross unemployment	Nordfyns	701	679	632	546	555	529	507	521	552	558	566	580	636	637	600	513	497	515	494	526	541	569	568	605	679	654
Total	Age, total	Total	Gross unemployment	Nyborg	632	599	565	512	502	490	466	470	453	499	500	531	597	579	544	485	480	463	420	474	490	515	540	583	629	620
Total	Age, total	Total	Gross unemployment	Odense	5144	5182	4909	4546	4477	4495	4657	4741	4398	4387	4331	4356	4652	4743	4524	4123	4131	4399	4690	4779	4481	4464	4467	4407	4698	4873
Total	Age, total	Total	Gross unemployment	Svendborg	1285	1250	1218	1074	1091	1036	981	997	981	999	1002	1054	1126	1112	1072	972	980	991	934	992	970	986	1043	1150	1233	1167
Total	Age, total	Total	Gross unemployment	Ærø	102	105	99	92	82	69	56	56	70	79	96	108	119	105	97	85	76	82	64	75	72	86	105	101	106	107
Total	Age, total	Total	Gross unemployment	Province Sydjylland	13281	13104	12455	11094	10994	10433	9821	10407	10477	10759	11051	11450	12290	12189	11681	10290	10300	10244	9803	10357	10393	10818	11243	11761	12726	12657
Total	Age, total	Total	Gross unemployment	Billund	403	404	379	339	330	323	272	278	281	297	314	325	368	364	342	275	269	263	241	251	275	311	351	378	398	406
Total	Age, total	Total	Gross unemployment	Esbjerg	2369	2388	2270	2008	1978	1882	1795	1831	1828	1835	1876	1950	2101	2104	1975	1740	1687	1687	1686	1709	1670	1720	1776	1865	2091	2137
Total	Age, total	Total	Gross unemployment	Fanø	78	80	75	66	63	51	48	48	43	46	60	67	71	68	56	49	54	49	48	54	50	50	59	64	70	66
Total	Age, total	Total	Gross unemployment	Fredericia	1129	1108	1073	1004	1000	941	858	895	917	940	981	1009	1036	1041	1058	973	973	978	933	957	948	996	1006	1033	1085	1077
Total	Age, total	Total	Gross unemployment	Haderslev	1057	1019	988	870	876	822	768	803	810	828	854	866	967	967	931	822	836	795	785	807	792	860	892	955	1018	1018
Total	Age, total	Total	Gross unemployment	Kolding	1652	1651	1600	1441	1427	1375	1359	1480	1432	1474	1480	1488	1588	1645	1641	1477	1468	1441	1413	1545	1485	1489	1516	1591	1691	1689
Total	Age, total	Total	Gross unemployment	Sønderborg	1306	1271	1194	1085	1059	1023	994	1071	1122	1157	1167	1204	1265	1240	1150	1044	1069	1092	1038	1080	1103	1154	1202	1228	1312	1311
Total	Age, total	Total	Gross unemployment	Tønder	682	670	620	522	479	454	428	480	469	495	539	604	655	626	595	490	515	471	420	480	496	512	574	637	701	673
Total	Age, total	Total	Gross unemployment	Varde	805	806	753	611	591	549	506	547	568	600	632	683	778	749	653	552	501	497	494	522	537	578	623	657	758	742
Total	Age, total	Total	Gross unemployment	Vejen	662	636	598	541	543	474	450	492	505	531	566	578	610	599	548	485	503	516	471	507	532	540	545	590	629	614
Total	Age, total	Total	Gross unemployment	Vejle	1995	1962	1840	1661	1707	1645	1525	1644	1668	1699	1711	1758	1874	1833	1790	1561	1601	1605	1507	1608	1629	1708	1760	1825	1977	1945
Total	Age, total	Total	Gross unemployment	Aabenraa	1142	1109	1064	946	941	893	818	838	835	857	871	916	978	951	942	823	823	850	766	839	877	898	938	939	995	977
Total	Age, total	Total	Gross unemployment	Region Midtjylland	24385	24536	23571	21040	20882	20619	20756	21798	21073	21180	21334	21874	23495	23809	22784	20415	20416	20655	21037	22097	21168	21389	21626	22275	23870	24003
Total	Age, total	Total	Gross unemployment	Province Østjylland	17186	17321	16677	15029	15035	14949	15438	16063	15305	15339	15445	15702	16830	17074	16367	14727	14890	15181	15813	16472	15555	15676	15671	16033	17088	17351
Total	Age, total	Total	Gross unemployment	Favrskov	675	645	640	550	548	523	499	545	558	566	576	598	637	656	622	523	543	548	504	550	540	552	568	592	650	655
Total	Age, total	Total	Gross unemployment	Hedensted	605	614	603	508	494	504	454	492	507	532	576	607	640	626	589	530	536	523	481	511	506	535	576	620	663	663
Total	Age, total	Total	Gross unemployment	Horsens	1604	1596	1578	1451	1424	1360	1273	1372	1336	1394	1407	1412	1518	1540	1512	1385	1377	1370	1310	1418	1444	1521	1585	1596	1696	1715
Total	Age, total	Total	Gross unemployment	Norddjurs	874	855	838	741	752	685	661	684	703	728	759	805	855	848	808	724	705	689	665	691	647	649	659	684	716	709
Total	Age, total	Total	Gross unemployment	Odder	373	378	363	324	331	311	300	327	324	294	297	312	337	334	328	279	285	268	252	280	267	281	289	314	343	335
Total	Age, total	Total	Gross unemployment	Randers	2034	2031	1975	1747	1743	1708	1610	1692	1665	1717	1727	1764	1889	1945	1862	1664	1649	1645	1613	1675	1638	1680	1718	1770	1902	1864
Total	Age, total	Total	Gross unemployment	Samsø	97	109	110	91	66	46	40	43	57	68	80	96	104	108	92	69	62	42	39	40	49	66	80	83	79	92
Total	Age, total	Total	Gross unemployment	Silkeborg	1654	1584	1510	1312	1329	1296	1292	1387	1313	1327	1382	1446	1548	1520	1422	1270	1300	1278	1247	1366	1324	1368	1409	1478	1530	1533
Total	Age, total	Total	Gross unemployment	Skanderborg	755	731	686	629	654	630	620	696	697	692	691	706	736	717	690	639	662	658	642	693	677	688	700	772	776	779
Total	Age, total	Total	Gross unemployment	Syddjurs	725	710	713	629	635	611	577	619	592	562	620	661	688	694	658	561	590	561	538	608	627	613	602	633	665	658
Total	Age, total	Total	Gross unemployment	Aarhus	7790	8068	7661	7047	7059	7274	8113	8205	7553	7459	7332	7294	7877	8085	7782	7083	7181	7599	8522	8640	7835	7722	7485	7490	8068	8349
Total	Age, total	Total	Gross unemployment	Province Vestjylland	7199	7215	6894	6010	5847	5669	5317	5736	5768	5842	5889	6172	6666	6736	6417	5688	5525	5474	5223	5625	5613	5713	5955	6242	6782	6653
Total	Age, total	Total	Gross unemployment	Herning	1684	1707	1621	1465	1434	1420	1359	1456	1438	1419	1431	1455	1552	1556	1458	1328	1329	1341	1288	1345	1336	1353	1386	1440	1559	1525
Total	Age, total	Total	Gross unemployment	Holstebro	909	897	829	673	648	630	588	656	683	697	681	717	792	812	809	698	676	656	595	669	674	689	735	791	864	847
Total	Age, total	Total	Gross unemployment	Ikast-Brande	825	838	807	735	698	643	566	625	608	589	627	647	720	724	682	615	584	567	525	577	577	597	628	661	719	716
Total	Age, total	Total	Gross unemployment	Lemvig	337	328	294	234	212	201	197	205	212	229	232	276	305	302	281	231	225	204	189	207	219	221	229	265	295	302
Total	Age, total	Total	Gross unemployment	Ringkøbing-Skjern	770	787	767	653	650	637	540	592	636	680	722	764	802	772	743	658	615	599	549	621	653	658	715	773	833	833
Total	Age, total	Total	Gross unemployment	Skive	733	725	699	607	584	546	550	576	575	580	559	595	631	623	566	496	465	483	504	509	492	482	508	521	566	562
Total	Age, total	Total	Gross unemployment	Struer	358	380	369	327	302	292	264	271	289	291	300	322	363	397	398	351	330	322	300	304	309	326	340	343	373	346
Total	Age, total	Total	Gross unemployment	Viborg	1583	1553	1508	1317	1319	1300	1254	1354	1327	1356	1337	1397	1501	1549	1480	1310	1300	1301	1274	1393	1354	1388	1415	1450	1573	1521
Total	Age, total	Total	Gross unemployment	Region Nordjylland	13923	13862	13366	11718	11377	10972	10895	11378	11100	11323	11441	11830	12734	12840	11999	10447	10275	10305	10534	11034	10717	10993	11314	12021	13150	13051
Total	Age, total	Total	Gross unemployment	Province Nordjylland	13923	13862	13366	11718	11377	10972	10895	11378	11100	11323	11441	11830	12734	12840	11999	10447	10275	10305	10534	11034	10717	10993	11314	12021	13150	13051
Total	Age, total	Total	Gross unemployment	Brønderslev	795	790	755	663	646	578	530	572	570	604	645	680	719	727	658	575	541	530	511	546	547	592	604	675	745	743
Total	Age, total	Total	Gross unemployment	Frederikshavn	1536	1491	1422	1238	1170	1025	950	1016	1063	1127	1158	1213	1314	1360	1230	1060	1037	944	858	926	970	1015	1079	1181	1302	1241
Total	Age, total	Total	Gross unemployment	Hjørring	1624	1604	1556	1267	1213	1114	1014	1099	1091	1096	1117	1215	1375	1352	1250	1066	1040	1026	999	1038	1031	1089	1153	1277	1452	1395
Total	Age, total	Total	Gross unemployment	Jammerbugt	781	755	727	583	533	521	496	512	519	532	553	626	696	670	603	482	508	490	436	478	496	538	571	649	751	698
Total	Age, total	Total	Gross unemployment	Læsø	69	67	55	35	32	20	16	17	27	42	59	68	71	66	54	30	24	19	13	20	24	30	46	60	60	52
Total	Age, total	Total	Gross unemployment	Mariagerfjord	911	915	877	748	715	676	654	686	688	707	723	776	855	866	807	706	705	688	619	634	632	663	701	777	853	836
Total	Age, total	Total	Gross unemployment	Morsø	353	362	348	274	273	268	231	251	258	284	286	307	337	341	307	247	236	238	199	227	248	241	263	297	338	334
Total	Age, total	Total	Gross unemployment	Rebild	560	540	517	444	427	411	376	425	410	425	422	443	493	502	485	402	399	387	379	424	413	425	453	493	536	550
Total	Age, total	Total	Gross unemployment	Thisted	748	733	684	611	603	552	502	549	558	585	622	649	738	757	705	596	570	534	505	567	607	627	655	706	769	755
Total	Age, total	Total	Gross unemployment	Vesthimmerlands	848	796	785	680	641	598	540	613	649	670	669	685	752	747	698	613	602	601	546	626	634	641	669	703	746	737
Total	Age, total	Total	Gross unemployment	Aalborg	5697	5810	5640	5174	5123	5211	5586	5637	5267	5251	5189	5169	5384	5451	5202	4669	4614	4847	5469	5547	5116	5131	5119	5204	5598	5710
Total	Age, total	Total	Gross unemployment	Unknown municipality	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Total	Age, total	Total	Gross unemployment	Abroad	117	129	99	94	90	76	88	104	127	125	100	88	96	102	110	98	82	84	86	130	223	155	101	76	84	87
