seasonal adjustment and actual figures	region	2018M01	2018M02	2018M03	2018M04	2018M05	2018M06	2018M07	2018M08	2018M09	2018M10	2018M11	2018M12	2019M01	2019M02	2019M03	2019M04	2019M05	2019M06	2019M07	2019M08	2019M09	2019M10	2019M11	2019M12	2020M01	2020M02	
Seasonally adjusted	Aalborg	5592.5	5594.1	5698.2	5687.4	5645.4	5648.2	5623.8	5587.2	5473.5	5432.8	5386.9	5308.1	5228.2	5184.0	5161.8	5155.1	5147.2	5245.4	5450.1	5396.6	5316.3	5292.8	5328.3	5338.0	5381.7	5436.5
Seasonally adjusted	Unknown municipality	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Seasonally adjusted	Abroad	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enumerated actual figures  in percent of the labour force	Lemvig	3.8	3.7	3.3	2.7	2.4	2.3	2.3	2.3	2.4	2.5	2.6	3.2	3.5	3.4	3.1	2.6	2.5	2.3	2.2	2.3	2.5	2.5	2.5	2.9	3.2	3.3
Enumerated actual figures  in percent of the labour force	Ringkøbing-Skjern	2.9	3.0	3.0	2.5	2.5	2.4	2.1	2.3	2.4	2.6	2.7	2.9	3.0	2.9	2.8	2.5	2.3	2.2	2.1	2.3	2.5	2.5	2.7	2.9	3.1	3.1
Enumerated actual figures  in percent of the labour force	Skive	3.6	3.5	3.4	2.9	2.8	2.7	2.7	2.8	2.8	2.8	2.7	2.9	3.1	2.9	2.7	2.4	2.3	2.3	2.4	2.5	2.3	2.3	2.4	2.5	2.7	2.7
Enumerated actual figures  in percent of the labour force	Struer	4.0	4.1	4.1	3.6	3.4	3.3	2.9	3.1	3.2	3.2	3.3	3.5	4.0	4.3	4.3	3.8	3.6	3.6	3.3	3.3	3.4	3.5	3.7	3.8	4.0	3.8
Enumerated actual figures  in percent of the labour force	Viborg	3.5	3.5	3.4	2.9	2.9	2.9	2.8	3.0	3.0	3.0	3.0	3.1	3.3	3.4	3.2	2.9	2.9	2.9	2.8	3.1	3.0	3.1	3.1	3.2	3.5	3.4
Enumerated actual figures  in percent of the labour force	Region Nordjylland	5.2	5.1	5.0	4.3	4.2	4.1	4.0	4.2	4.1	4.2	4.2	4.4	4.7	4.7	4.4	3.8	3.8	3.8	3.9	4.0	3.9	4.0	4.1	4.4	4.8	4.8
Enumerated actual figures  in percent of the labour force	Province Nordjylland	5.2	5.1	5.0	4.3	4.2	4.1	4.0	4.2	4.1	4.2	4.2	4.4	4.7	4.7	4.4	3.8	3.8	3.8	3.9	4.0	3.9	4.0	4.1	4.4	4.8	4.8
Enumerated actual figures  in percent of the labour force	Brønderslev	5.0	4.8	4.6	4.1	4.0	3.6	3.3	3.5	3.5	3.7	3.9	4.2	4.4	4.4	4.0	3.5	3.3	3.2	3.1	3.3	3.4	3.6	3.7	4.1	4.5	4.5
Enumerated actual figures  in percent of the labour force	Frederikshavn	5.9	5.7	5.5	4.8	4.5	4.0	3.6	3.9	4.1	4.3	4.4	4.7	5.0	5.1	4.6	4.0	4.0	3.6	3.3	3.5	3.6	3.9	4.1	4.5	4.9	4.7
Enumerated actual figures  in percent of the labour force	Hjørring	5.6	5.5	5.4	4.4	4.2	3.8	3.5	3.8	3.7	3.8	3.9	4.2	4.7	4.6	4.2	3.6	3.5	3.5	3.4	3.6	3.5	3.7	4.0	4.4	4.9	4.7
Enumerated actual figures  in percent of the labour force	Jammerbugt	4.6	4.5	4.3	3.4	3.2	3.1	2.9	3.0	3.0	3.1	3.3	3.7	4.0	3.9	3.4	2.8	2.9	2.9	2.6	2.8	2.9	3.2	3.4	3.8	4.4	4.1
Enumerated actual figures  in percent of the labour force	Læsø	9.7	9.2	8.0	5.4	4.6	2.8	2.3	2.7	4.2	6.0	8.3	9.5	10.2	9.5	7.8	4.1	3.6	2.7	2.1	2.7	3.6	4.8	6.9	8.6	8.4	7.4
Enumerated actual figures  in percent of the labour force	Mariagerfjord	4.8	4.8	4.6	3.9	3.7	3.5	3.4	3.6	3.6	3.6	3.7	4.1	4.4	4.5	4.2	3.7	3.7	3.5	3.2	3.3	3.2	3.4	3.6	4.0	4.4	4.3
Enumerated actual figures  in percent of the labour force	Morsø	4.0	4.1	4.0	3.2	3.1	3.1	2.7	2.9	2.9	3.3	3.3	3.5	3.8	3.9	3.4	2.8	2.6	2.7	2.3	2.6	2.8	2.7	3.0	3.3	3.8	3.8
Enumerated actual figures  in percent of the labour force	Rebild	4.0	3.8	3.7	3.1	3.0	2.9	2.6	3.0	2.9	3.0	2.9	3.1	3.4	3.4	3.3	2.8	2.8	2.7	2.6	3.0	2.9	3.0	3.2	3.5	3.7	3.8
Enumerated actual figures  in percent of the labour force	Thisted	3.9	3.8	3.5	3.2	3.1	2.9	2.6	2.8	2.8	3.0	3.2	3.3	3.8	3.8	3.6	3.0	2.9	2.7	2.6	2.9	3.0	3.2	3.4	3.6	3.9	3.8
Enumerated actual figures  in percent of the labour force	Vesthimmerlands	5.0	4.7	4.7	4.1	3.8	3.6	3.2	3.7	3.8	4.0	4.0	4.1	4.5	4.4	4.1	3.6	3.6	3.5	3.2	3.7	3.7	3.8	3.9	4.2	4.4	4.4
Enumerated actual figures  in percent of the labour force	Aalborg	5.6	5.7	5.5	5.0	5.0	5.1	5.5	5.5	5.1	5.1	5.0	5.0	5.2	5.2	5.0	4.5	4.4	4.7	5.3	5.3	4.9	4.9	4.9	5.0	5.4	5.5
Enumerated actual figures  in percent of the labour force	Unknown municipality	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enumerated actual figures  in percent of the labour force	Abroad	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enumerated actual figures	Lemvig	351.1	337.3	300.6	244.2	217.5	208.7	207.1	211.8	217.0	232.3	243.3	293.3	323.1	315.6	291.5	243.7	233.0	211.5	200.3	215.2	228.4	230.2	235.9	273.3	301.7	310.9
Enumerated actual figures	Ringkøbing-Skjern	794.3	806.2	795.4	669.1	669.2	652.1	564.4	616.9	652.6	701.2	738.6	786.4	813.1	782.0	754.8	671.7	638.6	610.0	566.3	635.2	673.3	676.8	727.7	791.2	853.0	856.4
Enumerated actual figures	Skive	757.3	743.5	719.3	619.1	593.9	565.7	575.2	596.8	592.5	589.6	575.7	617.9	654.0	629.1	572.2	506.0	485.1	500.1	520.4	528.4	499.7	494.3	520.5	532.8	581.4	578.5
Enumerated actual figures	Struer	370.8	386.2	386.5	338.2	314.2	305.1	273.9	289.6	299.6	300.3	307.3	331.9	380.0	407.7	408.6	362.9	342.2	337.3	309.8	310.6	320.0	331.2	351.3	358.3	380.0	355.1
Enumerated actual figures	Viborg	1630.7	1600.6	1558.3	1349.2	1355.8	1344.0	1286.3	1396.1	1370.5	1395.2	1383.6	1437.0	1553.1	1579.7	1506.2	1336.6	1337.8	1330.2	1308.7	1427.9	1382.9	1422.4	1449.5	1492.3	1606.7	1563.3
Enumerated actual figures	Region Nordjylland	14426.5	14235.6	13781.3	12069.1	11694.8	11362.9	11238.9	11736.7	11358.1	11590.9	11698.4	12118.9	13116.4	13134.3	12175.0	10651.9	10543.0	10577.2	10811.6	11324.3	10971.5	11260.9	11605.6	12322.5	13473.8	13414.5
Enumerated actual figures	Province Nordjylland	14426.5	14235.6	13781.3	12069.1	11694.8	11362.9	11238.9	11736.7	11358.1	11590.9	11698.4	12118.9	13116.4	13134.3	12175.0	10651.9	10543.0	10577.2	10811.6	11324.3	10971.5	11260.9	11605.6	12322.5	13473.8	13414.5
Enumerated actual figures	Brønderslev	827.6	805.5	773.9	682.1	662.5	597.3	551.3	591.0	584.0	618.6	656.0	698.3	730.5	744.2	666.9	584.2	555.6	536.4	515.9	553.9	562.7	598.1	613.9	684.4	760.8	763.2
Enumerated actual figures	Frederikshavn	1582.9	1526.6	1467.3	1275.2	1196.7	1057.6	975.0	1053.9	1086.4	1150.4	1183.1	1244.7	1342.2	1379.9	1252.1	1082.5	1069.6	964.3	881.4	947.9	983.7	1049.9	1104.1	1213.9	1328.8	1275.8
Enumerated actual figures	Hjørring	1678.6	1650.9	1606.1	1303.2	1250.8	1147.2	1052.7	1135.0	1121.0	1123.4	1156.4	1252.4	1419.1	1383.8	1273.4	1087.7	1067.3	1053.2	1027.3	1076.9	1065.7	1124.3	1204.0	1319.4	1487.5	1434.9
Enumerated actual figures	Jammerbugt	810.1	777.8	751.5	601.2	550.2	537.1	511.0	526.7	526.2	547.5	568.4	647.0	711.8	687.9	606.9	493.6	518.9	501.8	450.3	495.2	511.6	555.3	593.5	666.3	770.0	717.4
Enumerated actual figures	Læsø	70.0	66.5	57.9	39.3	32.8	20.4	16.4	19.1	30.6	43.3	59.6	68.7	73.8	69.0	56.7	30.1	25.8	19.6	15.6	19.6	25.9	34.8	50.1	62.9	61.2	54.0
Enumerated actual figures	Mariagerfjord	938.2	936.7	900.8	771.0	737.6	697.9	672.0	706.5	707.4	718.6	739.0	798.3	881.8	893.7	826.4	726.5	726.5	703.7	637.7	654.1	644.9	680.5	720.0	800.5	877.8	859.4
Enumerated actual figures	Morsø	363.9	371.7	360.2	284.1	282.0	275.8	241.0	257.6	264.8	295.5	297.5	316.4	344.6	353.2	309.9	249.9	237.8	245.5	207.4	233.3	253.5	246.6	271.0	302.3	343.0	343.4
Enumerated actual figures	Rebild	579.5	555.0	534.3	450.2	433.0	417.8	385.4	433.9	426.2	434.8	427.2	450.7	505.6	506.2	488.7	405.5	407.7	392.7	388.4	440.1	421.9	437.5	465.2	512.1	551.3	565.4
Enumerated actual figures	Thisted	778.7	762.0	706.9	638.2	621.1	572.4	519.0	565.6	568.8	601.2	636.3	667.9	767.7	774.1	718.9	606.7	590.3	548.3	525.0	583.1	614.3	644.9	679.1	726.2	788.3	776.0
Enumerated actual figures	Vesthimmerlands	864.7	811.5	809.2	697.3	655.1	616.8	554.5	635.3	656.3	682.2	683.0	702.1	772.7	765.0	713.9	630.5	620.3	609.2	561.1	646.5	647.4	653.9	682.1	731.0	767.3	756.8
Enumerated actual figures	Aalborg	5932.2	5971.6	5813.3	5327.3	5273.2	5422.8	5760.7	5812.1	5386.5	5375.5	5291.9	5272.2	5566.6	5577.4	5261.2	4754.6	4723.1	5002.5	5601.6	5673.7	5239.9	5235.2	5222.7	5303.6	5737.8	5868.3
Enumerated actual figures	Unknown municipality	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enumerated actual figures	Abroad	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
