url,title,article
"https://timesofindia.indiatimes.com/city/bhopal/crime-rate-drops-domestic-violence-spikes-as-bhopal-stays-indoors/articleshow/75795176.cms
","Crime rate drops, domestic violence spikes as Bhopal stays indoors","BHOPAL: The lockdown in the wake of Covid-19 has put habitual offenders and criminals out of action, say Bhopal police, citing data that shows a dip in the most categories. Take for example, crime against women. As per police data, there has been an 85% decline in cases of crime against women — rape, abduction and molestation — during lockdown as compared to that during previous months, and previous year. Other serious offences like attempt to murder, loot, theft, vehicle theft have also declined by over 50%. Police said, theft cases have seen the most drastic drop. The number of thefts reported declined by 90% in April 2020 as compared to April 2019. Strict enforcement of lockdown and constant monitoring of movement has led to a reduction in crimes, said police. Senior police officials, on the condition of anonymity, however said, although there has been a decline in serious offence with everyone confined indoors, but it is also important to note that there are a few cases whicsh were not reported as the victims were not able to reach the police station to file a complaint. The side-effect of staying indoors was that there was an increase in the number of cases reported for domestic violence, assault, dispute among neighbours Psychiatrists and social activists believe that many of these cases are a result of withdrawal symptoms of those addicted to alcohol and other psychotropic substances. In addition, the city also saw rise in supply of illegal liquor. On an average around a dozen cases were registered against bootleggers daily. Even cases of online fraud and online sexual harassment are also on the rise, but cyber cops say they are not being reported as much Cyber cops said, police have been releasing advisories to make residents aware of online fraud and how to keep themselves safe. DIG Irshad Wali said, “Crime rate has gone down as people are staying at home ... People are not moving out, so vehicle thefts are not taking place. All these things are correlated. Strict enforcement of lockdown by police and constant monitoring has resulted in decline in crime rate.” Data decoded: As per police data, seven rape cases reported in the city in April while 14 cases were reported in March. During the same period last year, one rape case and two molestation cases were reported in the city on an average daily. Despite the dip in crime against women, the rape of a blind bank official on April 17 sent chills across the city. Police took the case as a challenge and nabbed the accused after a week despite unfavourable conditions due to the spread of Covid-19 in the city. If we take a look at the data of burglary, theft and vehicle theft in lockdown. Only one case of loot was reported in April while in March two cases were reported. The murder of 65-year-old railway employee in Chhola remains unsolved. "
"https://timesofindia.indiatimes.com/city/vijayawada/women-take-disha-route-to-put-abusive-husbands-in-dock/articleshow/75745446.cms
",Vijayawada: Women take Disha route to put abusive husbands in dock,"VIJAYAWADA: Domestic violence cases, especially incidents of husbands harassing wives, have topped the list of complaints received by police on Disha App. Out of 292 complaints received on Disha App after it was launched, 93 cases are pertaining to husbands harassing their wives, said officials in a review meeting with chief minister Y S Jaganmohan Reddy on Thursday. The other categories of complaints that received on Disha App include 42 incidents of harassment by unknown persons, 29 incidents of harassment by relatives, 15 incidents of harassing over phone by making fake calls, harassing children in eight cases, seven women missing and five girl missing cases have been reported. The officials explained that in 167 cases reported after introduction of Disha Act, the cops have filed charge sheet within seven days and 20 cases have been disposed by the courts. Out of the 20 cases got conviction, in two cases capital punishment was awarded and in five cases life imprisonment has been given by the courts. The chief minister lauded the efforts of Disha officers for taking effective measures to deliver speedy justice. He told the chief secretary and other senior officials to coordinate with the Union government to get the President’s assent to Disha Act. The chief minister also directed the officials to speed up the infrastructure related works in Disha police stations and asked to set-up one Disha station at parliamentary constituency level. He said the recruitment of special public prosecutors and establishment of special courts has to be completed as soon as possible. He also told to establish de-addiction centres at all teaching hospitals. "
"https://timesofindia.indiatimes.com/world/rest-of-world/un-warns-of-global-mental-health-crisis-due-to-covid-19-pandemic/articleshow/75729440.cms
",UN warns of global mental health crisis due to Covid-19 pandemic,"LONDON: A mental illness crisis is looming as millions of people worldwide are surrounded by death and disease and forced into isolation, poverty and anxiety by the pandemic of Covid-19, United Nations health experts said on Thursday. ""The isolation, the fear, the uncertainty, the economic turmoil - they all cause or could cause psychological distress,"" said Devora Kestel, director of the World Health Organization's (WHO) mental health department. Presenting a UN report and policy guidance on Covid-19 and mental health, Kestel said an upsurge in the number and severity of mental illnesses is likely, and governments should put the issue ""front and centre"" of their responses. ""The mental health and well being of whole societies have been severely impacted by this crisis and are a priority to be addressed urgently,"" she told reporters at a briefing. The report highlighted several regions and sections of societies as vulnerable to mental distress - including children and young people isolated from friends and school, healthcare workers who are seeing thousands of patients infected with and dying from the new coronavirus. Emerging studies and surveys are already showing Covid-19's impact on mental health globally. Psychologists say children are anxious and increases in cases of depression and anxiety have been recorded in several countries. Domestic violence is rising, and health workers are reporting an increased need for psychological support. Reuters last week reported from interviews with doctors and nurses in the United States who said either they or their colleagues had experienced a combination of panic, anxiety, grief, numbness, irritability, insomnia and nightmares. Outside of the health sector, the WHO report said many people are distressed by the immediate health impacts and the consequences of physical isolation, while many others are afraid of infection, dying, and losing family members. Millions of people are facing economic turmoil, having lost or being at risk of losing their income and livelihoods, it added. And frequent misinformation and rumours about the pandemic and deep uncertainty about how long it will last are making people feel anxious and hopeless about the future. It outlined action points for policy-makers to aim ""to reduce immense suffering among hundreds of millions of people and mitigate long-term social and economic costs to society"". These included redressing historic under-investment in psychological services, providing ""emergency mental health"" via remote therapies such as tele-counselling for frontline health workers, and working proactively with people known to have depression and anxiety, and with those at high risk of domestic violence and acute impoverishment. "
"https://timesofindia.indiatimes.com/city/hyderabad/domestic-violence-victims-struggle-to-contact-officials/articleshow/74939068.cms
",Domestic violence victims struggle to contact officials,"HYDERABAD: While the National Commission for Women (NCW) has tried to reassure women facing domestic violence that all is not lost, experts and women’s groups said such women are finding it difficult to get help amidst lockdown. NCW even posted its chairperson and members’ email addresses urging women to reach out for help. In a bid to highlight the aggrieved women’s plight, NCW recently made a post on its Facebook page saying, “Women are facing the brunt of this upheaval in the wake of #COVID19outbreak. There’s an increasing number of domestic violence complaint and worse it is difficult for women to access institutional support at times like these (sic).” However, experts said women facing domestic violence were at the receiving end and added that the possibility of all such cases being reported look bleak. Shaheen, a city-based NGO, said distress calls came down to five a day from 20 calls a day previously. “Recently, a woman called and said her husband drinks at home and beats her up. She can’t go out and seek help,” Jameela Nishat, founder-director of Shaheen, said. Nishat also explained that many women do not have access to phone or internet to seek help. Echoing similar feelings, Tripurana Venkataratnam, advisor in National Women’s Commission and former chairperson of State Women’s Commission, said domestic violence victims are more vulnerable during the lockdown period. TSWC officials said only a couple of women had called seeking help. “The women who faced abuse from in-laws and husbands are vulnerable and become an easy target during the lockdown,” said an official. Meanwhile, counsellors said domestic violence cases are mainly related to men’s alcohol addiction. With liquor shops closed during the lockdown, there is a good possibility that withdrawal symptoms could lead to a spurt in domestic violence. “SHE Teams and Bharosa Centre are functioning. Women should not try to suppress their agony if they undergo domestic violence at the hands of their husbands or in-laws. Even the society and neighbours should be vigilant,” said Kanika Durga, a former counsellor with Bharosa Centre, Hyderabad. "
"https://timesofindia.indiatimes.com/city/hyderabad/most-dv-cases-result-of-doubt-over-fidelity/articleshow/70729228.cms
",'Most domestic violence cases result of doubt over fidelity’,"HYDERABAD: A large number of domestic violence cases registered in the city are due to fidelity issues, say experts. In past two years, all three commissionerates registered over 3,000 domestic violence cases. The counsellors, working with police department, get at least 10 cases every month where either of the spouse file domestic violence cases after suspecting fidelity. Recently, a man was arrested for killing his wife as he suspected her of infidelity. There have been four incidents this year alone, where the man either injured or killed his wife after suspecting her fidelity. “Nearly 40% domestic violence cases are filed after either of the spouse suspects the other of having extramarital affair. We usually forward these cases to NGOs for counselling the couple,” said a SHE team source. Last year, over 900 domestic violence cases were recorded by Rachakonda commissionerate, of which about 150 cases were of violence faced by women as their husband suspected their fidelity. “Such cases need at least four months of counselling,” said K Sundeep, a counsellor. "
"https://timesofindia.indiatimes.com/city/rajkot/man-kills-self-in-police-lock-up/articleshow/75563070.cms
",Man kills self in police lock-up,"RAJKOT: A 58-year-old man, who was arrested for domestic violence, hanged himself to death in the toilet of Rajkot Taluka police station’s lockup after Monday midnight. The deceased, Vinu Parmar, was arrested following an application of complaint given by his wife Rama on Monday morning. Post-midnight, he went inside the toilet in the lock-up and hanged himself with the door stopper using a handkerchief. Cops got suspicious as he did not come out for nearly an hour. On breaking into the toilet, they found his body. Police said Parmar was also arrested on February 29 for molesting a nine-year-old girl in Bhimnagar locality where he lived. He was booked under sections of Pocso Act, but released on bail around 20 days ago. “Preliminary investigation has revealed that Parmar feared that his bail in Pocso case would also be cancelled after being arrested for domestic violence. This may have driven him to suicide,” said JV Dhola, police inspector, Taluka police station. "
"https://timesofindia.indiatimes.com/city/gurgaon/78-rise-in-crimes-against-women-during-lockdown/articleshow/75524329.cms
",78% rise in crimes against women in Haryana during lockdown,"GURUGRAM: The number of crimes against women reported in the state during the lockdown has seen an increase of around 78% between March 22 and April 28, according to data collated by Haryana State Commission for women. Preeti Bhardwaj, vice-chairperson of the Haryana State Commission for Women (HSCW), said they have collated data from across the districts and it covers the complaints made on the women’s helpline number (1091), the women police stations and directly to HSCW. “In the past five weeks of the lockdown, the number of crimes against women have seen an increase by 78%. However, compared to the national average of 92% as tweeted by the national commission for women, Haryana still fares better,” said Bhardwaj. She added that they have also seen an increase in the usage of words ‘domestic violence’ in these calls. The Gurgaon Police had shared that during the lockdown till April 15, quite a few complaints of domestic violence were reported on the women’s helpline number, and in some of the severe cases medical intervention had to be sought. Complaints are also mailed to or simply thrown inside the premises of the HSCW office which is shut as the officials are working from home, and so, this data might not be exhaustive, Bharadwaj explained. “Many complaints are not reaching us as we are working remotely. And in some cases, the data shared by some district police is not accurate. Hence we are not able to disclose district-wise data.” Talking about Gurgaon in particular, she said, “We were actually surprised with the numbers in Gurgaon as the city fared much better than the rest of the state in terms of the number of complaints against women,” said Bhardwaj. Gurgaon also has the highest resolution rate for such complaints, she shared. Because some women might not be able to send in their complaints by post or reach the nearest police station due to the lockdown, the commission also launched a WhatsApp number 9560080115 named “Ayog Sakhi” where women can write to them. This is in line with National Commission for Women advisory. This number will be operational only for the period of lockdown and/or till all restrictions are lifted by the state government, and till HSCW staff resumes office. This number has been launched in addition to the existing helpline numbers. "
"https://timesofindia.indiatimes.com/city/delhi/right-to-mental-peace-for-all-marriage-entitles-husband-wife-to-equal-respect-delhi-hc/articleshow/75505416.cms
","Right to mental peace for all; marriage entitles husband, wife to equal respect: Delhi HC","NEW DELHI: Every human being has a right to mental peace and happiness and marriage, which is a sacrament, cannot be a one-sided affair and both partners are entitled to equal respect and responsibilities, the Delhi high court has observed while dissolving a couple's marriage on the grounds of cruelty and desertion by the husband. The high court's observation came while dismissing the husband's appeal challenging a family court's decision to dissolve his marriage on the grounds of inflicting cruelty on his wife and deserting her. A bench of justices Hima Kohli and Asha Menon, in its judgement, said the continuous badgering of the wife by a very insensitive and selfish husband is clear as daylight from the testimony of the daughter and nothing more needs to be said. The court said this is a typical case that showcases as to what would amount to cruel behaviour on the part of one spouse to the utter detriment of the other. ""Every human being has a right to mental peace, happiness and contentment. Marriage is no doubt a sacrament, but it cannot be a one-sided affair. Both parties to the marriage are equal partners and entitled to mutual respect, sharing of duties and responsibilities, affection, emotional bonding, financial and all other support for the well-being of one another. ""If the relationship is so bitter and lopsided that the welfare and well-being of one is at the immense cost and well-being of the other, there can be no sacrament such as that the appellant (man) now harps about,"" the bench said. Initially, the woman, who got married to the man in 1992, approached the family court seeking dissolution of the marriage on the grounds of cruelty and desertion by her husband. The plea was allowed by the family court in November 2019. The man challenged the family court's decision in the high court, saying the woman could not get the benefit of her own wrong as she had left his company without any reason and claimed that the main reason for the differences between them was the disparity in their incomes and education, though she knew about his qualifications at the time of marriage. He claimed they lived a happy married life for 20 years and now, when their daughter had turned major and was of marriageable age, it was not in her interest that the divorce petition be allowed as it would destroy her life. The court, however, said the material on record demonstrates the sincere efforts made by the wife to salvage the marriage and shows that to preserve the relationship, she did more than what was her duty. The court said there was nothing to commend the man and it was to the credit of the woman that presently, their daughter is pursuing a PhD in the UK and got her master's degree from Switzerland. It noted that under the domestic violence law, the daughter had sought her father's 50 per cent contribution towards the expenses of her master's programme and job, but he even contested that in court and waited for the court's direction to pay some amount. ""She (daughter) is doing extremely well in her academics, particularly after October 2011. It may not be incorrect to infer that had he not left the respondent (woman) in October 2011, it may have resulted in the down-spiralling of the future of the daughter, about whose welfare the appellant (man) is now showing such concern,"" the bench said while dismissing the man's appeal as being meritless. "
"https://timesofindia.indiatimes.com/city/vadodara/surat-cop-booked-for-domestic-violence/articleshow/73710659.cms
",Surat cop booked for domestic violence,"Vadodara: A head constable posted at Sachin police station in Surat city has been booked at Mahila police station here for domestic violence, assault, criminal intimidation and breach of trust. Rajesh alias Tukaram Thakur’s wife Priti had registered a complaint on Monday after learning about her husband’s alleged extra-marital affair with a colleague and a son born out of the illicit relationship. Priti, who has been living with her mother at Gotri since October last year, told police that she left her husband when he threatened to kill her. Priti had confronted Thakur about the son born out of his relationship with his colleague Sarvada Chaudhary, after she found a birth certificate from the house. The birth certificate had Thakur’s name as father and Chaudhary’s name as mother. Priti’s complaint stated that in 2010 she had learnt about Thakur and Chaudhary’s extra marital affair. She had submitted a complaint to then Surat city police commissioner following which Thakur and Chaudhary were posted in different police stations. Later the elders of the couple’s family met and a settlement was reached wherein Thakur promised that he will improve his behaviour and not indulge in extra-marital affair. The complaint also stated that a few months after reaching a settlement, Priti began living with Thakur, But was subjected to domestic violence. "
"https://timesofindia.indiatimes.com/city/gurgaon/haryana-drop-in-calls-to-womens-helpline-this-year-1400-on-domestic-violence/articleshow/72359371.cms
","Haryana: Drop in calls to women's helpline this year, 1,400 on domestic violence","GURGAON: Twenty-two women called the women helpline number (1091) every day in Gurgaon in the current year, as per data shared by Gurgaon Police. In all, 8,000 calls were received by the women helpline (till November in 2019) as compared to 8,500 calls in the year 2018. Of the total number of calls, the highest were complaints of domestic violence. The number of calls in relation to domestic violence was 1,400 in 2019 and 1,470 last year. Around 100 complaints were made against offenses such as stalking, eve-teasing and attempt to rape this year, compared to around 130 similar complaints in 2018. The police officials have claimed that around 6,500 complaints did not have 'specific allegations.' Talking about the numbers, ACP, Usha Kundu said that cases of domestic violence are reported from all sections of the society. ""In many cases, the complaints of domestic violence are from the highest section of the society and very upscale areas. A lot of them are reported during the evening hours when the men tend to drink and then have fights with their wives,"" said Kundu. Other officials concurred that in many cases, these cases are related to dowry or divorce. As far as the 'unspecific allegations' are concerned, Kundu said that sometimes women call for things like delay in their salaries or differences at work. No complaints are registered in such cases. However, these numbers do not fully depict the prevailing situation as many women have complained that they cannot reach the helpline number in the time of need. TOI had earlier reported that the helpline number wasn't often reachable. In other cases, where the call does go through, the cops often are not sensitized enough to handle the situation says Prabhloch Singh who runs Human Rights Protection Group and MFP Protection. Singh says that he has worked with many women victims who were cross-questioned when they called the helpline for some help. ""These 6,500 calls that they are calling unspecific are the calls when a woman is being stared at outside a college or misbehaved with near a mall and instead of sending help, cops often start questioning the victim instead,"" said Singh. "
"https://timesofindia.indiatimes.com/international/us/in-covid-19-lockdown-us-reports-surge-in-domestic-violence/articleshow/75321801.cms
","In COVID-19 lockdown, US reports surge in domestic violence","WASHINGTON DC: At a time when violent crimes, including murder, rape and assault, have plummeted owing some form of lockdown across the world to slow the spread of COVID-19, official figures cited by The Economist have shown a sharp rise in domestic violence--a crime committed in private, inside people's homes.  An analysis on Wednesday, by the London-based weekly magazine of data collected from five big American cities, indicates that although most types of crime have indeed fallen in recent weeks, reports of domestic violence have increased.  Sifting through over 100,000 reports from police departments in Chicago, Kansas City, Los Angeles, Memphis and New Orleans, which all went into lockdown from March 19 to 24, the tabloid learned that total crime soon fell by 25 per cent, compared with the week ending on March 1. However, reports of domestic violence increased by 5 per cent.  Domestic violence is thought to be one of the most under-reported crimes. During lockdown, it maybe even more so. Forced to stay with a violent family member or partner, it may be more difficult, if not dangerous, for victims to seek help when the abuser is always around.  Earlier this month, UN chief Antonio Guterres also called for measures to address a ""horrifying global surge in domestic violence"" directed towards women and girls, linked to lockdowns imposed by governments responding to the COVID-19 pandemic.  The combination of economic and social stresses brought on by the pandemic, as well as restrictions on movement, have dramatically increased the numbers of women and girls facing abuse, in almost all countries. However, even before the global spread of the new coronavirus, statistics showed that a third of women around the world experienced some form of violence in their lives, he stressed during a briefing.  Citing the records of other countries, The Economist further stated that reports of domestic violence have risen by 30 per cent in France.  However, the tabloid said further that some governments have also taken action to stop the abuse of women at homes.  In France, victims of domestic violence can visit newly created drop-in centres near supermarkets, or stay in a hotel room at the government's expense. In Spain, those who would like to report violence at home discreetly can visit a pharmacy and give the code word ""Mask 19"". The pharmacist will then alert the authorities, the tabloid reported.  Data provided by Denmark's national domestic-violence hotline, Lev Uden Vold (Life Without Violence), show that in the week after the country's lockdown began, total call volumes fell by more than 50 per cent, while calls about emergency shelters--typically from people asking for a place to stay immediately--rose sharply.  In Denmark, the authorities have set up additional temporary shelters to deal with the surge in requests.  Globally, more than 2.5 million people have been diagnosed with the deadly virus, with a tally of 170,000 deaths, according to Johns Hopkins University. The stringent lockdown measures in place have further led civilian lives only restricted to their homes in a bid to contain the virus spread which further has been affecting the mental status of the people and leading to a surge in cases of violence at homes. "
"https://timesofindia.indiatimes.com/city/chennai/chennai-women-endure-abuse-in-silence/articleshow/75286358.cms
",Chennai: Women endure abuse in silence,"CHENNAI: Since the lockdown, the number of distress calls that The International Foundation for Crime Prevention and Victim Care (PCVC) has been receiving from survivors of domestic violence has almost tripled. From three such calls a week, the number of calls has now jumped to nine. Reporting violence at the hands of a partner or family member in itself is an act of courage, but for several such women, the effort turns futile with almost no alternative and safe spaces to go to, should they decide to leave home at all. With shelters functioning at half their strength to meet social distancing norms, the strict protocols for medical clearance before getting rehabilitated and transport restrictions, women have no choice but to endure physical and psychological harm at home. “There are those who text us late at night seeking help, but decide to stay on (at home), because leaving would mean taking the kids along, and without safe, sanitary and guaranteed alternatives, they risk infection,” says Prasanna Gettu, founder of PCVC. “We too cannot risk crowding our shelters at this time, so the best we have been able to do is open up two rooms in our office space to accommodate anyone who needs urgent rehabilitation,” she says. PCVC is also exploring joining hands with some hotels in the city to see if they can accommodate women fleeing physical and sexual violence. Home isolation for weeks on end has forced families into scenarios where abuse typically thrives – constant surveillance by perpetrator to ensure the survivor doesn’t access help, alcoholic partners finding an easy target in women to take their frustration out on, work from home or no work days for women who stare at an uncertain job market post the lockdown, which essentially severs their scope for both physical distance from harm as well as economic independence. The police control is seeing a surge in domestic violence cases, receiving an average of 25 such calls a day. However, these haven’t translated into cases reaching the doors of government-run shelters. Since the lockdown, the state helpline for women, 181, has recorded a dip in the number of such calls it receives in a day. Officials from state-run homes such as the Christ Faith Home for Women and Children in Porur, and Manushya rehabilitation centre in Alapakkam, say no cases of domestic violence have been registered with them since March 25 when the lockdown began. Tamil Nadu State Commission for Women chairperson Kannagi Packianathan says in order to help as many women in distress, names and numbers of welfare counselors are being widely circulated, along with helpline numbers. “We offer online counseling and my number too is available to anyone seeking help. In some very severe cases that call for immediate evacuation, police help accommodate women at the One Stop Centre,” she says. However, the city’s single One Stop Centre in Tambaram is geographically cut off and mostly restricted to addressing cases through phone counselling due to lockdown. Among the few state-run shelters taking in women now is Madras Christian Council of Social Service (MCCSS). Executive secretary of MCCSS Isabel Richardson says they have received at least four women from lower socio-economic backgrounds fleeing domestic violence in the last few weeks. “Most are directed by police, Child Line or come by themselves,” she says. Social distancing however, remains a worry. There are those who text us late at night seeking help, but decide to stay on (at home), because leaving home would mean taking the kids along, and without safe and guaranteed alternatives, they risk infection "
"https://timesofindia.indiatimes.com/city/hyderabad/hyderabad-police-to-womans-rescue-amid-rising-domestic-violence-cases-during-lockdown/articleshow/75277135.cms
",Hyderabad police to woman's rescue amid rising domestic violence cases during lockdown,"HYDERABAD: Amid the spike in number of domestic violence cases in and around Hyderabad during the ongoing lockdown, Rachakonda police on Tuesday came to the rescue of a housewife. A 28-year-old woman, resident of Hayatnagar, approached the police through WhatsApp and informed that she is suffering from domestic violence by husband and in-laws. According to Rachakonda police commissioner Mahesh Bhagwat, 'She' team's Vanasthalipuram division in-charge Karunakar Reddy reached the victim's house. She, however, was not willing to lodge the complaint and instead requested for counseling. The victim, her husband and in-laws were counseled at Sakhi Counselling Centre Vanasthalipuram through professional family counselors. Police said the husband and in-laws admitted their guilt and compromised. The Rachakonda police commissioner appealed to all women suffering from domestic violence to dial 100 or Whatsapp control number 9490617111 for immediate help. Bhagwat appealed to people to utilise the helpline for immediate advise, rescue and counseling in domestic violence cases. He had earlier said that the domestic violence cases are not getting reported due to movement restrictions and lack of public transport. Rachakonda is one of the three police commissionerates covering Hyderabad and its surroundings. Police officers said while routine crimes have declined, domestic violence witnessed spike during the lockdown. Cyberabad police comissionerate registered more than 500 domestic violence related calls since the lockdown began last month. Police said they tried to solve a majority of the cases through tele-counselling. The National Commission of Women (NCW) also said recently that domestic violence cases increased during the lockdown. "
"https://timesofindia.indiatimes.com/city/hyderabad/cyberabad-cops-received-522-dv-calls-since-mar-22/articleshow/75240789.cms
",Cyberabad cops received 522 DV calls since Mar 22,"Hyderabad: Amid Covid-19 lockdown in the city, Cyberabad police have received over 500 domestic violence-related calls since March 22. According to police, as many as 522 calls were received through dial 100 and WhatsApp complaints. Out of this, a total of 455 cases were resolved through tele-counselling. During the lockdown period, the Cyberabad police registered nine domestic violence-related cases, while 13 cases were referred to She Team and 14 were referred to Bharosa Center for counselling. As many as 31 calls were either out of coverage area or went unattended. Amid the Covid-19 pandemic, a dedicated team from Women and Children Safety Wing, Cyberabad has been assigned for collecting facts of all domestic violence communication . The team has been approaching all the complainants via the phone. If the issue is not resolved, the case is taken up by the concerned She Team in-charge and necessary action is initiated. “Counselling is conducted telephonically based on the case by social counselors, legal counsellor and clinical psychologist of Bharosa Center, Cyberabad,” said DCP C Anasuya. The officer advised women who are facing domestic violence, stalking or sexual harassment, to report immediately by dialing 100 or 9490617261. The victims can also send a complaint through WhatsApp on 9490617444 or 9490617261. "
"https://timesofindia.indiatimes.com/city/mumbai/domestic-violence-maharashtra-cm-asks-women-to-call-on-3-numbers/articleshow/75232587.cms
",Domestic violence: Maharashtra CM asks women to call on 3 numbers,"MUMBAI: Maharashtra chief minister Uddhav Thackeray on Sunday asked women facing domestic violence to approach police on the number 100 or on two helplines being run by private players for complaints and counselling. These private-operated numbers are 1800120820050 and 18001024040, the CM said. In a video message Thackeray said, ""It is not the culture of Maharashtra to mistreat women. I will not tolerate it. Any woman facing such injustice should dial 100, and police will come to help you."" ""There are two more helplines, 1800120820050 and 18001024040, where complaints can be raised and counsellors will be available,"" he informed. "
"https://timesofindia.indiatimes.com/city/chennai/12-spl-inspectors-to-check-on-victims-of-domestic-abuse/articleshow/75211833.cms
",12 special inspectors in Chennai to check on victims of domestic abuse,"CHENNAI: After the women’s helpline received 22 calls in the first two weeks of the month, the Crime Against Women and Children (CWC) wing of the Chennai police has appointed 12 women inspectors to keep an eye on those creating trouble at home. Since the lockdown is in force, ten of the calls were for help to buy medicines, reach doctors and such requests. However, 12 calls were family disputes. “These disputes were sorted out by our personnel who visited the homes concerned and held discussions,” said H Jayalakshmi, deputy commissioner of police. “The complainants didn’t want to take any action. They were in need of someone to sort things out and pacify them,” she said. The inspectors from the all-women police stations in Triplicane, Vepery, Mylapore, Guindy, T Nagar, St Thomas Mount, High Court, Washermenpet, Ennore, Villivakkam, M K B Nagar and Avadi are the nodal officers who will monitor the situation in their jurisdiction. The ADGP, CWC, M Ravi has also asked them to check whether all the 1091 helplines connected to the police stations are functioning properly. And a log should be maintained to ensure follow-up on the calls received. The nodal officers should ensure that police personnel visit the vulnerable households and localities every so often. Those with a history of violence against women and children should be monitored as reporting crimes inside homes will not be easy for the victims during the lockdown. The nodal officers have also been asked to ensure food, accommodation and safety for women guest workers at camps and shelters in their jurisdiction during the lockdown. They will also visit hostels and child care institutes. "
"https://timesofindia.indiatimes.com/city/hubballi/domestic-violence-calls-to-181-helpline-dip-during-lockdown/articleshow/75164334.cms
",Domestic violence calls to 181 helpline dip during lockdown,"Hubballi: The Mahila Sahayavani (181 helpline) in Karnataka has reported a decrease in calls related to domestic violence during the Covid-19 lockdown. The trend, however, does not necessarily mean a fall in such cases. Many instances might have gone unreported since victims are ever in the close proximity of abusers due to the lockdown. According to officials of the women and child development department, the 181 toll-free helpline received 86 calls pertaining to domestic violence between March 23 and April 13 (22 days). There were 200 calls received in the 22 days prior to March 23. Some experts said self-isolating partners at home due to the lockdown led to decrease in abusive behaviour and violence against women. The male member generally abuses his wife in a drunken state, but such cases dropped due to the non-availability of liquor. However, Suvarna A T, supervisor of Mahila Sahayavani, said women might not get a free hand to call the helpline when the abuser is present at home. “Even during normal days, we receive complaint calls on behalf of the women in trouble. But due to the lockdown, women may have to restrict themselves at home. She may not get a chance to share her problems with family members and neighbours,” she added. D Roopa, IGP, railways, said that during the lockdown, it is quite difficult for women in distress to call the helpline and seek help. “So, many women may be not coming forward to file complaints of harassment, leading to decline in calls of abuse cases,” she informed. With 42 calls, Bengaluru reported the most number of domestic violence calls. There were seven such calls from Mandya district, six from Chikkaballapur, five from Tumakuru and four from Belagavi. Vijayapura, Dakshina Kannada, Dharwad and Ballari districts recorded two cases each. K A Dayanand, director, department of women and child development, said the staff at Mahila Sahayavani 181 have been working round-the-clock to address the problem of women after the lockdown was announced. Sources said the 181 helpline provided police assistance in 45 cases between March 23 and April 13. Latest CommentBrother, either we have to eat what they prepare or they have to eat what we prepare. Lockdown. How can there be violence???Vedantham SheshasharSee All CommentsAdd commentWorkplace harassment The 181 helpline received two calls related to sexual harassment at workplace (one each from Bengaluru and Ballari) and three sexual violence (general) calls (two from Davanagere and one from Bengaluru) from March 23 to 31. Sexual violence (general) is meant for lovers, who complain about break up, or not getting calls from the lover, or lover not responding to calls and other issues. So far this month, there has been one sexual violence call received from Davanagere. "
"https://timesofindia.indiatimes.com/city/chennai/domestic-violence-cases-in-chennai-up-cops-get-25-calls-a-day/articleshow/75153610.cms
","Domestic violence cases in Chennai up, cops get 25 calls a day","CHENNAI: Until March 24, the torture at her alcoholic husband’s hands lasted barely an hour for Shanthi*. During the lockdown, the 35-year-old has told police, she is harassed 24x7 as the daily wager remains home, denied alcohol. There has been a spike in domestic violence cases, say police, adding that the control room on an average received 25 calls a day during the period. At least 40 cases were registered, with the complaints mainly from lower strata of society. Techies and wives of businessmen too have called police, but have not come forward with a written petition. Some women call the control room out of frustration, but disconnect without giving details, believing that this alone would scare men into mending their ways. In most cases, police officers have found, consumption of liquor is the cause of all trouble, followed by fights over not sharing household chores, baby-sitting, spying on each other’s mobile phones, switching television channels and constant demand for sex. Immediately after receiving a call, a patrol vehicle is sent to the house. In some cases, police try to reach a compromise if the victim demands; in others, cases are booked and the perpetrators warned. With restrictions on mobility, women are often unable to leave home to find safety in friends or their extended family. Most men, police say, don’t like to be monitored and vent their frustration on women. M Ravi, ADGP in charge of crimes against women and children, said he had instructed field level officers and policewomen to randomly visit vulnerable areas and susceptible households to check on women and children. Dr Lakshmi Vijayakumar, founder of Sneha, said couples should create safe space for themselves. In case things go out of control, they should distance themselves from each other especially when kids are at home. (*name changed) "
