LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
DEU,PPP,TOT,NATUSD,A,1989,0.951593,
DEU,PPP,TOT,NATUSD,A,1990,0.948413,
DEU,PPP,TOT,NATUSD,A,1991,0.945692,
DEU,PPP,TOT,NATUSD,A,1992,0.973635,
DEU,PPP,TOT,NATUSD,A,1993,0.988063,
DEU,PPP,TOT,NATUSD,A,1994,0.987193,
DEU,PPP,TOT,NATUSD,A,1995,0.986167,
DEU,PPP,TOT,NATUSD,A,1996,0.975885,
DEU,PPP,TOT,NATUSD,A,1997,0.97321,
DEU,PPP,TOT,NATUSD,A,1998,0.968726,
DEU,PPP,TOT,NATUSD,A,1999,0.954119,
DEU,PPP,TOT,NATUSD,A,2000,0.942858,
DEU,PPP,TOT,NATUSD,A,2001,0.92957,
DEU,PPP,TOT,NATUSD,A,2002,0.913257,
DEU,PPP,TOT,NATUSD,A,2003,0.896916,
DEU,PPP,TOT,NATUSD,A,2004,0.875857,
DEU,PPP,TOT,NATUSD,A,2005,0.872721,
DEU,PPP,TOT,NATUSD,A,2006,0.848598,
DEU,PPP,TOT,NATUSD,A,2007,0.838174,
DEU,PPP,TOT,NATUSD,A,2008,0.820401,
DEU,PPP,TOT,NATUSD,A,2009,0.810326,
DEU,PPP,TOT,NATUSD,A,2010,0.804502,
DEU,PPP,TOT,NATUSD,A,2011,0.788739,
DEU,PPP,TOT,NATUSD,A,2012,0.787246,
DEU,PPP,TOT,NATUSD,A,2013,0.774784,
DEU,PPP,TOT,NATUSD,A,2014,0.768937,
DEU,PPP,TOT,NATUSD,A,2015,0.777913,
DEU,PPP,TOT,NATUSD,A,2016,0.752684,
DEU,PPP,TOT,NATUSD,A,2017,0.740562,
DEU,PPP,TOT,NATUSD,A,2018,0.740758,
DEU,PPP,TOT,NATUSD,A,2019,0.741735,
GRC,PPP,TOT,NATUSD,A,1960,0.055736,
GRC,PPP,TOT,NATUSD,A,1961,0.043422,
GRC,PPP,TOT,NATUSD,A,1962,0.04444,
GRC,PPP,TOT,NATUSD,A,1963,0.044285,
GRC,PPP,TOT,NATUSD,A,1964,0.044987,
GRC,PPP,TOT,NATUSD,A,1965,0.045549,
GRC,PPP,TOT,NATUSD,A,1966,0.046179,
GRC,PPP,TOT,NATUSD,A,1967,0.045865,
GRC,PPP,TOT,NATUSD,A,1968,0.044384,
GRC,PPP,TOT,NATUSD,A,1969,0.043543,
GRC,PPP,TOT,NATUSD,A,1970,0.042076,
GRC,PPP,TOT,NATUSD,A,1971,0.041238,
GRC,PPP,TOT,NATUSD,A,1972,0.041524,
GRC,PPP,TOT,NATUSD,A,1973,0.047598,
GRC,PPP,TOT,NATUSD,A,1974,0.053616,
GRC,PPP,TOT,NATUSD,A,1975,0.055509,
GRC,PPP,TOT,NATUSD,A,1976,0.06126,
GRC,PPP,TOT,NATUSD,A,1977,0.06561,
GRC,PPP,TOT,NATUSD,A,1978,0.06975,
GRC,PPP,TOT,NATUSD,A,1979,0.077385,
GRC,PPP,TOT,NATUSD,A,1980,0.084629,
GRC,PPP,TOT,NATUSD,A,1981,0.094022,
GRC,PPP,TOT,NATUSD,A,1982,0.112649,
GRC,PPP,TOT,NATUSD,A,1983,0.130747,
GRC,PPP,TOT,NATUSD,A,1984,0.153854,
GRC,PPP,TOT,NATUSD,A,1985,0.177513,
GRC,PPP,TOT,NATUSD,A,1986,0.206864,
GRC,PPP,TOT,NATUSD,A,1987,0.232664,
GRC,PPP,TOT,NATUSD,A,1988,0.262223,
GRC,PPP,TOT,NATUSD,A,1989,0.288916,
GRC,PPP,TOT,NATUSD,A,1990,0.336112,
GRC,PPP,TOT,NATUSD,A,1991,0.389451,
GRC,PPP,TOT,NATUSD,A,1992,0.437123,
GRC,PPP,TOT,NATUSD,A,1993,0.488618,
GRC,PPP,TOT,NATUSD,A,1994,0.531897,
GRC,PPP,TOT,NATUSD,A,1995,0.571986,
GRC,PPP,TOT,NATUSD,A,1996,0.602467,
GRC,PPP,TOT,NATUSD,A,1997,0.627384,
GRC,PPP,TOT,NATUSD,A,1998,0.647928,
GRC,PPP,TOT,NATUSD,A,1999,0.67328,
GRC,PPP,TOT,NATUSD,A,2000,0.669522,
GRC,PPP,TOT,NATUSD,A,2001,0.668364,
GRC,PPP,TOT,NATUSD,A,2002,0.662967,
GRC,PPP,TOT,NATUSD,A,2003,0.685831,
GRC,PPP,TOT,NATUSD,A,2004,0.695144,
GRC,PPP,TOT,NATUSD,A,2005,0.708976,
GRC,PPP,TOT,NATUSD,A,2006,0.693291,
GRC,PPP,TOT,NATUSD,A,2007,0.719064,
GRC,PPP,TOT,NATUSD,A,2008,0.707951,
GRC,PPP,TOT,NATUSD,A,2009,0.703755,
GRC,PPP,TOT,NATUSD,A,2010,0.721494,
GRC,PPP,TOT,NATUSD,A,2011,0.713163,
GRC,PPP,TOT,NATUSD,A,2012,0.684663,
GRC,PPP,TOT,NATUSD,A,2013,0.631286,
GRC,PPP,TOT,NATUSD,A,2014,0.611135,
GRC,PPP,TOT,NATUSD,A,2015,0.608907,
GRC,PPP,TOT,NATUSD,A,2016,0.588639,
GRC,PPP,TOT,NATUSD,A,2017,0.576064,
GRC,PPP,TOT,NATUSD,A,2018,0.566972,
GRC,PPP,TOT,NATUSD,A,2019,0.561411,
HUN,PPP,TOT,NATUSD,A,1991,30.129985,
HUN,PPP,TOT,NATUSD,A,1992,35.794964,
HUN,PPP,TOT,NATUSD,A,1993,42.406841,
HUN,PPP,TOT,NATUSD,A,1994,49.61296,
HUN,PPP,TOT,NATUSD,A,1995,61.584563,
HUN,PPP,TOT,NATUSD,A,1996,73.989496,
HUN,PPP,TOT,NATUSD,A,1997,87.411756,
HUN,PPP,TOT,NATUSD,A,1998,97.824236,
HUN,PPP,TOT,NATUSD,A,1999,104.545883,
HUN,PPP,TOT,NATUSD,A,2000,110.045366,
HUN,PPP,TOT,NATUSD,A,2001,114.391275,
HUN,PPP,TOT,NATUSD,A,2002,118.141282,
HUN,PPP,TOT,NATUSD,A,2003,122.145606,
HUN,PPP,TOT,NATUSD,A,2004,128.498505,
HUN,PPP,TOT,NATUSD,A,2005,130.929945,
HUN,PPP,TOT,NATUSD,A,2006,131.649325,
HUN,PPP,TOT,NATUSD,A,2007,134.206259,
HUN,PPP,TOT,NATUSD,A,2008,131.005355,
HUN,PPP,TOT,NATUSD,A,2009,127.567518,
HUN,PPP,TOT,NATUSD,A,2010,126.326168,
HUN,PPP,TOT,NATUSD,A,2011,124.271836,
HUN,PPP,TOT,NATUSD,A,2012,125.623608,
HUN,PPP,TOT,NATUSD,A,2013,124.979432,
HUN,PPP,TOT,NATUSD,A,2014,129.414974,
HUN,PPP,TOT,NATUSD,A,2015,132.517954,
HUN,PPP,TOT,NATUSD,A,2016,132.047135,
HUN,PPP,TOT,NATUSD,A,2017,134.363108,
HUN,PPP,TOT,NATUSD,A,2018,138.198183,
HUN,PPP,TOT,NATUSD,A,2019,141.696675,
ISL,PPP,TOT,NATUSD,A,1960,0.26892,
ISL,PPP,TOT,NATUSD,A,1961,0.302795,
ISL,PPP,TOT,NATUSD,A,1962,0.327999,
ISL,PPP,TOT,NATUSD,A,1963,0.350185,
ISL,PPP,TOT,NATUSD,A,1964,0.399766,
ISL,PPP,TOT,NATUSD,A,1965,0.437986,
ISL,PPP,TOT,NATUSD,A,1966,0.467479,
ISL,PPP,TOT,NATUSD,A,1967,0.467026,
ISL,PPP,TOT,NATUSD,A,1968,0.506353,
ISL,PPP,TOT,NATUSD,A,1969,0.582016,
ISL,PPP,TOT,NATUSD,A,1970,0.589878,
ISL,PPP,TOT,NATUSD,A,1971,0.631894,
ISL,PPP,TOT,NATUSD,A,1972,0.716764,
ISL,PPP,TOT,NATUSD,A,1973,0.893282,
ISL,PPP,TOT,NATUSD,A,1974,1.128432,
ISL,PPP,TOT,NATUSD,A,1975,1.465163,
ISL,PPP,TOT,NATUSD,A,1976,1.843361,
ISL,PPP,TOT,NATUSD,A,1977,2.303147,
ISL,PPP,TOT,NATUSD,A,1978,3.146972,
ISL,PPP,TOT,NATUSD,A,1979,4.094315,
ISL,PPP,TOT,NATUSD,A,1980,5.725639,
ISL,PPP,TOT,NATUSD,A,1981,7.803444,
ISL,PPP,TOT,NATUSD,A,1982,11.29206,
ISL,PPP,TOT,NATUSD,A,1983,19.26676,
ISL,PPP,TOT,NATUSD,A,1984,23.594583,
ISL,PPP,TOT,NATUSD,A,1985,30.209442,
ISL,PPP,TOT,NATUSD,A,1986,36.8938,
ISL,PPP,TOT,NATUSD,A,1987,43.185071,
ISL,PPP,TOT,NATUSD,A,1988,51.364222,
ISL,PPP,TOT,NATUSD,A,1989,60.729598,
ISL,PPP,TOT,NATUSD,A,1990,67.419485,
ISL,PPP,TOT,NATUSD,A,1991,70.669485,
ISL,PPP,TOT,NATUSD,A,1992,71.478159,
ISL,PPP,TOT,NATUSD,A,1993,71.102902,
ISL,PPP,TOT,NATUSD,A,1994,71.428707,
ISL,PPP,TOT,NATUSD,A,1995,72.058878,
ISL,PPP,TOT,NATUSD,A,1996,74.253368,
ISL,PPP,TOT,NATUSD,A,1997,73.689272,
ISL,PPP,TOT,NATUSD,A,1998,76.664208,
ISL,PPP,TOT,NATUSD,A,1999,79.246596,
ISL,PPP,TOT,NATUSD,A,2000,84.701818,
ISL,PPP,TOT,NATUSD,A,2001,88.283203,
ISL,PPP,TOT,NATUSD,A,2002,91.105413,
ISL,PPP,TOT,NATUSD,A,2003,92.709461,
ISL,PPP,TOT,NATUSD,A,2004,93.371392,
ISL,PPP,TOT,NATUSD,A,2005,95.840665,
ISL,PPP,TOT,NATUSD,A,2006,101.755496,
ISL,PPP,TOT,NATUSD,A,2007,107.472514,
ISL,PPP,TOT,NATUSD,A,2008,114.527003,
ISL,PPP,TOT,NATUSD,A,2009,121.858652,
ISL,PPP,TOT,NATUSD,A,2010,132.792139,
ISL,PPP,TOT,NATUSD,A,2011,135.152004,
ISL,PPP,TOT,NATUSD,A,2012,136.96767,
ISL,PPP,TOT,NATUSD,A,2013,137.022617,
ISL,PPP,TOT,NATUSD,A,2014,138.547869,
ISL,PPP,TOT,NATUSD,A,2015,141.936844,
ISL,PPP,TOT,NATUSD,A,2016,140.044096,
ISL,PPP,TOT,NATUSD,A,2017,137.121985,
ISL,PPP,TOT,NATUSD,A,2018,136.858837,
ISL,PPP,TOT,NATUSD,A,2019,140.656214,
IRL,PPP,TOT,NATUSD,A,1960,0.262773,
IRL,PPP,TOT,NATUSD,A,1961,0.26684,
IRL,PPP,TOT,NATUSD,A,1962,0.273612,
IRL,PPP,TOT,NATUSD,A,1963,0.276844,
IRL,PPP,TOT,NATUSD,A,1964,0.298238,
IRL,PPP,TOT,NATUSD,A,1965,0.303042,
IRL,PPP,TOT,NATUSD,A,1966,0.305829,
IRL,PPP,TOT,NATUSD,A,1967,0.306931,
IRL,PPP,TOT,NATUSD,A,1968,0.305099,
IRL,PPP,TOT,NATUSD,A,1969,0.316527,
IRL,PPP,TOT,NATUSD,A,1970,0.321276,
IRL,PPP,TOT,NATUSD,A,1971,0.338003,
IRL,PPP,TOT,NATUSD,A,1972,0.367364,
IRL,PPP,TOT,NATUSD,A,1973,0.40147,
IRL,PPP,TOT,NATUSD,A,1974,0.390748,
IRL,PPP,TOT,NATUSD,A,1975,0.429624,
IRL,PPP,TOT,NATUSD,A,1976,0.492822,
IRL,PPP,TOT,NATUSD,A,1977,0.525558,
IRL,PPP,TOT,NATUSD,A,1978,0.542707,
IRL,PPP,TOT,NATUSD,A,1979,0.569665,
IRL,PPP,TOT,NATUSD,A,1980,0.599298,
IRL,PPP,TOT,NATUSD,A,1981,0.64299,
IRL,PPP,TOT,NATUSD,A,1982,0.697516,
IRL,PPP,TOT,NATUSD,A,1983,0.743107,
IRL,PPP,TOT,NATUSD,A,1984,0.762985,
IRL,PPP,TOT,NATUSD,A,1985,0.777954,
IRL,PPP,TOT,NATUSD,A,1986,0.812543,
IRL,PPP,TOT,NATUSD,A,1987,0.810362,
IRL,PPP,TOT,NATUSD,A,1988,0.808162,
IRL,PPP,TOT,NATUSD,A,1989,0.820615,
IRL,PPP,TOT,NATUSD,A,1990,0.785238,
IRL,PPP,TOT,NATUSD,A,1991,0.773234,
IRL,PPP,TOT,NATUSD,A,1992,0.777266,
IRL,PPP,TOT,NATUSD,A,1993,0.798575,
IRL,PPP,TOT,NATUSD,A,1994,0.795128,
IRL,PPP,TOT,NATUSD,A,1995,0.802426,
IRL,PPP,TOT,NATUSD,A,1996,0.808795,
IRL,PPP,TOT,NATUSD,A,1997,0.83473,
IRL,PPP,TOT,NATUSD,A,1998,0.86337,
IRL,PPP,TOT,NATUSD,A,1999,0.913882,
IRL,PPP,TOT,NATUSD,A,2000,0.943595,
IRL,PPP,TOT,NATUSD,A,2001,0.969216,
IRL,PPP,TOT,NATUSD,A,2002,0.981997,
IRL,PPP,TOT,NATUSD,A,2003,1.005033,
IRL,PPP,TOT,NATUSD,A,2004,0.992051,
IRL,PPP,TOT,NATUSD,A,2005,1.011707,
IRL,PPP,TOT,NATUSD,A,2006,0.979413,
IRL,PPP,TOT,NATUSD,A,2007,0.958789,
IRL,PPP,TOT,NATUSD,A,2008,0.944447,
IRL,PPP,TOT,NATUSD,A,2009,0.900417,
IRL,PPP,TOT,NATUSD,A,2010,0.848935,
IRL,PPP,TOT,NATUSD,A,2011,0.831513,
IRL,PPP,TOT,NATUSD,A,2012,0.823072,
IRL,PPP,TOT,NATUSD,A,2013,0.811228,
IRL,PPP,TOT,NATUSD,A,2014,0.819041,
IRL,PPP,TOT,NATUSD,A,2015,0.809469,
IRL,PPP,TOT,NATUSD,A,2016,0.794369,
IRL,PPP,TOT,NATUSD,A,2017,0.791099,
IRL,PPP,TOT,NATUSD,A,2018,0.788238,
IRL,PPP,TOT,NATUSD,A,2019,0.781772,
ITA,PPP,TOT,NATUSD,A,1960,0.161713,
ITA,PPP,TOT,NATUSD,A,1961,0.164611,
ITA,PPP,TOT,NATUSD,A,1962,0.170241,
ITA,PPP,TOT,NATUSD,A,1963,0.181974,
ITA,PPP,TOT,NATUSD,A,1964,0.190371,
ITA,PPP,TOT,NATUSD,A,1965,0.192968,
ITA,PPP,TOT,NATUSD,A,1966,0.190625,
ITA,PPP,TOT,NATUSD,A,1967,0.190447,
ITA,PPP,TOT,NATUSD,A,1968,0.184766,
ITA,PPP,TOT,NATUSD,A,1969,0.182795,
ITA,PPP,TOT,NATUSD,A,1970,0.187585,
ITA,PPP,TOT,NATUSD,A,1971,0.191352,
ITA,PPP,TOT,NATUSD,A,1972,0.193755,
ITA,PPP,TOT,NATUSD,A,1973,0.207089,
ITA,PPP,TOT,NATUSD,A,1974,0.228458,
ITA,PPP,TOT,NATUSD,A,1975,0.244601,
ITA,PPP,TOT,NATUSD,A,1976,0.272308,
ITA,PPP,TOT,NATUSD,A,1977,0.30375,
ITA,PPP,TOT,NATUSD,A,1978,0.323363,
ITA,PPP,TOT,NATUSD,A,1979,0.344726,
ITA,PPP,TOT,NATUSD,A,1980,0.381979,
ITA,PPP,TOT,NATUSD,A,1981,0.414519,
ITA,PPP,TOT,NATUSD,A,1982,0.458879,
ITA,PPP,TOT,NATUSD,A,1983,0.508248,
ITA,PPP,TOT,NATUSD,A,1984,0.543343,
ITA,PPP,TOT,NATUSD,A,1985,0.575008,
ITA,PPP,TOT,NATUSD,A,1986,0.605866,
ITA,PPP,TOT,NATUSD,A,1987,0.626777,
ITA,PPP,TOT,NATUSD,A,1988,0.645684,
ITA,PPP,TOT,NATUSD,A,1989,0.659832,
ITA,PPP,TOT,NATUSD,A,1990,0.692719,
ITA,PPP,TOT,NATUSD,A,1991,0.720859,
ITA,PPP,TOT,NATUSD,A,1992,0.735583,
ITA,PPP,TOT,NATUSD,A,1993,0.746482,
ITA,PPP,TOT,NATUSD,A,1994,0.756766,
ITA,PPP,TOT,NATUSD,A,1995,0.777731,
ITA,PPP,TOT,NATUSD,A,1996,0.799112,
ITA,PPP,TOT,NATUSD,A,1997,0.804477,
ITA,PPP,TOT,NATUSD,A,1998,0.799848,
ITA,PPP,TOT,NATUSD,A,1999,0.806447,
ITA,PPP,TOT,NATUSD,A,2000,0.805059,
ITA,PPP,TOT,NATUSD,A,2001,0.816167,
ITA,PPP,TOT,NATUSD,A,2002,0.823489,
ITA,PPP,TOT,NATUSD,A,2003,0.834375,
ITA,PPP,TOT,NATUSD,A,2004,0.852637,
ITA,PPP,TOT,NATUSD,A,2005,0.855139,
ITA,PPP,TOT,NATUSD,A,2006,0.823835,
ITA,PPP,TOT,NATUSD,A,2007,0.810223,
ITA,PPP,TOT,NATUSD,A,2008,0.783694,
ITA,PPP,TOT,NATUSD,A,2009,0.770581,
ITA,PPP,TOT,NATUSD,A,2010,0.772612,
ITA,PPP,TOT,NATUSD,A,2011,0.758687,
ITA,PPP,TOT,NATUSD,A,2012,0.747731,
ITA,PPP,TOT,NATUSD,A,2013,0.737299,
ITA,PPP,TOT,NATUSD,A,2014,0.739644,
ITA,PPP,TOT,NATUSD,A,2015,0.738495,
ITA,PPP,TOT,NATUSD,A,2016,0.700615,
ITA,PPP,TOT,NATUSD,A,2017,0.686535,
ITA,PPP,TOT,NATUSD,A,2018,0.682701,
ITA,PPP,TOT,NATUSD,A,2019,0.674636,
JPN,PPP,TOT,NATUSD,A,1960,170.580543,
JPN,PPP,TOT,NATUSD,A,1961,182.091664,
JPN,PPP,TOT,NATUSD,A,1962,185.490474,
JPN,PPP,TOT,NATUSD,A,1963,192.886602,
JPN,PPP,TOT,NATUSD,A,1964,199.585633,
JPN,PPP,TOT,NATUSD,A,1965,204.136198,
JPN,PPP,TOT,NATUSD,A,1966,207.059861,
JPN,PPP,TOT,NATUSD,A,1967,212.340172,
JPN,PPP,TOT,NATUSD,A,1968,212.45396,
JPN,PPP,TOT,NATUSD,A,1969,210.960952,
JPN,PPP,TOT,NATUSD,A,1970,224.260957,
JPN,PPP,TOT,NATUSD,A,1971,224.308333,
JPN,PPP,TOT,NATUSD,A,1972,227.064082,
JPN,PPP,TOT,NATUSD,A,1973,242.618271,
JPN,PPP,TOT,NATUSD,A,1974,268.908969,
JPN,PPP,TOT,NATUSD,A,1975,263.777086,
JPN,PPP,TOT,NATUSD,A,1976,270.038777,
JPN,PPP,TOT,NATUSD,A,1977,271.400872,
JPN,PPP,TOT,NATUSD,A,1978,265.239038,
JPN,PPP,TOT,NATUSD,A,1979,251.658368,
JPN,PPP,TOT,NATUSD,A,1980,243.360647,
JPN,PPP,TOT,NATUSD,A,1981,228.831006,
JPN,PPP,TOT,NATUSD,A,1982,219.276639,
JPN,PPP,TOT,NATUSD,A,1983,213.007241,
JPN,PPP,TOT,NATUSD,A,1984,208.619257,
JPN,PPP,TOT,NATUSD,A,1985,204.772357,
JPN,PPP,TOT,NATUSD,A,1986,203.966037,
JPN,PPP,TOT,NATUSD,A,1987,198.730394,
JPN,PPP,TOT,NATUSD,A,1988,193.159462,
JPN,PPP,TOT,NATUSD,A,1989,189.792475,
JPN,PPP,TOT,NATUSD,A,1990,187.710516,
JPN,PPP,TOT,NATUSD,A,1991,186.886355,
JPN,PPP,TOT,NATUSD,A,1992,185.7676,
JPN,PPP,TOT,NATUSD,A,1993,182.499528,
JPN,PPP,TOT,NATUSD,A,1994,179.158384,
JPN,PPP,TOT,NATUSD,A,1995,174.542777,
JPN,PPP,TOT,NATUSD,A,1996,170.553312,
JPN,PPP,TOT,NATUSD,A,1997,168.506941,
JPN,PPP,TOT,NATUSD,A,1998,166.556262,
JPN,PPP,TOT,NATUSD,A,1999,162.03574,
JPN,PPP,TOT,NATUSD,A,2000,154.717851,
JPN,PPP,TOT,NATUSD,A,2001,149.724876,
JPN,PPP,TOT,NATUSD,A,2002,143.774205,
JPN,PPP,TOT,NATUSD,A,2003,139.516092,
JPN,PPP,TOT,NATUSD,A,2004,134.363066,
JPN,PPP,TOT,NATUSD,A,2005,129.551955,
JPN,PPP,TOT,NATUSD,A,2006,124.536829,
JPN,PPP,TOT,NATUSD,A,2007,120.394202,
JPN,PPP,TOT,NATUSD,A,2008,116.845814,
JPN,PPP,TOT,NATUSD,A,2009,115.150067,
JPN,PPP,TOT,NATUSD,A,2010,111.666587,
JPN,PPP,TOT,NATUSD,A,2011,107.454281,
JPN,PPP,TOT,NATUSD,A,2012,104.273972,
JPN,PPP,TOT,NATUSD,A,2013,101.302673,
JPN,PPP,TOT,NATUSD,A,2014,103.052076,
JPN,PPP,TOT,NATUSD,A,2015,103.449739,
JPN,PPP,TOT,NATUSD,A,2016,105.502599,
JPN,PPP,TOT,NATUSD,A,2017,105.378962,
JPN,PPP,TOT,NATUSD,A,2018,104.609975,
JPN,PPP,TOT,NATUSD,A,2019,103.367215,
KOR,PPP,TOT,NATUSD,A,1970,143.529528,
KOR,PPP,TOT,NATUSD,A,1971,151.929768,
KOR,PPP,TOT,NATUSD,A,1972,168.634395,
KOR,PPP,TOT,NATUSD,A,1973,180.205706,
KOR,PPP,TOT,NATUSD,A,1974,215.864738,
KOR,PPP,TOT,NATUSD,A,1975,244.182766,
KOR,PPP,TOT,NATUSD,A,1976,280.729487,
KOR,PPP,TOT,NATUSD,A,1977,302.484506,
KOR,PPP,TOT,NATUSD,A,1978,344.695313,
KOR,PPP,TOT,NATUSD,A,1979,377.274871,
KOR,PPP,TOT,NATUSD,A,1980,431.243538,
KOR,PPP,TOT,NATUSD,A,1981,459.324429,
KOR,PPP,TOT,NATUSD,A,1982,460.610476,
KOR,PPP,TOT,NATUSD,A,1983,464.736929,
KOR,PPP,TOT,NATUSD,A,1984,468.386229,
KOR,PPP,TOT,NATUSD,A,1985,472.161368,
KOR,PPP,TOT,NATUSD,A,1986,485.778007,
KOR,PPP,TOT,NATUSD,A,1987,497.516333,
KOR,PPP,TOT,NATUSD,A,1988,514.712962,
KOR,PPP,TOT,NATUSD,A,1989,525.22086,
KOR,PPP,TOT,NATUSD,A,1990,557.446416,
KOR,PPP,TOT,NATUSD,A,1991,590.353782,
KOR,PPP,TOT,NATUSD,A,1992,621.892112,
KOR,PPP,TOT,NATUSD,A,1993,645.150758,
KOR,PPP,TOT,NATUSD,A,1994,682.839155,
KOR,PPP,TOT,NATUSD,A,1995,715.237344,
KOR,PPP,TOT,NATUSD,A,1996,732.265611,
KOR,PPP,TOT,NATUSD,A,1997,749.108537,
KOR,PPP,TOT,NATUSD,A,1998,774.971865,
KOR,PPP,TOT,NATUSD,A,1999,754.89297,
KOR,PPP,TOT,NATUSD,A,2000,747.235962,
KOR,PPP,TOT,NATUSD,A,2001,757.889611,
KOR,PPP,TOT,NATUSD,A,2002,769.77179,
KOR,PPP,TOT,NATUSD,A,2003,792.077212,
KOR,PPP,TOT,NATUSD,A,2004,794.328699,
KOR,PPP,TOT,NATUSD,A,2005,788.920135,
KOR,PPP,TOT,NATUSD,A,2006,772.396451,
KOR,PPP,TOT,NATUSD,A,2007,770.222065,
KOR,PPP,TOT,NATUSD,A,2008,785.717886,
KOR,PPP,TOT,NATUSD,A,2009,824.618824,
KOR,PPP,TOT,NATUSD,A,2010,840.890193,
KOR,PPP,TOT,NATUSD,A,2011,854.585723,
KOR,PPP,TOT,NATUSD,A,2012,854.887268,
KOR,PPP,TOT,NATUSD,A,2013,869.081422,
KOR,PPP,TOT,NATUSD,A,2014,871.878106,
KOR,PPP,TOT,NATUSD,A,2015,857.368025,
KOR,PPP,TOT,NATUSD,A,2016,858.992828,
KOR,PPP,TOT,NATUSD,A,2017,871.695794,
KOR,PPP,TOT,NATUSD,A,2018,870.773016,
KOR,PPP,TOT,NATUSD,A,2019,850.299894,
LUX,PPP,TOT,NATUSD,A,1960,0.917326,
LUX,PPP,TOT,NATUSD,A,1961,0.875338,
LUX,PPP,TOT,NATUSD,A,1962,0.889061,
LUX,PPP,TOT,NATUSD,A,1963,0.903774,
LUX,PPP,TOT,NATUSD,A,1964,0.939595,
LUX,PPP,TOT,NATUSD,A,1965,0.939631,
LUX,PPP,TOT,NATUSD,A,1966,0.94362,
LUX,PPP,TOT,NATUSD,A,1967,0.921244,
LUX,PPP,TOT,NATUSD,A,1968,0.922572,
LUX,PPP,TOT,NATUSD,A,1969,0.92365,
LUX,PPP,TOT,NATUSD,A,1970,1.015564,
LUX,PPP,TOT,NATUSD,A,1971,0.958698,
LUX,PPP,TOT,NATUSD,A,1972,0.97217,
LUX,PPP,TOT,NATUSD,A,1973,1.034128,
LUX,PPP,TOT,NATUSD,A,1974,1.109858,
LUX,PPP,TOT,NATUSD,A,1975,1.007083,
LUX,PPP,TOT,NATUSD,A,1976,1.071155,
LUX,PPP,TOT,NATUSD,A,1977,1.020315,
LUX,PPP,TOT,NATUSD,A,1978,1.002167,
LUX,PPP,TOT,NATUSD,A,1979,0.984194,
LUX,PPP,TOT,NATUSD,A,1980,0.974159,
LUX,PPP,TOT,NATUSD,A,1981,0.953867,
LUX,PPP,TOT,NATUSD,A,1982,0.995489,
LUX,PPP,TOT,NATUSD,A,1983,1.023289,
LUX,PPP,TOT,NATUSD,A,1984,1.031188,
LUX,PPP,TOT,NATUSD,A,1985,1.030489,
LUX,PPP,TOT,NATUSD,A,1986,1.009299,
LUX,PPP,TOT,NATUSD,A,1987,0.985567,
LUX,PPP,TOT,NATUSD,A,1988,0.978418,
LUX,PPP,TOT,NATUSD,A,1989,0.979365,
LUX,PPP,TOT,NATUSD,A,1990,0.967754,
LUX,PPP,TOT,NATUSD,A,1991,0.953161,
LUX,PPP,TOT,NATUSD,A,1992,0.966676,
LUX,PPP,TOT,NATUSD,A,1993,1.000704,
LUX,PPP,TOT,NATUSD,A,1994,1.014489,
LUX,PPP,TOT,NATUSD,A,1995,0.974376,
LUX,PPP,TOT,NATUSD,A,1996,0.976439,
LUX,PPP,TOT,NATUSD,A,1997,0.973877,
LUX,PPP,TOT,NATUSD,A,1998,0.964414,
LUX,PPP,TOT,NATUSD,A,1999,0.95763,
LUX,PPP,TOT,NATUSD,A,2000,0.955495,
LUX,PPP,TOT,NATUSD,A,2001,0.963237,
LUX,PPP,TOT,NATUSD,A,2002,0.956996,
LUX,PPP,TOT,NATUSD,A,2003,0.96577,
LUX,PPP,TOT,NATUSD,A,2004,0.952072,
LUX,PPP,TOT,NATUSD,A,2005,0.946363,
LUX,PPP,TOT,NATUSD,A,2006,0.917798,
LUX,PPP,TOT,NATUSD,A,2007,0.922376,
LUX,PPP,TOT,NATUSD,A,2008,0.900045,
LUX,PPP,TOT,NATUSD,A,2009,0.902137,
LUX,PPP,TOT,NATUSD,A,2010,0.92502,
LUX,PPP,TOT,NATUSD,A,2011,0.905099,
LUX,PPP,TOT,NATUSD,A,2012,0.90679,
LUX,PPP,TOT,NATUSD,A,2013,0.895254,
LUX,PPP,TOT,NATUSD,A,2014,0.884138,
LUX,PPP,TOT,NATUSD,A,2015,0.881025,
LUX,PPP,TOT,NATUSD,A,2016,0.85198,
LUX,PPP,TOT,NATUSD,A,2017,0.844442,
LUX,PPP,TOT,NATUSD,A,2018,0.845814,
LUX,PPP,TOT,NATUSD,A,2019,0.854694,
MEX,PPP,TOT,NATUSD,A,1960,0.005534,
MEX,PPP,TOT,NATUSD,A,1961,0.005717,
MEX,PPP,TOT,NATUSD,A,1962,0.005762,
MEX,PPP,TOT,NATUSD,A,1963,0.005883,
MEX,PPP,TOT,NATUSD,A,1964,0.006167,
MEX,PPP,TOT,NATUSD,A,1965,0.006136,
MEX,PPP,TOT,NATUSD,A,1966,0.006207,
MEX,PPP,TOT,NATUSD,A,1967,0.006229,
MEX,PPP,TOT,NATUSD,A,1968,0.006132,
MEX,PPP,TOT,NATUSD,A,1969,0.006092,
MEX,PPP,TOT,NATUSD,A,1970,0.006008,
