,index,GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,CAMEOCodeDescription,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,title
1308,70981,900978371,20200123,202001,2020,2020.063,,,,,,,,,,,EDU,COLLEGE,,,,,,EDU,,,0,42, Make a visit,42,4,1,1.9,10,1,10,-1.8893387314439896,0,,,,,,,,4,"Sikar, Rajasthan, India",IN,IN24,17857,27.6167,75.15,-2111284,4,"Sikar, Rajasthan, India",IN,IN24,17857.0,27.6167,75.15,-2111284,20200123093000,https://www.theguardian.com/global-development/2020/jan/23/rajasthans-women-encouraged-to-remove-veil-in-state-campaign,rajasthans women encouraged to remove veil in state campaign
1309,73274,900980664,20200123,202001,2020,2020.063,GOV,HOME MINIST,,,,,,GOV,,,IND,KARNATAKA,IND,,,,,,,,0,20," Appeal, not specified below",20,2,1,3.0,4,1,3,-2.96442687747036,5,"Karnataka, Karnataka, India",IN,IN19,17688,13.5,76.0,-2099860,5,"Karnataka, Karnataka, India",IN,IN19,17688,13.5,76.0,-2099860,5,"Karnataka, Karnataka, India",IN,IN19,17688.0,13.5,76.0,-2099860,20200123094500,https://www.thequint.com/news/india/godman-nithyananda-fled-vanuatu-operates-account-from-island-rape-accused,godman nithyananda fled vanuatu operates account from island rape accused
1310,74427,900985130,20200123,202001,2020,2020.063,BUS,COMPANIES,,,,,,BUS,,,,,,,,,,,,,1,35," Express intent to yield, not specified below",35,3,1,7.0,5,1,5,5.87121212121212,1,India,IN,IN,,20.0,77.0,IN,0,,,,,,,,1,India,IN,IN,,20.0,77.0,IN,20200123101500,https://www.aninews.in/news/business/talentsprint-expands-its-women-engineers-program-with-enhanced-support-from-google20200123151113/,talentsprint expands its women engineers program with enhanced support from google20200123151113
1311,74695,900985398,20200123,202001,2020,2020.063,ELI,ACTOR,,,,,,ELI,,,IND,CHANDIGARH,IND,,,,,,,,1,42, Make a visit,42,4,1,1.9,10,1,10,10.434782608695699,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,4,"New Delhi, Delhi, India",IN,IN07,17911.0,28.6,77.2,-2106102,20200123101500,https://www.aninews.in/news/entertainment/bollywood/aparshakti-adorably-wishes-wife-aakriti-a-happy-birthday20200123150535/,aparshakti adorably wishes wife aakriti a happy birthday20200123150535
1312,74960,900985663,20200123,202001,2020,2020.063,IND,NEW DELHI,IND,,,,,,,,BUS,MANUFACTURER,,,,,,BUS,,,1,190," Use conventional military force, not specified below",190,19,4,-10.0,6,1,6,-5.405405405405412,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200123101500,https://www.siasat.com/atlas-cycle-owners-wife-found-dead-suicide-note-found-1801863/,atlas cycle owners wife found dead suicide note found 1801863
1313,75103,900985806,20200123,202001,2020,2020.063,JUD,JUDGE,,,,,,JUD,,,CRM,CONVICTS,,,,,,CRM,,,1,100," Demand, not specified below",100,10,3,-5.0,20,1,20,-6.89655172413793,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200123101500,https://economictimes.indiatimes.com/news/politics-and-nation/judge-who-issued-death-warrant-against-nirbhaya-rape-case-convicts-transferred/articleshow/73548755.cms,judge who issued death warrant against nirbhaya rape case convicts transferred
1314,76661,900983321,20200123,202001,2020,2020.063,IND,DELHI,IND,,,,,,,,JUD,HIGH COURT,,,,,,JUD,,,1,40," Consult, not specified below",40,4,1,1.0,4,1,4,-5.17241379310344,4,"Tihar, Uttar Pradesh, India",IN,IN36,17917,26.3521,79.2158,10454667,4,"Tihar, Uttar Pradesh, India",IN,IN36,17917,26.3521,79.2158,10454667,4,"Tihar, Uttar Pradesh, India",IN,IN36,17917.0,26.3521,79.2158,10454667,20200123100000,https://www.indiatvnews.com/news/india/nirbhaya-case-sessions-judge-transferred-delhi-gangrape-582281,nirbhaya case sessions judge transferred delhi gangrape 582281
1315,77766,900987872,20200123,202001,2020,2020.063,CRM,CONVICTS,,,,,,CRM,,,,,,,,,,,,,1,100," Demand, not specified below",100,10,3,-5.0,4,1,4,-8.8235294117647,4,"Tihar, Uttar Pradesh, India",IN,IN36,17917,26.3521,79.2158,10454667,0,,,,,,,,4,"Tihar, Uttar Pradesh, India",IN,IN36,17917.0,26.3521,79.2158,10454667,20200123103000,https://www.moneycontrol.com/news/india/kangana-ranaut-slams-lawyer-indira-jaising-over-stand-on-nirbhaya-case-says-such-women-give-birth-to-monsters-4849711.html,kangana ranaut slams lawyer indira jaising over stand on nirbhaya case says such women give birth to monsters 4849711
1316,79200,900990375,20200123,202001,2020,2020.063,BUS,COMPANIES,,,,,,BUS,,,,,,,,,,,,,1,114, Complain officially ,114,11,3,-2.0,5,1,5,6.3008130081300795,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,0,,,,,,,,4,"New Delhi, Delhi, India",IN,IN07,17911.0,28.6,77.2,-2106102,20200123104500,https://www.hindustantimes.com/brand-post/talentsprint-expands-its-women-engineers-program-with-enhanced-support-from-google/story-FmLKs5LP65DzY19NnlCJaO.html,talentsprint expands its women engineers program with enhanced support from google
1317,79353,900990528,20200123,202001,2020,2020.063,COP,POLICE,,,,,,COP,,,,,,,,,,,,,1,180," Use unconventional violence, not specified below",180,18,4,-9.0,20,1,10,-10.0558659217877,4,"Vasai, Maharashtra, India",IN,IN16,17783,19.35,72.8,-2114250,0,,,,,,,,4,"Vasai, Maharashtra, India",IN,IN16,17783.0,19.35,72.8,-2114250,20200123104500,https://www.mid-day.com/articles/mumbai-crime-22-year-old-rapes-teen-he-met-on-facebook-films-act/22478177,mumbai crime 22 year old rapes teen he met on facebook films act
1318,82887,900996206,20200123,202001,2020,2020.063,CRM,CONVICTS,,,,,,CRM,,,,,,,,,,,,,1,100," Demand, not specified below",100,10,3,-5.0,4,1,4,-7.8125,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200123111500,https://www.aninews.in/news/national/general-news/judge-who-issued-death-warrant-against-nirbhaya-rape-case-convicts-transferred-to-sc-as-additional-registrar20200123162457/,judge who issued death warrant against nirbhaya rape case convicts transferred to sc as additional registrar20200123162457
1319,84311,900998822,20200123,202001,2020,2020.063,,,,,,,,,,,JUD,SUPREME COURT,,,,,,JUD,,,1,20," Appeal, not specified below",20,2,1,3.0,2,1,2,-7.10059171597633,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Patiala, Punjab, India",IN,IN23,17831.0,30.3267,76.4003,-2107479,20200123113000,https://www.timesnownews.com/mirror-now/in-focus/article/judge-hearing-nirbhaya-gang-rape-case-transferred-to-sc/544018,judge hearing nirbhaya gang rape case transferred to sc
1320,84380,900998891,20200123,202001,2020,2020.063,,,,,,,,,,,USAMED,THE ASSOCIATED PRESS,USA,,,,,MED,,,1,40," Consult, not specified below",40,4,1,1.0,10,1,10,-2.5948103792415096,0,,,,,,,,1,India,IN,IN,,20.0,77.0,IN,1,India,IN,IN,,20.0,77.0,IN,20200123113000,https://timesofindia.indiatimes.com/world/us/us-to-impose-visa-restrictions-for-pregnant-women/articleshow/73550857.cms,us to impose visa restrictions for pregnant women
1321,87188,901002759,20200123,202001,2020,2020.063,MED,MEDIA,,,,,,MED,,,,,,,,,,,,,0,80," Yield, not specified below ",80,8,2,5.0,2,1,2,1.17899249732048,4,"Surat, Gujarat, India",IN,IN09,70127,20.9667,72.9,-2098110,0,,,,,,,,4,"Surat, Gujarat, India",IN,IN09,70127.0,20.9667,72.9,-2098110,20200123114500,https://www.idiva.com/relationships-love/relationships/surat-couple-wedding-back-on-track-after-father-of-the-groom-eloped-with-mother-of-the-bride/18006174,surat couple wedding back on track after father of the groom eloped with mother of the bride
1322,87270,901002841,20200123,202001,2020,2020.063,MOS,MUSLIM,,,,MOS,,,,,,,,,,,,,,,1,10," Make statement, not specified below",10,1,1,0.0,4,1,4,-1.98675496688741,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200123114500,https://www.sify.com/news/aap-slams-yogi-adityanath--calls-bjp-anti-women-news-national-ubxqGedjjgbcg.html,calls bjp anti women news national ubxqGedjjgbcg
1323,88662,901005372,20200123,202001,2020,2020.063,GOV,ADMINISTRATION,,,,,,GOV,,,USA,THE US,USA,,,,,,,,1,42, Make a visit,42,4,1,1.9,5,1,5,-2.01465201465202,1,India,IN,IN,,20.0,77.0,IN,1,India,IN,IN,,20.0,77.0,IN,1,India,IN,IN,,20.0,77.0,IN,20200123120000,https://www.moneycontrol.com/news/world/us-to-impose-visa-restrictions-for-pregnant-women-4850731.html,us to impose visa restrictions for pregnant women 4850731
1324,89031,901005741,20200123,202001,2020,2020.063,MOS,MUSLIM,,,,MOS,,,,,,,,,,,,,,,1,10," Make statement, not specified below",10,1,1,0.0,2,1,2,-2.1126760563380302,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,5,"Uttar Pradesh, Uttar Pradesh, India",IN,IN36,17938.0,27.25,80.75,-2113996,20200123120000,https://www.business-standard.com/article/news-ani/aap-slams-yogi-adityanath-calls-bjp-anti-women-120012300994_1.html,aap slams yogi adityanath calls bjp anti women 120012300994 1
1325,90520,901008239,20200123,202001,2020,2020.063,PAK,PAKISTANI,PAK,,,,,,,,,,,,,,,,,,0,61, Cooperate economically,61,6,2,6.4,3,1,3,-3.55665839536807,4,"Faisalabad, Punjab, Pakistan",PK,PK04,23661,31.4167,73.0833,-2759985,0,,,,,,,,4,"Ludhiana, Punjab, India",IN,IN23,17830.0,30.9,75.85,-2102840,20200123121500,https://www.aa.com.tr/en/asia-pacific/border-trade-collateral-victim-of-india-pakistan-tensions/1710950,border trade collateral victim of india pakistan tensions
1326,92053,901010892,20200123,202001,2020,2020.063,IND,ANDAMAN AND NICOBAR ISLANDS,IND,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,0,173," Arrest, detain, or charge with legal action ",173,17,4,-5.0,4,1,4,-3.65853658536586,4,"Lucknow, Uttar Pradesh, India",IN,IN36,17941,26.85,80.9167,-2102835,1,United Kingdom,UK,UK,,54.0,-4.0,UK,4,"Lucknow, Uttar Pradesh, India",IN,IN36,17941.0,26.85,80.9167,-2102835,20200123123000,http://www.bhatkallys.com/state/bengalurus-shaheen-bagh-muslim-women-and-the-religious-route-to-the-constitution/,bengalurus shaheen bagh muslim women and the religious route to the constitution
1327,93045,901013022,20200123,202001,2020,2020.063,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,20," Appeal, not specified below",20,2,1,3.0,10,1,10,-2.1551724137931103,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200123124500,https://www.ibtimes.co.in/natasha-kapur-wife-atlas-cycles-owner-found-hanging-delhi-residence-812139,natasha kapur wife atlas cycles owner found hanging delhi residence 812139
1328,93046,901013023,20200123,202001,2020,2020.063,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,874, Retreat or surrender militarily,87,8,2,10.0,4,1,4,-6.75675675675676,0,,,,,,,,4,"Ghaziabad, Uttar Pradesh, India",IN,IN36,70265,28.6667,77.4333,-2096227,4,"Bandra, Maharashtra, India",IN,IN16,70184.0,19.0667,72.8333,82619,20200123124500,https://www.hindustantimes.com/mumbai-news/up-auto-driver-held-for-stabbing-wife-mother-in-law-in-bandra/story-hdYxr4z85apvBuAMlKWczK.html,up auto driver held for stabbing wife mother in law in bandra
1329,94065,901014042,20200123,202001,2020,2020.063,IND,HARYANA,IND,,,,,,,,,,,,,,,,,,1,112," Accuse, not specified below",112,11,3,-2.0,3,1,3,-8.31099195710456,4,"Hoshiarpur, Punjab, India",IN,IN23,17828,31.5322,75.9172,-2097607,0,,,,,,,,4,"Hoshiarpur, Punjab, India",IN,IN23,17828.0,31.5322,75.9172,-2097607,20200123124500,https://indianexpress.com/article/india/india-news-india/2011-rape-case-hc-allows-chandigarh-police-to-proceed-as-per-law-to-restrain-accuseds-family-from-leaving-country-6231692/,2011 rape case hc allows chandigarh police to proceed as per law to restrain accuseds family from leaving country 6231692
1330,97918,901024228,20200123,202001,2020,2020.063,COP,POLICE,,,,,,COP,,,GOV,ADMINISTRATION,,,,,,GOV,,,1,141, Demonstrate or rally,141,14,3,-6.5,10,1,10,-6.997742663656879,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200123133000,https://timesofindia.indiatimes.com/city/varanasi/bid-to-begin-shaheen-bagh-like-anti-caa-protest-by-muslim-women-foiled-in-varanasi/articleshow/73550381.cms,bid to begin shaheen bagh like anti caa protest by muslim women foiled in varanasi
1331,99655,901019468,20200123,202001,2020,2020.063,,,,,,,,,,,COP,POLICE,,,,,,COP,,,0,10," Make statement, not specified below",10,1,1,0.0,10,1,10,-1.15207373271889,0,,,,,,,,4,"Kolkata, West Bengal, India",IN,IN28,70294,22.5697,88.3697,-2092511,4,"Kolkata, West Bengal, India",IN,IN28,70294.0,22.5697,88.3697,-2092511,20200123131500,https://www.timesnownews.com/mirror-now/crime/article/love-all-of-you-did-something-i-should-not-have-done-read-suicide-note-by-wife-of-atlas-cycles-promoter/544097,love all of you did something i should not have done read suicide note by wife of atlas cycles promoter
1332,103607,901030147,20200123,202001,2020,2020.063,,,,,,,,,,,HLH,DOCTOR,,,,,,HLH,,,1,1821, Sexually assault,182,18,4,-9.0,10,1,10,-9.55414012738854,0,,,,,,,,4,"Shadnagar, Andhra Pradesh, India",IN,IN02,17564,17.0703,78.2058,6243277,4,"Shadnagar, Andhra Pradesh, India",IN,IN02,17564.0,17.0703,78.2058,6243277,20200123140000,https://www.siasat.com/minor-girl-gang-raped-3-men-outskirts-hyderabad-1802181/,minor girl gang raped 3 men outskirts hyderabad 1802181
1333,105263,901036022,20200123,202001,2020,2020.063,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,36, Express intent to meet or negotiate,36,3,1,4.0,5,1,5,-6.696428571428571,0,,,,,,,,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,4,"New Delhi, Delhi, India",IN,IN07,17911.0,28.6,77.2,-2106102,20200123143000,https://www.business-standard.com/article/pti-stories/hc-grants-two-days-parole-to-rape-accused-to-take-oath-as-mp-120012301349_1.html,hc grants two days parole to rape accused to take oath as mp 120012301349 1
1334,110824,901040998,20200123,202001,2020,2020.063,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,173," Arrest, detain, or charge with legal action ",173,17,4,-5.0,5,1,5,-9.459459459459492,0,,,,,,,,4,"Bhiwandi, Maharashtra, India",IN,IN16,17783,19.3,73.0667,-2091610,4,"Bhiwandi, Maharashtra, India",IN,IN16,17783.0,19.3,73.0667,-2091610,20200123150000,https://www.mid-day.com/articles/mumbai-crime-17-year-old-rapes-blackmails-girl-he-met-on-instagram-held/22478173,mumbai crime 17 year old rapes blackmails girl he met on instagram held
1335,111281,901041455,20200123,202001,2020,2020.063,COP,POLICE,,,,,,COP,,,,,,,,,,,,,1,173," Arrest, detain, or charge with legal action ",173,17,4,-5.0,10,1,10,-8.26446280991736,4,"Patancheru, Andhra Pradesh, India",IN,IN02,17564,17.5314,78.265,-2107418,0,,,,,,,,4,"Patancheru, Andhra Pradesh, India",IN,IN02,17564.0,17.5314,78.265,-2107418,20200123150000,https://www.newindianexpress.com/states/telangana/2020/jan/23/teenager-kidnapped-raped-by-three-youngsters-in-telangana-2093545.html,teenager kidnapped raped by three youngsters in telangana 2093545
1336,111862,901042036,20200123,202001,2020,2020.063,IND,ALLAHABAD,IND,,,,,,,,JUD,HIGH COURT,,,,,,JUD,,,1,112," Accuse, not specified below",112,11,3,-2.0,4,1,4,-6.77966101694916,4,"Allahabad, Uttar Pradesh, India",IN,IN36,70270,25.45,81.85,-2088510,4,"Allahabad, Uttar Pradesh, India",IN,IN36,70270,25.45,81.85,-2088510,4,"Allahabad, Uttar Pradesh, India",IN,IN36,70270.0,25.45,81.85,-2088510,20200123150000,https://www.newindianexpress.com/nation/2020/jan/23/allahabad-high-court-grants-two-days-parole-to-rape-accused-to-take-oath-as-mp-2093570.html,allahabad high court grants two days parole to rape accused to take oath as mp 2093570
1337,114298,901046373,20200123,202001,2020,2020.063,PTY,POLITICIAN,,,,,,,,,,,,,,,,,,,1,20," Appeal, not specified below",20,2,1,3.0,10,1,10,-5.62613430127042,1,India,IN,IN,,20.0,77.0,IN,0,,,,,,,,1,India,IN,IN,,20.0,77.0,IN,20200123151500,https://www.moneycontrol.com/news/india/1-in-every-7-tweets-sent-to-women-politicians-during-2019-lok-sabha-polls-was-problematic-or-abusive-amnesty-study-4850321.html,1 in every 7 tweets sent to women politicians during 2019 lok sabha polls was problematic or abusive amnesty study 4850321
1338,116518,901049904,20200123,202001,2020,2020.063,MOS,MUSLIM,,,,MOS,,,,,,,,,,,,,,,1,10," Make statement, not specified below",10,1,1,0.0,2,1,2,-2.1276595744680904,5,"Uttar Pradesh, Uttar Pradesh, India",IN,IN36,17938,27.25,80.75,-2113996,0,,,,,,,,5,"Uttar Pradesh, Uttar Pradesh, India",IN,IN36,17938.0,27.25,80.75,-2113996,20200123153000,https://gulfnews.com/world/asia/india/aap-slams-yogi-calls-bjp-anti-women-1.69210430,aap slams yogi calls bjp anti women 1
1339,123865,901061251,20200123,202001,2020,2020.063,BUS,COMPANY,,,,,,BUS,,,USA,UNITED STATES,USA,,,,,,,,0,57, Sign formal agreement,57,5,1,8.0,7,1,7,3.1488549618320603,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,70184.0,18.975,72.8258,-2092174,20200123163000,https://www.specialtyfood.com/news/article/women-led-big-idea-talks-promote-social-environmental-responsibility/,women led big idea talks promote social environmental responsibility
1340,130868,901071015,20200123,202001,2020,2020.063,BUS,BANK,,,,,,BUS,,,,,,,,,,,,,0,10," Make statement, not specified below",10,1,1,0.0,10,1,10,-0.34364261168384996,4,"Shivpur, Rajasthan, India",IN,IN24,17846,30.05,73.8667,-2111150,0,,,,,,,,4,"Shivpur, Rajasthan, India",IN,IN24,17846.0,30.05,73.8667,-2111150,20200123171500,https://scroll.in/article/950211/what-women-in-rural-madhya-pradesh-want-jobs-with-direct-access-to-their-wages,what women in rural madhya pradesh want jobs with direct access to their wages
1341,137797,901084830,20200123,202001,2020,2020.063,COP,POLICE,,,,,,COP,,,,,,,,,,,,,1,141, Demonstrate or rally,141,14,3,-6.5,10,1,10,-6.827309236947793,4,"Varanasi, Uttar Pradesh, India",IN,IN36,17943,25.3333,83.0,-2114217,0,,,,,,,,4,"Varanasi, Uttar Pradesh, India",IN,IN36,17943.0,25.3333,83.0,-2114217,20200123180000,https://www.newindianexpress.com/nation/2020/jan/23/anti-caa-protest-by-muslim-women-foiled-in-varanasi-2093613.html,anti caa protest by muslim women foiled in varanasi 2093613
1342,140193,901088190,20200123,202001,2020,2020.063,IND,ALLAHABAD,IND,,,,,,,,,,,,,,,,,,1,112," Accuse, not specified below",112,11,3,-2.0,6,1,6,-6.10687022900763,4,"Allahabad, Uttar Pradesh, India",IN,IN36,70270,25.45,81.85,-2088510,0,,,,,,,,4,"Varanasi, Uttar Pradesh, India",IN,IN36,17943.0,25.3333,83.0,-2114217,20200123183000,https://timesofindia.indiatimes.com/city/varanasi/allahabad-hc-grants-two-days-parole-to-rape-accused-to-take-oath-as-mp/articleshow/73557108.cms,allahabad hc grants two days parole to rape accused to take oath as mp
1343,141464,901082057,20200123,202001,2020,2020.063,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,1,100," Demand, not specified below",100,10,3,-5.0,10,1,10,-7.79661016949152,0,,,,,,,,4,"Prakasam, Andhra Pradesh, India",IN,IN02,17563,15.5,79.5,-2108244,4,"Prakasam, Andhra Pradesh, India",IN,IN02,17563.0,15.5,79.5,-2108244,20200123181500,https://www.thehindu.com/news/national/andhra-pradesh/forum-launched-to-fight-for-troubled-women/article30637073.ece,forum launched to fight for troubled women
1344,150435,901099490,20200123,202001,2020,2020.063,IND,ALLAHABAD,IND,,,,,,,,,,,,,,,,,,1,112," Accuse, not specified below",112,11,3,-2.0,6,1,6,-6.10687022900763,4,"Allahabad, Uttar Pradesh, India",IN,IN36,70270,25.45,81.85,-2088510,0,,,,,,,,4,"Allahabad, Uttar Pradesh, India",IN,IN36,70270.0,25.45,81.85,-2088510,20200123193000,https://timesofindia.indiatimes.com/city/allahabad/allahabad-hc-grants-two-days-parole-to-rape-accused-to-take-oath-as-mp/articleshow/73556970.cms,allahabad hc grants two days parole to rape accused to take oath as mp
1345,150961,901100016,20200123,202001,2020,2020.063,PTY,POLITICIAN,,,,,,,,,,,,,,,,,,,1,10," Make statement, not specified below",10,1,1,0.0,5,1,5,-5.93342981186686,1,India,IN,IN,,20.0,77.0,IN,0,,,,,,,,1,India,IN,IN,,20.0,77.0,IN,20200123193000,https://www.hindustantimes.com/india-news/indian-women-leaders-trolled-more-than-those-in-us-uk-says-report/story-3XT0We9NFvZIb3HcRqgkyM.html,indian women leaders trolled more than those in us uk says report
1346,152658,901102659,20200123,202001,2020,2020.063,MOS,MUSLIM,,,,MOS,,,,,,,,,,,,,,,0,17, Engage in symbolic act,17,1,1,0.0,5,1,5,-2.2132796780684103,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200123194500,https://thediplomat.com/2020/01/why-is-indias-right-wing-defaming-the-women-protesters-of-shaheen-bagh/,why is indias right wing defaming the women protesters of shaheen bagh
1347,153419,901106692,20200123,202001,2020,2020.063,,,,,,,,,,,GOV,CHIEF MINISTER,,,,,,GOV,,,1,141, Demonstrate or rally,141,14,3,-6.5,4,1,4,-2.16606498194946,0,,,,,,,,5,"Uttar Pradesh, Uttar Pradesh, India",IN,IN36,17938,27.25,80.75,-2113996,5,"Uttar Pradesh, Uttar Pradesh, India",IN,IN36,17938.0,27.25,80.75,-2113996,20200123201500,https://www.timesnownews.com/india/article/akhilesh-yadav-slams-yogi-adityanath-for-his-remark-on-shaheen-baghs-women-protesters/544252,akhilesh yadav slams yogi adityanath for his remark on shaheen baghs women protesters
1348,153773,901107046,20200123,202001,2020,2020.063,COP,POLICE,,,,,,COP,,,,,,,,,,,,,0,11, Decline comment,11,1,1,-0.1,10,1,10,-10.090090090090099,4,"Modasa, Gujarat, India",IN,IN09,17648,23.4667,73.3,-2104617,0,,,,,,,,4,"Modasa, Gujarat, India",IN,IN09,17648.0,23.4667,73.3,-2104617,20200123201500,https://indianexpress.com/article/cities/ahmedabad/cid-records-statements-of-modasa-victims-sister-others-in-gandhinagar-6232181/,cid records statements of modasa victims sister others in gandhinagar 6232181
1349,153843,901107116,20200123,202001,2020,2020.063,CRM,CONVICTS,,,,,,CRM,,,,,,,,,,,,,0,120," Reject, not specified below",120,12,3,-4.0,10,1,10,-12.738301559792,4,"Tihar, Uttar Pradesh, India",IN,IN36,17917,26.3521,79.2158,10454667,0,,,,,,,,4,"Tihar, Uttar Pradesh, India",IN,IN36,17917.0,26.3521,79.2158,10454667,20200123201500,https://indianexpress.com/article/opinion/columns/delhi-gangrape-convicts-hanging-capital-punishment-the-human-face-of-law-6232146/,delhi gangrape convicts hanging capital punishment the human face of law 6232146
1350,154373,901107646,20200123,202001,2020,2020.063,JUD,MAGISTRATE,,,,,,JUD,,,,,,,,,,,,,1,12, Make pessimistic comment,12,1,1,-0.4,10,1,10,-0.9740259740259799,4,"Madras, Tamil Nadu, India",IN,IN25,70251,13.0833,80.2833,-2103041,0,,,,,,,,4,"Madras, Tamil Nadu, India",IN,IN25,70251.0,13.0833,80.2833,-2103041,20200123201500,https://www.thehindu.com/news/national/tamil-nadu/hc-comes-to-rescue-of-domestic-violence-victims/article30637796.ece,hc comes to rescue of domestic violence victims
1351,161927,901121443,20200123,202001,2020,2020.063,IND,MUMBAI,IND,,,,,,,,JUD,LAWYER,,,,,,JUD,,,1,10," Make statement, not specified below",10,1,1,0.0,3,1,3,-7.6923076923076925,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,70184.0,18.975,72.8258,-2092174,20200123213000,https://indianexpress.com/article/cities/mumbai/mumbai-cop-physically-abused-me-says-lawyer-6232219/,mumbai cop physically abused me says lawyer 6232219
1352,169535,901128688,20200123,202001,2020,2020.063,CVL,CIVIL SOCIETY,,,,,,CVL,,,MED,MEDIA,,,,,,MED,,,1,51, Praise or endorse,51,5,1,3.4,5,1,5,-3.4293552812071297,4,"Unnao, Uttar Pradesh, India",IN,IN36,17941,26.5333,80.5,-2113875,4,"Unnao, Uttar Pradesh, India",IN,IN36,17941,26.5333,80.5,-2113875,4,"Unnao, Uttar Pradesh, India",IN,IN36,17941.0,26.5333,80.5,-2113875,20200123221500,https://www.telegraphindia.com/opinion/the-silence-aurrounding-sexual-harassment-and-crimes-against-women-has-been-broken-espececially-by-the-metoo-movement/cid/1739051,the silence aurrounding sexual harassment and crimes against women has been broken espececially by the metoo movement
