,index,GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,CAMEOCodeDescription,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,title
10,83502,896167438,19200101,192001,1920,1920.0027,,,,,,,,,,,KHM,CAMBODIA,KHM,,,,,,,,1,36, Express intent to meet or negotiate,36,3,1,4.0,4,1,4,0.4885993485342001,0,,,,,,,,4,"Surat, Gujarat, India",IN,IN09,70127,20.9667,72.9,-2098110,4,"Surat, Gujarat, India",IN,IN09,70127.0,20.9667,72.9,-2098110,20200101214500,https://www.straitstimes.com/singapore/family-goes-on-5400km-charity-drive-to-help-needy-kids-in-cambodia,family goes on 5400km charity drive to help needy kids in cambodia
11,84261,896169718,19200101,192001,1920,1920.0027,COP,POLICE,,,,,,COP,,,,,,,,,,,,,1,10," Make statement, not specified below",10,1,1,0.0,10,1,10,-5.3613053613053605,4,"Dwarka, Gujarat, India",IN,IN09,17641.0,22.2394,68.9678,-2095389,0,,,,,,,,4,"Dwarka, Gujarat, India",IN,IN09,17641.0,22.2394,68.9678,-2095389,20200101221500,https://indianexpress.com/article/cities/delhi/dwarka-jeweller-murder-police-get-court-nod-for-narco-test-on-wife-her-brother-6195320/,dwarka jeweller murder police get court nod for narco test on wife her brother 6195320
12,84471,896169928,19200101,192001,1920,1920.0027,JUD,JUDGE,,,,,,JUD,,,,,,,,,,,,,0,20," Appeal, not specified below",20,2,1,3.0,10,1,10,-4.5045045045045,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200101221500,https://timesofindia.indiatimes.com/blogs/toi-edit-page/to-deter-rapes-cases-of-heinous-nature-should-be-expedited-all-the-way-through-different-levels-of-the-judiciary/,to deter rapes cases of heinous nature should be expedited all the way through different levels of the judiciary
13,5938,896180132,19200102,192001,1920,1920.0055,JUD,JUDGE,,,,,,JUD,,,,,,,,,,,,,0,80," Yield, not specified below ",80,8,2,5.0,10,1,10,-5.64102564102564,1,India,IN,IN,,20.0,77.0,IN,0,,,,,,,,1,India,IN,IN,,20.0,77.0,IN,20200102001500,https://www.dailystar.co.uk/news/latest-news/oap-92-charged-sexually-assaulting-21198241,oap 92 charged sexually assaulting 21198241
14,24351,896209253,19200102,192001,1920,1920.0055,HLH,NURSE,,,,,,HLH,,,,,,,,,,,,,1,90," Investigate, not specified below",90,9,2,-2.0,9,1,9,-7.30337078651685,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200102053000,https://www.biospectrumindia.com/news/77/15457/icmr-aiims-extends-mission-delhi-initiative.html,icmr aiims extends mission delhi initiative
15,25091,896213292,19200102,192001,1920,1920.0055,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,20," Appeal, not specified below",20,2,1,3.0,4,1,4,-0.6369426751592291,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200102061500,https://www.hindustantimes.com/cities/delhi-traffic-police-issues-advisory-for-motorists-expecting-foggy-days-ahead/story-vvMRONULuCsJxsmdBUQAHN.html,delhi traffic police issues advisory for motorists expecting foggy days ahead
16,39314,896231250,20190102,201901,2019,2019.0055,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,60," Engage in material cooperation, not spec below",60,6,2,6.0,4,1,4,-2.53070338667659,0,,,,,,,,1,Australia,AS,AS,,-25.0,135.0,AS,4,"Fatehgarh Sahib, Punjab, India",IN,IN23,17833.0,30.5333,75.7167,-2095605,20200102091500,https://www.ndtv.com/india-news/a-chandigarh-bureaucrat-is-helping-indian-women-with-runaway-husbands-2157624,a chandigarh bureaucrat is helping indian women with runaway husbands 2157624
17,44678,896239528,19200102,192001,1920,1920.0055,GOV,PRESIDENT,,,,,,GOV,,,,,,,,,,,,,1,10," Make statement, not specified below",10,1,1,0.0,2,1,2,0.29069767441861,4,"Benaulim, Goa, India",IN,IN33,70123.0,15.25,73.9167,-2091037,0,,,,,,,,4,"Benaulim, Goa, India",IN,IN33,70123.0,15.25,73.9167,-2091037,20200102101500,https://www.business-standard.com/article/news-ani/jp-nadda-to-address-public-awareness-rally-on-caa-at-goa-s-azad-maidan-tomorrow-120010200542_1.html,jp nadda to address public awareness rally on caa at goa s azad maidan tomorrow 120010200542 1
18,49678,896251446,20191226,201912,2019,2019.9753,,,,,,,,,,,LEG,CONGRESS,,,,,,LEG,,,0,42, Make a visit,42,4,1,1.9,2,1,2,0.28901734104046,0,,,,,,,,4,"Nadda, Uttaranchal, India",IN,IN39,17910,29.8675,78.5822,6241460,4,"Nadda, Uttaranchal, India",IN,IN39,17910.0,29.8675,78.5822,6241460,20200102114500,https://www.aninews.in/news/national/politics/jp-nadda-to-address-public-awareness-rally-on-caa-at-goas-azad-maidan-tomorrow20200102144226/,jp nadda to address public awareness rally on caa at goas azad maidan tomorrow20200102144226
19,50012,896251780,19200102,192001,1920,1920.0055,COP,POLICE,,,,,,COP,,,,,,,,,,,,,0,114, Complain officially ,114,11,3,-2.0,10,1,10,-2.62626262626263,4,"Tirupati, Andhra Pradesh, India",IN,IN02,17561.0,13.65,79.4167,-2113256,0,,,,,,,,4,"Tirupati, Andhra Pradesh, India",IN,IN02,17561.0,13.65,79.4167,-2113256,20200102114500,https://www.timesnownews.com/mirror-now/crime/article/deaf-and-mute-man-acquitted-of-abducting-and-sexually-assaulting-minor-in-mumbai/534849,deaf and mute man acquitted of abducting and sexually assaulting minor in mumbai
20,50028,896251796,19200102,192001,1920,1920.0055,COP,POLICE,,,,,,COP,,,IND,DELHI,IND,,,,,,,,1,173," Arrest, detain, or charge with legal action ",173,17,4,-5.0,2,1,2,-12.1794871794872,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200102114500,https://www.aninews.in/news/national/general-news/seelampur-caa-violence-court-extends-judicial-custody-of-14-accused-till-jan-1620200102164910/,seelampur caa violence court extends judicial custody of 14 accused till jan 1620200102164910
21,57095,896257313,19200102,192001,1920,1920.0055,,,,,,,,,,,COP,POLICE,,,,,,COP,,,0,120," Reject, not specified below",120,12,3,-4.0,10,1,10,-4.28134556574923,0,,,,,,,,4,"Jammu, Jammu and Kashmir, India",IN,IN12,72851,32.7333,74.8667,-2098228,4,"Jammu, Jammu and Kashmir, India",IN,IN12,72851.0,32.7333,74.8667,-2098228,20200102123000,https://timesofindia.indiatimes.com/india/iltija-mufti-says-detained-by-police-after-trying-to-visit-grave-of-ex-jk-cm-mufti-sayeed/articleshow/73070907.cms,iltija mufti says detained by police after trying to visit grave of ex jk cm mufti sayeed
22,62940,896270418,19200102,192001,1920,1920.0055,,,,,,,,,,,BUSLAB,BANK,,,,,,BUS,LAB,,1,112," Accuse, not specified below",112,11,3,-2.0,20,1,10,-11.382113821138198,0,,,,,,,,1,India,IN,IN,,20.0,77.0,IN,1,India,IN,IN,,20.0,77.0,IN,20200102140000,https://www.indiatvnews.com/crime/bank-employee-accused-sexually-assaulting-minor-girl-575691,bank employee accused sexually assaulting minor girl 575691
23,85557,896302913,19200102,192001,1920,1920.0055,COP,POLICE,,,,,,COP,,,OPP,PROTESTER,,,,,,OPP,,,1,173," Arrest, detain, or charge with legal action ",173,17,4,-5.0,8,1,8,-3.96270396270396,4,"Chennai, Tamil Nadu, India",IN,IN25,70251.0,13.0833,80.2833,-2103041,4,"Chennai, Tamil Nadu, India",IN,IN25,70251,13.0833,80.2833,-2103041,4,"Chennai, Tamil Nadu, India",IN,IN25,70251.0,13.0833,80.2833,-2103041,20200102173000,https://www.thehindu.com/news/national/tamil-nadu/anti-caa-kolam-protest-activist-gayatri-khandhadai-counters-chennai-police-commissioners-remarks-on-pakistan-link/article30463674.ece,anti caa kolam protest activist gayatri khandhadai counters chennai police commissioners remarks on pakistan link
24,99248,896323916,19200102,192001,1920,1920.0055,,,,,,,,,,,CVL,VILLAGE,,,,,,CVL,,,0,36, Express intent to meet or negotiate,36,3,1,4.0,10,1,10,-5.76036866359447,0,,,,,,,,4,"Sheopur, Madhya Pradesh, India",IN,IN35,70176,25.6667,76.7,-2111011,4,"Sheopur, Madhya Pradesh, India",IN,IN35,70176.0,25.6667,76.7,-2111011,20200102194500,https://www.newindianexpress.com/nation/2020/jan/03/dsgmc-alleges-sikh-community-being-forcefully-expelled-from-madhya-pradesh-villages-2084218.html,dsgmc alleges sikh community being forcefully expelled from madhya pradesh villages 2084218
25,113023,896346861,19200102,192001,1920,1920.0055,IND,DELHI,IND,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,1,40," Consult, not specified below",40,4,1,1.0,4,1,4,2.10843373493976,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200102223000,https://www.sott.net/article/426676-Free-high-speed-Wi-Fi-launched-on-Delhis-metro-with-help-of-Russian-expertise,426676 Free high speed Wi Fi launched on Delhis metro with help of Russian expertise
26,113934,896342334,19200102,192001,1920,1920.0055,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,141, Demonstrate or rally,141,14,3,-6.5,10,1,10,-6.69856459330144,0,,,,,,,,4,"Mangaluru, Karnataka, India",IN,IN19,17685,12.8639,74.8353,-2103790,4,"Mangaluru, Karnataka, India",IN,IN19,17685.0,12.8639,74.8353,-2103790,20200102220000,https://www.indiatoday.in/mail-today/story/caa-protests-text-hints-at-plot-to-incite-violence-in-mangaluru-stir-1633528-2020-01-03,caa protests text hints at plot to incite violence in mangaluru stir 1633528 2020 01 03
27,114618,896343018,19200102,192001,1920,1920.0055,IND,DELHI,IND,,,,,,,,,,,,,,,,,,1,130," Threaten, not specified below",130,13,3,-4.4,6,1,6,-3.2967032967033,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911.0,28.6667,77.2167,-2094230,20200102220000,https://www.indiatoday.in/mail-today/story/speedy-forensic-reports-in-cases-of-sexual-offence-1633525-2020-01-03,speedy forensic reports in cases of sexual offence 1633525 2020 01 03
28,121651,896352524,19200102,192001,1920,1920.0055,MILELI,AIR FORCE,,,,,,MIL,ELI,,IND,JODHPUR,IND,,,,,,,,1,42, Make a visit,42,4,1,1.9,10,1,10,-1.73347778981581,4,"Kargil, Jammu and Kashmir, India",IN,IN12,72788.0,34.5667,76.1,-2099784,4,"Kargil, Jammu and Kashmir, India",IN,IN12,72788,34.5667,76.1,-2099784,4,"Kargil, Jammu and Kashmir, India",IN,IN12,72788.0,34.5667,76.1,-2099784,20200102231500,https://indianexpress.com/article/explained/explained-the-story-of-the-mig-27-the-iafs-now-retired-ground-attack-bahadur-6197047/,explained the story of the mig 27 the iafs now retired ground attack bahadur 6197047
29,17115,896378423,19200103,192001,1920,1920.0082,PAK,PAKISTAN,PAK,,,,,,,,BUS,AIRLINE,,,,,,BUS,,,1,130," Threaten, not specified below",130,13,3,-4.4,5,1,5,-8.26666666666667,4,"Balakot, North-West Frontier, Pakistan",PK,PK03,40350.0,34.8563,72.5701,9205744,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,4,"New Delhi, Delhi, India",IN,IN07,17911.0,28.6,77.2,-2106102,20200103014500,https://www.indiatvnews.com/news/world/us-airlines-pakistan-airspace-terror-threat-extremist-militant-activity-575801,us airlines pakistan airspace terror threat extremist militant activity 575801
30,26905,896392753,19200103,192001,1920,1920.0082,COP,PRISON,,,,,,COP,,,,,,,,,,,,,1,10," Make statement, not specified below",10,1,1,0.0,5,1,5,-0.6772009029345301,4,"Mumbai, Maharashtra, India",IN,IN16,70184.0,18.975,72.8258,-2092174,0,,,,,,,,4,"Mumbai, Maharashtra, India",IN,IN16,70184.0,18.975,72.8258,-2092174,20200103034500,https://indianexpress.com/article/cities/mumbai/direct-police-to-produce-minor-children-of-inmates-before-child-welfare-committee-rights-panel-to-dgp-6197385/,direct police to produce minor children of inmates before child welfare committee rights panel to dgp 6197385
31,37770,896404378,19200103,192001,1920,1920.0082,,,,,,,,,,,LAB,EMPLOYEE,,,,,,LAB,,,0,20," Appeal, not specified below",20,2,1,3.0,10,1,10,-3.6520584329349295,0,,,,,,,,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,4,"New Delhi, Delhi, India",IN,IN07,17911.0,28.6,77.2,-2106102,20200103053000,https://www.firstpost.com/tech/news-analysis/oyo-rooms-accused-of-questionable-practices-toxic-culture-and-fraud-by-former-employees-hotel-partners-7854821.html,oyo rooms accused of questionable practices toxic culture and fraud by former employees hotel partners 7854821
32,38730,896405338,19200103,192001,1920,1920.0082,LAB,WORKER,,,,,,LAB,,,,,,,,,,,,,1,110," Disapprove, not specified below",110,11,3,-2.0,10,1,10,0.0,4,"Namakkal, Tamil Nadu, India",IN,IN25,70248.0,11.2333,78.1667,-2105537,0,,,,,,,,4,"Namakkal, Tamil Nadu, India",IN,IN25,70248.0,11.2333,78.1667,-2105537,20200103053000,https://timesofindia.indiatimes.com/city/chennai/in-a-first-transsexual-elected-panchayat-union-ward-member-in-tamil-nadu/articleshow/73078357.cms,in a first transsexual elected panchayat union ward member in tamil nadu
33,51293,896425806,19200103,192001,1920,1920.0082,,,,,,,,,,,MED,PUBLICATION,,,,,,MED,,,1,40," Consult, not specified below",40,4,1,1.0,10,1,10,-0.2341920374707301,0,,,,,,,,4,"Patiala, Punjab, India",IN,IN23,17831,30.3267,76.4003,-2107479,4,"Patiala, Punjab, India",IN,IN23,17831.0,30.3267,76.4003,-2107479,20200103081500,https://www.indiatimes.com/entertainment/bollywood/after-her-film-enters-oscars-race-neena-gupta-confirms-shell-play-ranveers-mother-in-83-503498.html,after her film enters oscars race neena gupta confirms shell play ranveers mother in 83 503498
34,59060,896436293,19200102,192001,1920,1920.0055,LEG,CONGRESS,,,,,,LEG,,,MED,NEWS AGENCY,,,,,,MED,,,1,10," Make statement, not specified below",10,1,1,0.0,4,1,4,-5.32407407407408,4,"New Delhi, Delhi, India",IN,IN07,17911.0,28.6,77.2,-2106102,4,"Bhopal, Madhya Pradesh, India",IN,IN35,17746,23.2667,77.4,-2091670,4,"Bhopal, Madhya Pradesh, India",IN,IN35,17746.0,23.2667,77.4,-2091670,20200103093000,https://www.timesnownews.com/india/article/we-have-heard-that-rahul-gandhi-is-homosexual-swami-chakrapani/535208,we have heard that rahul gandhi is homosexual swami chakrapani
35,59131,896436364,19200103,192001,1920,1920.0082,,,,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,1,42, Make a visit,42,4,1,1.9,10,1,10,-10.778443113772399,0,,,,,,,,4,"Ulhasnagar, Maharashtra, India",IN,IN16,17783,19.2167,73.15,-2113727,4,"Ulhasnagar, Maharashtra, India",IN,IN16,17783.0,19.2167,73.15,-2113727,20200103093000,https://www.mid-day.com/articles/mumbai-crime-woman-pours-diesel-on-self-after-fight-husband-tries-to-burn-her-alive/22370187,mumbai crime woman pours diesel on self after fight husband tries to burn her alive
36,63918,896451522,19200103,192001,1920,1920.0082,COP,POLICE,,,,,,COP,,,,,,,,,,,,,1,114, Complain officially ,114,11,3,-2.0,10,1,10,-2.04081632653061,4,"Mysuru, Karnataka, India",IN,IN19,17692.0,12.3072,76.6497,-2105255,0,,,,,,,,4,"Mysuru, Karnataka, India",IN,IN19,17692.0,12.3072,76.6497,-2105255,20200103110000,https://www.mid-day.com/articles/woman-feels-guilty-after-giving-away-child-approaches-cops-for-help/22370193,woman feels guilty after giving away child approaches cops for help
37,69893,896461420,19200103,192001,1920,1920.0082,,,,,,,,,,,COP,POLICE,,,,,,COP,,,0,112," Accuse, not specified below",112,11,3,-2.0,8,1,8,-8.11188811188811,0,,,,,,,,4,"Mangaluru, Karnataka, India",IN,IN19,17685,12.8639,74.8353,-2103790,4,"Mangaluru, Karnataka, India",IN,IN19,17685.0,12.8639,74.8353,-2103790,20200103120000,https://www.thenewsminute.com/article/mangaluru-police-action-excessive-targeted-muslims-fact-finding-report-dec-19-events-115271,mangaluru police action excessive targeted muslims fact finding report dec 19 events 115271
38,70448,896461975,19200103,192001,1920,1920.0082,GOV,CHIEF MINISTER,,,,,,GOV,,,,,,,,,,,,,1,120," Reject, not specified below",120,12,3,-4.0,5,1,5,-3.9568345323741,1,India,IN,IN,,20.0,77.0,IN,0,,,,,,,,1,India,IN,IN,,20.0,77.0,IN,20200103120000,https://timesofindia.indiatimes.com/india/bjp-cms-nda-partners-not-accepting-caa-but-pm-hm-continue-to-abuse-oppn-congress/articleshow/73085312.cms,bjp cms nda partners not accepting caa but pm hm continue to abuse oppn congress
39,77691,896465319,19200103,192001,1920,1920.0082,LEG,CONGRESS,,,,,,LEG,,,GOV,CHIEF MINISTER,,,,,,GOV,,,1,120," Reject, not specified below",120,12,3,-4.0,10,1,10,-4.11985018726591,1,India,IN,IN,,20.0,77.0,IN,1,India,IN,IN,,20.0,77.0,IN,1,India,IN,IN,,20.0,77.0,IN,20200103121500,https://www.business-standard.com/article/pti-stories/bjp-cms-nda-partners-not-accepting-caa-but-pm-hm-continue-to-abuse-oppn-cong-120010300807_1.html,bjp cms nda partners not accepting caa but pm hm continue to abuse oppn cong 120010300807 1
40,79291,896470616,19200103,192001,1920,1920.0082,LEG,CONGRESS,,,,,,LEG,,,GOV,HOME MINIST,,,,,,GOV,,,1,10," Make statement, not specified below",10,1,1,0.0,2,1,2,-4.90196078431372,1,India,IN,IN,,20.0,77.0,IN,1,India,IN,IN,,20.0,77.0,IN,1,India,IN,IN,,20.0,77.0,IN,20200103124500,https://www.financialexpress.com/india-news/bjp-cms-nda-partners-not-accepting-caa-but-pm-modi-amit-shah-continue-to-abuse-opposition-congress/1811997/,bjp cms nda partners not accepting caa but pm modi amit shah continue to abuse opposition congress
41,79387,896470712,19200103,192001,1920,1920.0082,MILELI,AIR FORCE,,,,,,MIL,ELI,,IND,JODHPUR,IND,,,,,,,,1,42, Make a visit,42,4,1,1.9,10,1,10,-1.95402298850575,4,"Kargil, Jammu and Kashmir, India",IN,IN12,72788.0,34.5667,76.1,-2099784,4,"Kargil, Jammu and Kashmir, India",IN,IN12,72788,34.5667,76.1,-2099784,4,"Kargil, Jammu and Kashmir, India",IN,IN12,72788.0,34.5667,76.1,-2099784,20200103124500,http://idrw.org/explained-the-story-of-the-mig-27-the-iafs-now-retired-ground-attack-bahadur/,explained the story of the mig 27 the iafs now retired ground attack bahadur
